KommuneCode,year,openings,closings,active,net_change,KommuneName,population,average_income
0440,2020,0,0,6,0,Kerteminde,23812,326189.9
0440,2021,2,0,8,2,Kerteminde,23847,345927.0
0440,2022,2,0,10,2,Kerteminde,24034,316176.0
0440,2023,0,1,9,-1,Kerteminde,23991,318520.1
0440,2024,0,0,9,0,Kerteminde,23894,318930.6
0450,2008,1,1,13,0,Nyborg,31607,255405.4
0450,2009,0,0,13,0,Nyborg,31714,261243.5
0450,2010,0,0,13,0,Nyborg,31690,273401.1
0450,2011,3,0,16,3,Nyborg,31499,271744.7
0450,2012,0,2,14,-2,Nyborg,31486,271141.5
0450,2013,1,2,13,-1,Nyborg,31350,273962.3
0450,2014,0,1,12,-1,Nyborg,31314,278294.4
0450,2015,0,0,12,0,Nyborg,31573,281164.3
0450,2016,0,0,12,0,Nyborg,31886,283386.5
0450,2017,1,1,12,0,Nyborg,32142,287469.1
0450,2018,1,0,13,1,Nyborg,32032,295084.3
0450,2019,1,0,14,1,Nyborg,32042,300215.8
0450,2020,1,2,13,-1,Nyborg,32009,313292.7
0450,2021,2,1,14,1,Nyborg,31933,321753.7
0450,2022,1,1,14,0,Nyborg,32098,301246.0
0450,2023,1,0,15,1,Nyborg,32262,304300.7
0450,2024,1,0,16,1,Nyborg,32193,304008.0
0461,2008,8,1,57,7,Odense,186932,252520.0
0461,2009,5,5,57,0,Odense,187929,257560.7
0461,2010,4,1,60,3,Odense,188777,273372.9
0461,2011,7,6,61,1,Odense,190245,271058.7
0461,2012,3,4,60,-1,Odense,191610,263939.0
0461,2013,3,2,61,1,Odense,193370,270701.6
0461,2014,5,4,62,1,Odense,195797,274695.8
0461,2015,4,6,60,-2,Odense,197480,279891.2
0461,2016,2,6,56,-4,Odense,198972,282313.6
0461,2017,8,6,58,2,Odense,200563,284263.2
0461,2018,6,4,60,2,Odense,202348,289138.9
0461,2019,14,2,72,12,Odense,204182,294524.1
0461,2020,4,1,75,3,Odense,204895,305827.8
0461,2021,5,2,78,3,Odense,205509,315502.7
0461,2022,2,1,79,1,Odense,205978,293024.4
0461,2023,10,6,83,4,Odense,207762,298128.1
0461,2024,9,5,87,4,Odense,209078,302877.4
0479,2008,3,0,16,3,Svendborg,59040,264311.6
0479,2009,0,0,16,0,Svendborg,59185,266837.1
0479,2010,1,2,15,-1,Svendborg,58998,279992.9
0479,2011,1,2,14,-1,Svendborg,58713,270972.7
0479,2012,1,2,13,-1,Svendborg,58551,276562.4
0479,2013,0,0,13,0,Svendborg,58296,280636.1
0479,2014,0,1,12,-1,Svendborg,57979,286017.5
0479,2015,0,0,12,0,Svendborg,57988,289164.4
0479,2016,2,0,14,2,Svendborg,58228,293534.5
0479,2017,0,0,14,0,Svendborg,58510,296159.7
0479,2018,1,1,14,0,Svendborg,58698,299011.8
0479,2019,3,1,16,2,Svendborg,58599,310113.6
0479,2020,1,0,17,1,Svendborg,58296,323760.1
0479,2021,0,2,15,-2,Svendborg,58588,332900.7
0479,2022,0,0,15,0,Svendborg,59193,310407.5
0479,2023,1,0,16,1,Svendborg,59735,308955.4
0479,2024,2,0,18,2,Svendborg,59727,310049.0
0480,2008,0,0,5,0,Nordfyns,29470,245431.4
0480,2009,0,0,5,0,Nordfyns,29651,252260.6
0480,2010,0,0,5,0,Nordfyns,29638,269274.5
0480,2011,1,0,6,1,Nordfyns,29507,271238.9
0480,2012,0,0,6,0,Nordfyns,29330,269614.0
0480,2013,0,1,5,-1,Nordfyns,29224,276073.0
0480,2014,0,0,5,0,Nordfyns,29066,278172.8
0480,2015,0,1,4,-1,Nordfyns,29030,281952.8
0480,2016,0,0,4,0,Nordfyns,29298,284199.8
0480,2017,0,0,4,0,Nordfyns,29446,291385.6
0480,2018,0,0,4,0,Nordfyns,29516,296591.2
0480,2019,0,0,4,0,Nordfyns,29693,303729.9
0480,2020,0,0,4,0,Nordfyns,29665,314033.8
0480,2021,0,0,4,0,Nordfyns,29549,320170.3
0480,2022,1,0,5,1,Nordfyns,29714,301280.4
0480,2023,2,2,5,0,Nordfyns,29726,298758.9
0480,2024,0,0,5,0,Nordfyns,29610,301589.5
0482,2008,1,0,7,1,Langeland,13741,233814.3
0482,2009,0,0,7,0,Langeland,13563,234249.8
0482,2010,0,1,6,-1,Langeland,13510,246619.7
0482,2011,0,0,6,0,Langeland,13322,243477.1
0482,2012,2,1,7,1,Langeland,13094,245736.1
0482,2013,1,0,8,1,Langeland,12861,247730.5
0482,2014,0,0,8,0,Langeland,12695,252798.6
0482,2015,1,0,9,1,Langeland,12647,253188.3
0482,2016,0,0,9,0,Langeland,12547,257272.6
0482,2017,0,0,9,0,Langeland,12578,260615.3
0482,2018,0,0,9,0,Langeland,12641,261120.2
0482,2019,1,0,10,1,Langeland,12560,273461.9
0482,2020,0,0,10,0,Langeland,12491,293074.1
0482,2021,0,0,10,0,Langeland,12367,289180.4
0482,2022,0,1,9,-1,Langeland,12316,274806.6
0482,2023,0,0,9,0,Langeland,12384,276986.1
0482,2024,0,1,8,-1,Langeland,12260,272469.5
0492,2008,0,1,5,-1,Ærø,6712,251720.0
0492,2009,0,0,5,0,Ærø,6698,250981.7
0492,2010,0,0,5,0,Ærø,6679,262159.5
0492,2011,0,1,4,-1,Ærø,6663,255603.3
0492,2012,0,0,4,0,Ærø,6636,256706.7
0492,2013,0,1,3,-1,Ærø,6527,254496.1
0492,2014,0,0,3,0,Ærø,6393,265666.3
0492,2015,0,0,3,0,Ærø,6276,266102.4
0492,2016,0,0,3,0,Ærø,6290,272266.5
0492,2017,0,0,3,0,Ærø,6177,270983.0
0492,2018,0,0,3,0,Ærø,6178,272872.2
0492,2019,1,0,4,1,Ærø,6058,279136.8
0492,2020,0,0,4,0,Ærø,5964,289962.9
0492,2021,0,0,4,0,Ærø,5960,296017.2
0492,2022,1,0,5,1,Ærø,6025,273165.6
0492,2023,0,0,5,0,Ærø,6008,270431.8
0492,2024,0,0,5,0,Ærø,5960,273151.6
0510,2008,2,2,23,0,Haderslev,56414,251877.5
0510,2009,2,1,24,1,Haderslev,56508,260978.8
0510,2010,7,2,29,5,Haderslev,56346,272398.7
0510,2011,5,2,32,3,Haderslev,56117,266879.0
0510,2012,6,4,34,2,Haderslev,56188,265234.7
0510,2013,4,2,36,2,Haderslev,56051,270064.4
0510,2014,3,2,37,1,Haderslev,55906,273013.8
0510,2015,1,13,25,-12,Haderslev,55888,277793.9
0510,2016,3,1,27,2,Haderslev,56029,280193.1
0510,2017,1,0,28,1,Haderslev,56045,287632.3
0510,2018,2,3,27,-1,Haderslev,55963,291654.4
0510,2019,3,0,30,3,Haderslev,55857,299830.0
0510,2020,1,1,30,0,Haderslev,55670,311166.6
0510,2021,4,1,33,3,Haderslev,55376,317978.1
0510,2022,9,3,39,6,Haderslev,55340,298175.8
0510,2023,0,2,37,-2,Haderslev,55353,296493.8
0510,2024,3,1,39,2,Haderslev,55438,296827.2
0530,2008,0,2,14,-2,Billund,26181,263671.5
0530,2009,0,1,13,-1,Billund,26235,264981.6
0530,2010,0,0,13,0,Billund,26160,285641.4
0530,2011,0,0,13,0,Billund,26155,286011.8
0530,2012,8,0,21,8,Billund,26220,288575.9
0530,2013,0,1,20,-1,Billund,26357,295861.0
0530,2014,0,0,20,0,Billund,26318,296862.3
0530,2015,4,0,24,4,Billund,26285,298886.9
0530,2016,1,0,25,1,Billund,26434,302803.1
0530,2017,1,0,26,1,Billund,26481,315637.2
0530,2018,17,1,42,16,Billund,26482,318809.0
0530,2019,1,0,43,1,Billund,26629,325489.0
0530,2020,0,0,43,0,Billund,26608,338185.3
0530,2021,1,0,44,1,Billund,26551,349005.0
0530,2022,3,3,44,0,Billund,26631,329825.3
0530,2023,1,1,44,0,Billund,27021,470346.1
0530,2024,3,0,47,3,Billund,27119,340247.8
0540,2008,3,2,30,1,Sønderborg,76913,255951.1
0540,2009,2,1,31,1,Sønderborg,76793,241336.6
0540,2010,3,4,30,-1,Sønderborg,76439,274436.3
0540,2011,6,1,35,5,Sønderborg,76193,270223.9
0540,2012,0,5,30,-5,Sønderborg,76094,273093.8
0540,2013,5,3,32,2,Sønderborg,75732,273538.4
0540,2014,3,3,32,0,Sønderborg,75264,279176.5
0540,2015,2,1,33,1,Sønderborg,74937,281927.3
0540,2016,1,4,30,-3,Sønderborg,74737,285889.4
0540,2017,1,1,30,0,Sønderborg,74801,293328.8
0540,2018,0,1,29,-1,Sønderborg,74650,297512.1
0540,2019,5,0,34,5,Sønderborg,74561,304918.1
0540,2020,0,2,32,-2,Sønderborg,74220,315785.2
0540,2021,2,0,34,2,Sønderborg,73831,323976.9
0540,2022,1,0,35,1,Sønderborg,73711,302168.4
0540,2023,2,0,37,2,Sønderborg,74380,301012.0
0540,2024,4,3,38,1,Sønderborg,74233,303212.6
0550,2008,0,4,21,-4,Tønder,40367,238241.1
0550,2009,3,0,24,3,Tønder,40216,240582.3
0550,2010,1,3,22,-2,Tønder,39710,255187.7
0550,2011,0,0,22,0,Tønder,39464,255409.4
0550,2012,3,2,23,1,Tønder,39083,251920.5
0550,2013,2,3,22,-1,Tønder,38686,260041.4
0550,2014,1,2,21,-1,Tønder,38316,261494.2
0550,2015,0,2,19,-2,Tønder,38010,267346.4
0550,2016,1,2,18,-1,Tønder,37904,269805.4
0550,2017,2,0,20,2,Tønder,37928,283441.0
0550,2018,0,0,20,0,Tønder,37777,282026.4
0550,2019,3,0,23,3,Tønder,37587,295612.9
0550,2020,0,1,22,-1,Tønder,37366,304925.3
0550,2021,0,1,21,-1,Tønder,37050,311598.4
0550,2022,0,2,19,-2,Tønder,36849,302705.8
0550,2023,0,1,18,-1,Tønder,36878,292332.6
0550,2024,1,0,19,1,Tønder,36651,296111.6
0561,2008,5,3,49,2,Esbjerg,114244,264644.4
0561,2009,4,1,52,3,Esbjerg,114595,268033.8
0561,2010,3,7,48,-4,Esbjerg,115114,283897.8
0561,2011,6,1,53,5,Esbjerg,115184,281603.4
0561,2012,7,4,56,3,Esbjerg,115112,282956.5
0561,2013,4,11,49,-7,Esbjerg,115051,288054.5
0561,2014,5,6,48,-1,Esbjerg,115095,292172.9
0561,2015,4,2,50,2,Esbjerg,115446,294492.4
0561,2016,3,3,50,0,Esbjerg,115748,297953.8
0561,2017,6,2,54,4,Esbjerg,115905,303022.1
0561,2018,2,1,55,1,Esbjerg,116032,307663.4
0561,2019,6,0,61,6,Esbjerg,115652,314821.4
0561,2020,3,1,63,2,Esbjerg,115483,325715.0
0561,2021,14,2,75,12,Esbjerg,115579,337030.9
0561,2022,4,2,77,2,Esbjerg,115459,314261.5
0561,2023,10,3,84,7,Esbjerg,115758,315684.3
0561,2024,6,2,88,4,Esbjerg,115423,323331.0
0563,2008,0,0,3,0,Fanø,3192,292258.5
0563,2009,0,0,3,0,Fanø,3207,300677.9
0563,2010,0,0,3,0,Fanø,3219,315099.3
0563,2011,0,0,3,0,Fanø,3213,316472.1
0563,2012,0,0,3,0,Fanø,3251,314155.8
0563,2013,0,1,2,-1,Fanø,3237,320130.5
0563,2014,0,0,2,0,Fanø,3264,324844.4
0563,2015,0,0,2,0,Fanø,3263,326286.2
0563,2016,0,0,2,0,Fanø,3290,324935.4
0563,2017,0,0,2,0,Fanø,3345,330208.5
0563,2018,0,0,2,0,Fanø,3401,332785.8
0563,2019,0,0,2,0,Fanø,3404,334237.2
0563,2020,0,0,2,0,Fanø,3488,347987.5
0563,2021,0,0,2,0,Fanø,3456,362087.6
0563,2022,0,0,2,0,Fanø,3427,329757.6
0563,2023,0,0,2,0,Fanø,3426,326442.9
0563,2024,0,0,2,0,Fanø,3357,327402.2
0573,2008,1,3,32,-2,Varde,50125,254883.8
0573,2009,4,2,34,2,Varde,50475,256606.1
0573,2010,1,3,32,-2,Varde,50378,272523.8
0573,2011,3,1,34,2,Varde,50351,275157.2
0573,2012,6,3,37,3,Varde,50193,278403.9
0573,2013,2,4,35,-2,Varde,49969,291921.9
0573,2014,4,2,37,2,Varde,49958,285738.6
0573,2015,3,6,34,-3,Varde,50122,289915.7
0573,2016,0,1,33,-1,Varde,50289,291300.2
0573,2017,0,0,33,0,Varde,50452,300389.0
0573,2018,0,0,33,0,Varde,50301,301760.0
0573,2019,1,1,33,0,Varde,50129,311860.0
0573,2020,2,1,34,1,Varde,49961,325725.0
0573,2021,4,0,38,4,Varde,49628,335684.6
0573,2022,6,3,41,3,Varde,49664,316361.9
0573,2023,0,1,40,-1,Varde,49995,312785.4
0573,2024,1,0,41,1,Varde,49798,319694.8
0575,2008,0,1,19,-1,Vejen,42447,248303.8
0575,2009,0,1,18,-1,Vejen,42807,250406.5
0575,2010,1,2,17,-1,Vejen,42768,269691.1
0575,2011,0,0,17,0,Vejen,42683,265104.7
0575,2012,0,1,16,-1,Vejen,42785,271976.6
0575,2013,2,4,14,-2,Vejen,42700,280782.1
0575,2014,0,0,14,0,Vejen,42667,279393.0
0575,2015,0,0,14,0,Vejen,42601,287492.4
0575,2016,3,0,17,3,Vejen,42869,287061.2
0575,2017,0,0,17,0,Vejen,42822,298562.5
0575,2018,1,0,18,1,Vejen,42844,302841.7
0575,2019,0,0,18,0,Vejen,42863,310798.8
0575,2020,1,1,18,0,Vejen,42742,323541.3
0575,2021,0,1,17,-1,Vejen,42790,333588.0
0575,2022,0,0,17,0,Vejen,42596,314233.6
0575,2023,1,3,15,-2,Vejen,42924,446462.0
0575,2024,0,1,14,-1,Vejen,42800,435085.3
0580,2008,3,3,29,0,Aabenraa,60189,257029.5
0580,2009,4,1,32,3,Aabenraa,60392,255130.2
0580,2010,2,4,30,-2,Aabenraa,59978,271481.9
0580,2011,1,2,29,-1,Aabenraa,59795,268613.8
0580,2012,1,3,27,-2,Aabenraa,59600,268157.0
0580,2013,2,2,27,0,Aabenraa,59208,271096.6
0580,2014,4,3,28,1,Aabenraa,58970,272634.0
0580,2015,2,2,28,0,Aabenraa,58904,278115.4
0580,2016,2,2,28,0,Aabenraa,58869,282946.2
0580,2017,3,0,31,3,Aabenraa,59003,291382.8
0580,2018,3,1,33,2,Aabenraa,59089,293698.9
0580,2019,4,1,36,3,Aabenraa,59035,301420.3
0580,2020,5,0,41,5,Aabenraa,58761,313457.1
0580,2021,0,1,40,-1,Aabenraa,58526,320495.0
0580,2022,5,3,42,2,Aabenraa,58693,303108.0
0580,2023,1,1,42,0,Aabenraa,59002,300251.8
0580,2024,1,1,42,0,Aabenraa,58657,307494.2
0607,2008,2,1,24,1,Fredericia,49463,266410.1
0607,2009,1,1,24,0,Fredericia,49690,270622.0
0607,2010,1,0,25,1,Fredericia,49849,285253.8
0607,2011,4,2,27,2,Fredericia,50104,277147.3
0607,2012,4,1,30,3,Fredericia,50193,276420.1
0607,2013,2,2,30,0,Fredericia,50374,280650.4
0607,2014,7,1,36,6,Fredericia,50324,285284.0
0607,2015,2,4,34,-2,Fredericia,50429,291239.0
0607,2016,0,0,34,0,Fredericia,50689,301314.6
0607,2017,1,0,35,1,Fredericia,50868,298954.1
0607,2018,2,1,36,1,Fredericia,51326,303118.1
0607,2019,6,2,40,4,Fredericia,51427,310494.0
0607,2020,2,2,40,0,Fredericia,51377,322506.4
0607,2021,4,3,41,1,Fredericia,51275,331178.2
0607,2022,4,4,41,0,Fredericia,51606,309869.3
0607,2023,2,4,39,-2,Fredericia,52173,310308.3
0607,2024,2,0,41,2,Fredericia,52485,315741.3
0615,2008,2,2,29,0,Horsens,80102,257656.6
0615,2009,5,0,34,5,Horsens,81565,267039.1
0615,2010,5,6,33,-1,Horsens,81957,281419.7
0615,2011,5,2,36,3,Horsens,82835,280775.7
0615,2012,4,2,38,2,Horsens,83598,281821.9
0615,2013,1,3,36,-2,Horsens,84871,287600.8
0615,2014,1,3,34,-2,Horsens,85662,292785.5
0615,2015,7,4,37,3,Horsens,86361,296383.8
0615,2016,1,7,31,-6,Horsens,87736,301691.5
0615,2017,1,4,28,-3,Horsens,89030,307857.2
0615,2018,7,0,35,7,Horsens,89598,314678.7
0615,2019,4,0,39,4,Horsens,90370,322439.5
0615,2020,2,0,41,2,Horsens,90966,335185.2
0615,2021,0,1,40,-1,Horsens,92229,342369.0
0615,2022,3,0,43,3,Horsens,94443,317332.4
0615,2023,3,2,44,1,Horsens,96480,313351.6
0615,2024,5,3,46,2,Horsens,97392,318154.7
0621,2008,2,0,42,2,Kolding,87781,273249.2
0621,2009,0,1,41,-1,Kolding,88519,273198.7
0621,2010,4,3,42,1,Kolding,89071,291614.0
0621,2011,6,2,46,4,Kolding,89210,289158.2
0621,2012,2,3,45,-1,Kolding,89412,289575.5
0621,2013,1,5,41,-4,Kolding,89556,291997.6
0621,2014,1,2,40,-1,Kolding,90066,297659.6
0621,2015,5,2,43,3,Kolding,90794,303707.7
0621,2016,3,5,41,-2,Kolding,91695,308719.4
0621,2017,2,1,42,1,Kolding,92282,314652.4
0621,2018,7,1,48,6,Kolding,92515,320017.9
0621,2019,6,1,53,5,Kolding,92893,326369.3
0621,2020,5,0,58,5,Kolding,93175,343058.1
0621,2021,1,4,55,-3,Kolding,93161,351296.1
0621,2022,8,2,61,6,Kolding,93544,324972.3
0621,2023,6,1,66,5,Kolding,94528,324146.7
0621,2024,5,2,69,3,Kolding,94932,325982.3
0630,2008,6,1,44,5,Vejle,104933,275221.2
0630,2009,2,5,41,-3,Vejle,105884,278518.6
0630,2010,1,4,38,-3,Vejle,106383,299129.6
0630,2011,7,2,43,5,Vejle,107218,293405.7
0630,2012,5,1,47,4,Vejle,108021,295089.2
0630,2013,1,4,44,-3,Vejle,108826,298810.1
0630,2014,0,6,38,-6,Vejle,109652,302349.6
0630,2015,2,2,38,0,Vejle,110471,313367.9
0630,2016,4,0,42,4,Vejle,111743,317539.4
0630,2017,4,2,44,2,Vejle,113243,324963.5
0630,2018,8,6,46,2,Vejle,114140,329475.8
0630,2019,3,0,49,3,Vejle,114830,339777.4
0630,2020,3,1,51,2,Vejle,115748,353754.6
0630,2021,4,3,52,1,Vejle,116992,365053.2
0630,2022,4,1,55,3,Vejle,119060,337829.9
0630,2023,4,0,59,4,Vejle,120949,337932.3
0630,2024,8,2,65,6,Vejle,121696,344066.4
0657,2008,4,1,32,3,Herning,84208,261779.9
0657,2009,2,1,33,1,Herning,85217,265549.5
0657,2010,6,3,36,3,Herning,85548,284683.4
0657,2011,6,5,37,1,Herning,85852,289345.7
0657,2012,2,2,37,0,Herning,86348,283836.2
0657,2013,2,3,36,-1,Herning,86595,288575.2
0657,2014,1,1,36,0,Herning,86842,293652.8
0657,2015,3,1,38,2,Herning,86864,297004.4
0657,2016,2,3,37,-1,Herning,87593,302842.5
0657,2017,4,1,40,3,Herning,88386,310403.6
0657,2018,2,0,42,2,Herning,88733,315068.9
0657,2019,5,0,47,5,Herning,88917,322564.2
0657,2020,2,1,48,1,Herning,89127,338280.2
0657,2021,4,3,49,1,Herning,89238,345685.1
0657,2022,4,4,49,0,Herning,89230,324480.6
0657,2023,5,0,54,5,Herning,89952,320660.0
0657,2024,2,2,54,0,Herning,89848,322954.2
0661,2008,3,1,31,2,Holstebro,57020,261502.3
0661,2009,3,0,34,3,Holstebro,57267,263378.6
0661,2010,4,4,34,0,Holstebro,57056,282475.3
0661,2011,4,1,37,3,Holstebro,57161,283645.6
0661,2012,2,3,36,-1,Holstebro,57153,286234.6
0661,2013,2,4,34,-2,Holstebro,57254,294651.5
0661,2014,1,3,32,-2,Holstebro,57338,292785.3
0661,2015,2,3,31,-1,Holstebro,57494,297164.9
0661,2016,0,2,29,-2,Holstebro,57661,297205.5
0661,2017,3,1,31,2,Holstebro,58125,304618.3
0661,2018,1,0,32,1,Holstebro,58418,307229.9
0661,2019,2,0,34,2,Holstebro,58504,315326.1
0661,2020,2,1,35,1,Holstebro,58591,328647.4
0661,2021,1,1,35,0,Holstebro,58662,343892.1
0661,2022,4,2,37,2,Holstebro,58553,317852.6
0661,2023,1,0,38,1,Holstebro,58978,314262.1
0661,2024,5,0,43,5,Holstebro,59016,317795.8
0665,2008,0,0,10,0,Lemvig,22067,252728.9
0665,2009,1,0,11,1,Lemvig,21946,251545.7
0665,2010,0,1,10,-1,Lemvig,21790,278759.0
0665,2011,0,0,10,0,Lemvig,21554,279019.6
0665,2012,2,0,12,2,Lemvig,21384,276746.5
0665,2013,0,1,11,-1,Lemvig,21223,293116.3
0665,2014,0,0,11,0,Lemvig,20933,287760.4
0665,2015,0,0,11,0,Lemvig,20657,294850.0
0665,2016,0,1,10,-1,Lemvig,20399,306460.6
0665,2017,0,0,10,0,Lemvig,20291,311687.3
0665,2018,0,0,10,0,Lemvig,20133,303170.3
0665,2019,0,0,10,0,Lemvig,19998,321009.4
0665,2020,0,0,10,0,Lemvig,19722,338161.4
0665,2021,0,1,9,-1,Lemvig,19607,347078.3
0665,2022,0,0,9,0,Lemvig,19398,322411.5
0665,2023,1,0,10,1,Lemvig,19371,326494.1
0665,2024,1,0,11,1,Lemvig,19110,327758.8
0671,2008,1,0,11,1,Struer,22672,262397.3
0671,2009,0,1,10,-1,Struer,22642,261091.2
0671,2010,0,0,10,0,Struer,22483,274913.0
0671,2011,2,0,12,2,Struer,22190,274569.2
0671,2012,2,0,14,2,Struer,22098,276453.4
0671,2013,0,0,14,0,Struer,21846,279785.0
0671,2014,0,1,13,-1,Struer,21533,277297.0
0671,2015,0,0,13,0,Struer,21439,281927.0
0671,2016,0,0,13,0,Struer,21474,284212.8
0671,2017,1,2,12,-1,Struer,21347,290216.1
0671,2018,0,0,12,0,Struer,21270,294884.9
0671,2019,0,0,12,0,Struer,21143,303821.0
0671,2020,1,0,13,1,Struer,21036,313846.7
0671,2021,0,1,12,-1,Struer,20808,324913.6
0671,2022,1,0,13,1,Struer,20802,305305.1
0671,2023,1,1,13,0,Struer,20794,300102.0
0671,2024,0,1,12,-1,Struer,20594,302498.1
0706,2008,1,2,12,-1,Syddjurs,41281,271064.7
0706,2009,1,0,13,1,Syddjurs,41314,270661.4
0706,2010,2,1,14,1,Syddjurs,41392,285725.8
0706,2011,0,1,13,-1,Syddjurs,41734,286610.0
0706,2012,0,1,12,-1,Syddjurs,41815,289945.3
0706,2013,0,2,10,-2,Syddjurs,41894,301274.0
0706,2014,0,1,9,-1,Syddjurs,41719,298667.5
0706,2015,0,0,9,0,Syddjurs,41652,305225.0
0706,2016,0,2,7,-2,Syddjurs,41889,311837.8
0706,2017,1,0,8,1,Syddjurs,42021,316893.3
0706,2018,1,0,9,1,Syddjurs,42468,317839.7
0706,2019,0,1,8,-1,Syddjurs,42768,329113.3
0706,2020,1,1,8,0,Syddjurs,42962,342528.4
0706,2021,0,1,7,-1,Syddjurs,43168,358618.8
0706,2022,0,0,7,0,Syddjurs,43596,322374.1
0706,2023,1,1,7,0,Syddjurs,44207,319244.1
0706,2024,0,1,6,-1,Syddjurs,44076,322128.7
0707,2008,0,1,19,-1,Norddjurs,38581,247304.0
0707,2009,0,0,19,0,Norddjurs,38390,249497.2
0707,2010,1,0,20,1,Norddjurs,38148,265011.2
0707,2011,0,0,20,0,Norddjurs,38029,264536.8
0707,2012,1,0,21,1,Norddjurs,37876,263388.2
0707,2013,1,2,20,-1,Norddjurs,38035,267437.7
0707,2014,2,1,21,1,Norddjurs,37925,271045.6
0707,2015,0,0,21,0,Norddjurs,37898,275262.7
0707,2016,0,0,21,0,Norddjurs,38144,276714.5
0707,2017,1,0,22,1,Norddjurs,38099,281841.8
0707,2018,1,0,23,1,Norddjurs,38197,285486.3
0707,2019,3,2,24,1,Norddjurs,37680,291363.0
0707,2020,0,0,24,0,Norddjurs,37089,305585.0
0707,2021,0,1,23,-1,Norddjurs,36943,310965.9
0707,2022,3,1,25,2,Norddjurs,36921,295204.1
0707,2023,0,1,24,-1,Norddjurs,36978,291934.8
0707,2024,1,3,22,-2,Norddjurs,36773,294305.7
0710,2008,0,1,12,-1,Favrskov,45604,276296.8
0710,2009,2,0,14,2,Favrskov,46248,279696.5
0710,2010,1,2,13,-1,Favrskov,46529,300312.5
0710,2011,1,3,11,-2,Favrskov,46894,299104.3
0710,2012,6,2,15,4,Favrskov,47117,300568.9
0710,2013,0,0,15,0,Favrskov,47156,307793.6
0710,2014,0,0,15,0,Favrskov,47163,312782.0
0710,2015,0,0,15,0,Favrskov,47523,317516.7
0710,2016,1,1,15,0,Favrskov,47655,324378.9
0710,2017,0,0,15,0,Favrskov,47915,330394.1
0710,2018,1,0,16,1,Favrskov,48271,336580.2
0710,2019,0,0,16,0,Favrskov,48374,344211.2
0710,2020,0,0,16,0,Favrskov,48397,360690.6
0710,2021,2,1,17,1,Favrskov,48381,370399.9
0710,2022,2,0,19,2,Favrskov,48880,345054.6
0710,2023,0,5,14,-5,Favrskov,49408,342524.3
0710,2024,1,1,14,0,Favrskov,49377,340693.6
0727,2008,1,1,7,0,Odder,21562,272119.0
0727,2009,0,0,7,0,Odder,21593,283612.5
0727,2010,2,1,8,1,Odder,21721,301148.6
0727,2011,0,1,7,-1,Odder,21852,299406.3
0727,2012,1,0,8,1,Odder,21749,301710.4
0727,2013,0,0,8,0,Odder,21800,307588.1
0727,2014,0,0,8,0,Odder,21773,311734.3
0727,2015,0,0,8,0,Odder,21928,313847.6
0727,2016,0,0,8,0,Odder,22131,320494.6
0727,2017,1,0,9,1,Odder,22331,324107.9
0727,2018,0,0,9,0,Odder,22626,328592.2
0727,2019,0,0,9,0,Odder,22675,339299.0
0727,2020,0,0,9,0,Odder,22844,355514.1
0727,2021,1,0,10,1,Odder,22979,360535.4
0727,2022,0,0,10,0,Odder,23304,335137.3
0727,2023,0,1,9,-1,Odder,23626,335107.6
0727,2024,0,0,9,0,Odder,23896,329459.5
0730,2008,3,0,40,3,Randers,93644,254960.3
0730,2009,2,1,41,1,Randers,94221,257947.5
0730,2010,3,6,38,-3,Randers,94750,271986.8
0730,2011,5,3,40,2,Randers,95318,269499.9
0730,2012,3,2,41,1,Randers,95756,269430.4
0730,2013,2,3,40,-1,Randers,96007,273025.3
0730,2014,3,3,40,0,Randers,96343,275689.0
0730,2015,1,0,41,1,Randers,96800,281543.2
0730,2016,2,3,40,-1,Randers,97520,285482.2
0730,2017,4,1,43,3,Randers,98118,289539.9
0730,2018,1,2,42,-1,Randers,98265,295683.8
0730,2019,3,0,45,3,Randers,97909,302460.5
0730,2020,1,0,46,1,Randers,97805,316140.3
0730,2021,3,2,47,1,Randers,98190,321618.8
0730,2022,2,1,48,1,Randers,98988,303094.1
0730,2023,2,0,50,2,Randers,99931,299968.0
0730,2024,3,1,52,2,Randers,99974,302443.4
0740,2008,3,3,29,0,Silkeborg,87371,277439.6
0740,2009,2,1,30,1,Silkeborg,88016,284643.7
0740,2010,4,4,30,0,Silkeborg,88481,294683.2
0740,2011,1,5,26,-4,Silkeborg,88913,286254.7
0740,2012,3,1,28,2,Silkeborg,89328,295421.7
0740,2013,1,3,26,-2,Silkeborg,89346,300112.8
0740,2014,3,0,29,3,Silkeborg,89633,289049.8
0740,2015,1,1,29,0,Silkeborg,90016,313917.1
0740,2016,2,3,28,-1,Silkeborg,90719,327348.1
0740,2017,2,1,29,1,Silkeborg,91237,328303.7
0740,2018,2,0,31,2,Silkeborg,92024,333901.9
0740,2019,6,2,35,4,Silkeborg,93054,340331.1
0740,2020,0,0,35,0,Silkeborg,94026,356978.3
0740,2021,0,2,33,-2,Silkeborg,95488,367735.7
0740,2022,1,0,34,1,Silkeborg,97358,342942.1
0740,2023,3,1,36,2,Silkeborg,99400,341083.3
0740,2024,4,1,39,3,Silkeborg,100747,342905.3
0741,2008,0,0,4,0,Samsø,4085,236937.3
0741,2009,0,0,4,0,Samsø,4003,243492.4
0741,2010,0,0,4,0,Samsø,4010,249425.2
0741,2011,1,0,5,1,Samsø,3885,253399.7
0741,2012,0,0,5,0,Samsø,3889,260443.7
