KommuneCode,year,openings,closings,active,net_change,KommuneName,population,average_income
0741,2013,0,1,4,-1,Samsø,3806,266632.9
0741,2014,0,0,4,0,Samsø,3767,268025.2
0741,2015,0,0,4,0,Samsø,3733,279886.5
0741,2016,0,0,4,0,Samsø,3710,271005.5
0741,2017,0,0,4,0,Samsø,3724,281993.6
0741,2018,0,0,4,0,Samsø,3720,285091.0
0741,2019,0,0,4,0,Samsø,3684,298675.3
0741,2020,0,0,4,0,Samsø,3657,315375.4
0741,2021,0,1,3,-1,Samsø,3682,322101.1
0741,2022,0,0,3,0,Samsø,3716,289846.2
0741,2023,0,0,3,0,Samsø,3775,288691.2
0741,2024,0,0,3,0,Samsø,3694,288588.3
0746,2008,1,1,20,0,Skanderborg,56044,290880.8
0746,2009,0,1,19,-1,Skanderborg,56636,295319.2
0746,2010,0,0,19,0,Skanderborg,57303,316866.8
0746,2011,1,1,19,0,Skanderborg,57717,317831.4
0746,2012,3,1,21,2,Skanderborg,58008,320062.3
0746,2013,2,1,22,1,Skanderborg,58094,326357.8
0746,2014,2,1,23,1,Skanderborg,58176,334349.3
0746,2015,3,1,25,2,Skanderborg,58782,339679.2
0746,2016,2,1,26,1,Skanderborg,59481,346348.9
0746,2017,3,0,29,3,Skanderborg,60401,350732.0
0746,2018,0,0,29,0,Skanderborg,61158,357869.6
0746,2019,3,2,30,1,Skanderborg,61974,367540.9
0746,2020,0,0,30,0,Skanderborg,62678,386874.6
0746,2021,1,0,31,1,Skanderborg,63390,395558.8
0746,2022,3,1,33,2,Skanderborg,64318,365597.7
0746,2023,0,0,33,0,Skanderborg,65138,362555.3
0746,2024,1,2,32,-1,Skanderborg,65205,364168.1
0751,2008,9,1,119,8,Aarhus,298538,263665.4
0751,2009,7,2,124,5,Aarhus,302618,268756.0
0751,2010,12,9,127,3,Aarhus,306650,286651.0
0751,2011,7,14,120,-7,Aarhus,310956,284411.9
0751,2012,15,11,124,4,Aarhus,314545,283587.4
0751,2013,7,7,124,0,Aarhus,319094,291566.9
0751,2014,8,8,124,0,Aarhus,323893,296621.9
0751,2015,17,13,128,4,Aarhus,326246,308363.8
0751,2016,11,6,133,5,Aarhus,330639,308387.6
0751,2017,12,4,141,8,Aarhus,335684,316450.8
0751,2018,10,4,147,6,Aarhus,340421,320799.6
0751,2019,21,4,164,17,Aarhus,345332,325673.0
0751,2020,26,5,185,21,Aarhus,349983,339017.5
0751,2021,19,15,189,4,Aarhus,352751,349004.4
0751,2022,15,11,193,4,Aarhus,355238,324203.7
0751,2023,16,11,198,5,Aarhus,361544,324531.7
0751,2024,13,9,202,4,Aarhus,367095,332076.0
0756,2008,2,2,23,0,Ikast-Brande,39893,258003.6
0756,2009,1,0,24,1,Ikast-Brande,40176,257314.8
0756,2010,0,2,22,-2,Ikast-Brande,40312,275215.2
0756,2011,0,1,21,-1,Ikast-Brande,40571,277776.6
0756,2012,1,0,22,1,Ikast-Brande,40658,276633.9
0756,2013,0,1,21,-1,Ikast-Brande,40468,285194.6
0756,2014,0,0,21,0,Ikast-Brande,40602,284564.3
0756,2015,1,2,20,-1,Ikast-Brande,40598,291797.7
0756,2016,0,1,19,-1,Ikast-Brande,40798,297157.7
0756,2017,1,1,19,0,Ikast-Brande,40981,302553.5
0756,2018,1,1,19,0,Ikast-Brande,41191,305237.7
0756,2019,0,0,19,0,Ikast-Brande,41282,321185.3
0756,2020,1,0,20,1,Ikast-Brande,41369,344539.3
0756,2021,1,0,21,1,Ikast-Brande,41473,333753.7
0756,2022,1,0,22,1,Ikast-Brande,41885,314905.9
0756,2023,3,1,24,2,Ikast-Brande,42540,307726.9
0756,2024,0,2,22,-2,Ikast-Brande,42737,315150.1
0760,2008,4,1,47,3,Ringkøbing-Skjern,58368,256467.9
0760,2009,2,0,49,2,Ringkøbing-Skjern,58803,262202.7
0760,2010,11,9,51,2,Ringkøbing-Skjern,58439,278911.9
0760,2011,1,4,48,-3,Ringkøbing-Skjern,58068,279225.5
0760,2012,17,3,62,14,Ringkøbing-Skjern,57892,282261.3
0760,2013,5,4,63,1,Ringkøbing-Skjern,57529,287276.4
0760,2014,3,3,63,0,Ringkøbing-Skjern,57093,288268.9
0760,2015,3,2,64,1,Ringkøbing-Skjern,57042,291421.9
0760,2016,2,0,66,2,Ringkøbing-Skjern,57139,292479.0
0760,2017,1,4,63,-3,Ringkøbing-Skjern,57022,304029.0
0760,2018,1,0,64,1,Ringkøbing-Skjern,57005,304785.6
0760,2019,3,1,66,2,Ringkøbing-Skjern,56930,315962.4
0760,2020,2,2,66,0,Ringkøbing-Skjern,56594,329383.0
0760,2021,2,2,66,0,Ringkøbing-Skjern,56182,339987.3
0760,2022,4,2,68,2,Ringkøbing-Skjern,56203,317101.3
0760,2023,1,1,68,0,Ringkøbing-Skjern,56348,315082.3
0760,2024,0,3,65,-3,Ringkøbing-Skjern,56218,322829.0
0766,2008,1,0,17,1,Hedensted,45561,269326.4
0766,2009,0,2,15,-2,Hedensted,45954,274862.1
0766,2010,0,4,11,-4,Hedensted,45982,289713.4
0766,2011,0,0,11,0,Hedensted,45980,284176.5
0766,2012,0,1,10,-1,Hedensted,46029,287607.4
0766,2013,1,4,7,-3,Hedensted,45868,294655.2
0766,2014,0,0,7,0,Hedensted,45715,299972.8
0766,2015,0,1,6,-1,Hedensted,46091,307714.1
0766,2016,0,0,6,0,Hedensted,46206,307768.8
0766,2017,1,1,6,0,Hedensted,46524,313704.9
0766,2018,6,0,12,6,Hedensted,46616,322698.9
0766,2019,0,0,12,0,Hedensted,46747,328400.5
0766,2020,0,0,12,0,Hedensted,46722,343367.6
0766,2021,0,0,12,0,Hedensted,46773,351152.9
0766,2022,1,0,13,1,Hedensted,47099,330673.8
0766,2023,1,0,14,1,Hedensted,47609,325179.9
0766,2024,0,0,14,0,Hedensted,47725,328193.1
0773,2008,0,1,4,-1,Morsø,22091,237987.1
0773,2009,1,0,5,1,Morsø,22098,240386.9
0773,2010,0,0,5,0,Morsø,21833,250156.9
0773,2011,0,0,5,0,Morsø,21600,255081.4
0773,2012,0,0,5,0,Morsø,21474,256490.6
0773,2013,0,0,5,0,Morsø,21189,263282.1
0773,2014,1,0,6,1,Morsø,21003,264682.0
0773,2015,0,0,6,0,Morsø,20816,268871.9
0773,2016,0,0,6,0,Morsø,20629,271035.2
0773,2017,1,0,7,1,Morsø,20665,279377.3
0773,2018,0,0,7,0,Morsø,20514,278856.6
0773,2019,0,0,7,0,Morsø,20403,294465.4
0773,2020,1,0,8,1,Morsø,20247,303684.2
0773,2021,0,0,8,0,Morsø,20066,306887.2
0773,2022,0,0,8,0,Morsø,20068,296391.9
0773,2023,1,0,9,1,Morsø,19927,290046.1
0773,2024,1,0,10,1,Morsø,19734,293899.1
0779,2008,0,1,15,-1,Skive,48356,249313.5
0779,2009,1,0,16,1,Skive,48300,255826.2
0779,2010,3,1,18,2,Skive,48137,267976.6
0779,2011,2,4,16,-2,Skive,47986,267931.4
0779,2012,0,1,15,-1,Skive,47620,269342.9
0779,2013,2,0,17,2,Skive,47291,272978.4
0779,2014,1,2,16,-1,Skive,46942,275816.0
0779,2015,0,2,14,-2,Skive,46641,281915.6
0779,2016,2,0,16,2,Skive,46639,286576.0
0779,2017,2,0,18,2,Skive,46540,293534.2
0779,2018,0,1,17,-1,Skive,46599,297358.9
0779,2019,2,1,18,1,Skive,46224,305689.0
0779,2020,1,0,19,1,Skive,45851,323425.3
0779,2021,1,1,19,0,Skive,45425,327303.5
0779,2022,3,1,21,2,Skive,45078,309416.8
0779,2023,1,1,21,0,Skive,45069,304497.9
0779,2024,1,1,21,0,Skive,44739,308711.3
0787,2008,1,0,19,1,Thisted,45549,249401.0
0787,2009,2,0,21,2,Thisted,45596,249414.7
0787,2010,3,2,22,1,Thisted,45297,263953.2
0787,2011,2,2,22,0,Thisted,45145,265389.4
0787,2012,5,1,26,4,Thisted,44908,264916.8
0787,2013,1,5,22,-4,Thisted,44494,273741.3
0787,2014,1,1,22,0,Thisted,44230,272976.1
0787,2015,0,0,22,0,Thisted,44078,279311.3
0787,2016,2,0,24,2,Thisted,43991,284988.4
0787,2017,1,0,25,1,Thisted,43826,290318.6
0787,2018,2,2,25,0,Thisted,43716,293647.3
0787,2019,4,3,26,1,Thisted,43660,304636.2
0787,2020,1,2,25,-1,Thisted,43423,316323.3
0787,2021,0,0,25,0,Thisted,43160,323837.2
0787,2022,2,1,26,1,Thisted,43089,304473.6
0787,2023,3,0,29,3,Thisted,43383,295968.1
0787,2024,1,1,29,0,Thisted,42989,299885.0
0791,2008,5,3,30,2,Viborg,92084,260953.9
0791,2009,2,0,32,2,Viborg,92823,267319.1
0791,2010,5,1,36,4,Viborg,93310,285142.5
0791,2011,3,3,36,0,Viborg,93498,282355.7
0791,2012,3,3,36,0,Viborg,93819,281907.1
0791,2013,4,5,35,-1,Viborg,94333,290282.1
0791,2014,2,0,37,2,Viborg,94486,291287.9
0791,2015,2,3,36,-1,Viborg,94985,296472.2
0791,2016,12,1,47,11,Viborg,95776,300212.2
0791,2017,5,0,52,5,Viborg,96477,309116.5
0791,2018,3,1,54,2,Viborg,96883,314124.3
0791,2019,3,1,56,2,Viborg,97113,320982.2
0791,2020,4,2,58,2,Viborg,96921,334656.1
0791,2021,5,5,58,0,Viborg,96679,343106.5
0791,2022,7,2,63,5,Viborg,96847,321876.1
0791,2023,3,5,61,-2,Viborg,97731,313857.8
0791,2024,3,0,64,3,Viborg,97472,317688.8
0810,2008,1,1,15,0,Brønderslev,35525,234175.1
0810,2009,0,0,15,0,Brønderslev,35762,246839.6
0810,2010,0,0,15,0,Brønderslev,35804,263581.2
0810,2011,0,2,13,-2,Brønderslev,35789,263851.1
0810,2012,0,1,12,-1,Brønderslev,35754,268752.9
0810,2013,0,1,11,-1,Brønderslev,35600,274780.5
0810,2014,0,0,11,0,Brønderslev,35627,275123.7
0810,2015,1,0,12,1,Brønderslev,35781,276927.6
0810,2016,3,0,15,3,Brønderslev,36047,288833.2
0810,2017,0,0,15,0,Brønderslev,36128,290194.0
0810,2018,0,0,15,0,Brønderslev,36289,290352.3
0810,2019,3,1,17,2,Brønderslev,36370,302643.0
0810,2020,1,0,18,1,Brønderslev,36304,315977.7
0810,2021,0,0,18,0,Brønderslev,36177,325639.0
0810,2022,3,1,20,2,Brønderslev,36194,303490.7
0810,2023,0,2,18,-2,Brønderslev,36540,301307.2
0810,2024,0,0,18,0,Brønderslev,36614,303320.4
0813,2008,6,2,34,4,Frederikshavn,62751,252758.7
0813,2009,4,0,38,4,Frederikshavn,62525,258510.5
0813,2010,1,2,37,-1,Frederikshavn,62007,273064.8
0813,2011,3,3,37,0,Frederikshavn,61576,273004.1
0813,2012,2,1,38,1,Frederikshavn,61158,278055.4
0813,2013,3,6,35,-3,Frederikshavn,60775,279732.9
0813,2014,2,2,35,0,Frederikshavn,60458,280163.2
0813,2015,1,3,33,-2,Frederikshavn,60377,284552.4
0813,2016,0,0,33,0,Frederikshavn,60246,288102.1
0813,2017,2,0,35,2,Frederikshavn,60356,292841.5
0813,2018,3,0,38,3,Frederikshavn,60140,294641.1
0813,2019,2,1,39,1,Frederikshavn,59987,302944.1
0813,2020,2,2,39,0,Frederikshavn,59654,313404.4
0813,2021,3,0,42,3,Frederikshavn,59039,320058.7
0813,2022,3,2,43,1,Frederikshavn,58878,301832.1
0813,2023,1,2,42,-1,Frederikshavn,58864,301154.8
0813,2024,4,0,46,4,Frederikshavn,58376,306515.0
0820,2008,0,3,15,-3,Vesthimmerlands,38277,240254.9
0820,2009,1,0,16,1,Vesthimmerlands,38495,242216.7
0820,2010,0,0,16,0,Vesthimmerlands,38106,254497.8
0820,2011,0,2,14,-2,Vesthimmerlands,37864,260465.5
0820,2012,0,1,13,-1,Vesthimmerlands,37534,260147.4
0820,2013,0,1,12,-1,Vesthimmerlands,37586,266989.5
0820,2014,1,0,13,1,Vesthimmerlands,37479,267904.3
0820,2015,0,0,13,0,Vesthimmerlands,37399,269820.1
0820,2016,1,0,14,1,Vesthimmerlands,37296,275018.6
0820,2017,0,2,12,-2,Vesthimmerlands,37285,282997.1
0820,2018,1,0,13,1,Vesthimmerlands,37277,285912.2
0820,2019,1,0,14,1,Vesthimmerlands,37121,298007.9
0820,2020,0,0,14,0,Vesthimmerlands,36727,307449.1
0820,2021,5,0,19,5,Vesthimmerlands,36362,326013.1
0820,2022,0,0,19,0,Vesthimmerlands,36326,305376.6
0820,2023,0,0,19,0,Vesthimmerlands,36431,298161.7
0820,2024,2,1,20,1,Vesthimmerlands,36012,300010.7
0825,2008,0,0,4,0,Læsø,2003,234016.5
0825,2009,0,0,4,0,Læsø,1993,238829.8
0825,2010,0,0,4,0,Læsø,1969,256663.3
0825,2011,0,0,4,0,Læsø,1949,260098.8
0825,2012,0,1,3,-1,Læsø,1897,261156.1
0825,2013,0,1,2,-1,Læsø,1839,267333.4
0825,2014,0,0,2,0,Læsø,1808,263438.4
0825,2015,0,0,2,0,Læsø,1795,265806.5
0825,2016,0,0,2,0,Læsø,1817,273267.1
0825,2017,0,0,2,0,Læsø,1793,279282.9
0825,2018,0,0,2,0,Læsø,1807,272388.8
0825,2019,1,0,3,1,Læsø,1806,284372.2
0825,2020,0,0,3,0,Læsø,1786,293083.0
0825,2021,0,1,2,-1,Læsø,1764,311287.3
0825,2022,0,0,2,0,Læsø,1769,272112.0
0825,2023,0,0,2,0,Læsø,1789,281119.6
0825,2024,0,0,2,0,Læsø,1759,284104.8
0840,2008,0,0,8,0,Rebild,28753,259341.5
0840,2009,0,0,8,0,Rebild,28900,269184.2
0840,2010,0,1,7,-1,Rebild,28852,285749.9
0840,2011,0,0,7,0,Rebild,28940,290264.4
0840,2012,0,1,6,-1,Rebild,28911,293290.0
0840,2013,1,1,6,0,Rebild,28866,301265.9
0840,2014,0,0,6,0,Rebild,28794,303750.9
0840,2015,0,1,5,-1,Rebild,28859,307355.1
0840,2016,2,1,6,1,Rebild,29149,313176.1
0840,2017,0,0,6,0,Rebild,29391,321565.8
0840,2018,1,0,7,1,Rebild,29827,328211.9
0840,2019,0,0,7,0,Rebild,29916,337933.5
0840,2020,0,0,7,0,Rebild,30113,352449.3
0840,2021,3,0,10,3,Rebild,30518,362199.6
0840,2022,0,0,10,0,Rebild,30646,343174.2
0840,2023,0,0,10,0,Rebild,30908,340816.9
0840,2024,0,1,9,-1,Rebild,30937,346581.4
0846,2008,1,2,15,-1,Mariagerfjord,42667,252837.6
0846,2009,2,0,17,2,Mariagerfjord,42762,255274.1
0846,2010,1,2,16,-1,Mariagerfjord,42604,271589.0
0846,2011,3,0,19,3,Mariagerfjord,42572,271910.7
0846,2012,1,2,18,-1,Mariagerfjord,42429,273130.3
0846,2013,1,3,16,-2,Mariagerfjord,42111,275806.4
0846,2014,0,1,15,-1,Mariagerfjord,42093,280491.5
0846,2015,0,0,15,0,Mariagerfjord,42134,283012.8
0846,2016,1,0,16,1,Mariagerfjord,42131,288829.7
0846,2017,2,0,18,2,Mariagerfjord,42066,294301.4
0846,2018,1,2,17,-1,Mariagerfjord,42125,298824.5
0846,2019,2,0,19,2,Mariagerfjord,42055,309563.0
0846,2020,0,0,19,0,Mariagerfjord,41800,322639.1
0846,2021,5,1,23,4,Mariagerfjord,41536,330033.3
0846,2022,0,1,22,-1,Mariagerfjord,41662,311959.8
0846,2023,0,1,21,-1,Mariagerfjord,41859,308437.2
0846,2024,1,0,22,1,Mariagerfjord,41762,311954.3
0849,2008,0,0,15,0,Jammerbugt,38957,247403.9
0849,2009,1,0,16,1,Jammerbugt,38990,254851.5
0849,2010,1,0,17,1,Jammerbugt,38927,270346.2
0849,2011,0,3,14,-3,Jammerbugt,38733,272563.8
0849,2012,3,1,16,2,Jammerbugt,38611,274607.4
0849,2013,1,3,14,-2,Jammerbugt,38597,281048.7
0849,2014,0,1,13,-1,Jammerbugt,38351,280881.6
0849,2015,1,0,14,1,Jammerbugt,38293,283637.4
0849,2016,0,0,14,0,Jammerbugt,38466,284817.8
0849,2017,1,0,15,1,Jammerbugt,38581,289275.8
0849,2018,0,0,15,0,Jammerbugt,38638,294715.3
0849,2019,0,0,15,0,Jammerbugt,38460,302405.9
0849,2020,0,0,15,0,Jammerbugt,38324,317336.1
0849,2021,2,1,16,1,Jammerbugt,38175,328481.6
0849,2022,6,0,22,6,Jammerbugt,38187,304298.2
0849,2023,2,1,23,1,Jammerbugt,38364,298693.9
0849,2024,1,3,21,-2,Jammerbugt,38234,301896.8
0851,2008,4,3,58,1,Aalborg,195145,257142.8
0851,2009,5,0,63,5,Aalborg,196292,262406.3
0851,2010,9,5,67,4,Aalborg,197426,276678.2
0851,2011,7,3,71,4,Aalborg,199188,273966.0
0851,2012,9,3,77,6,Aalborg,201142,273389.4
0851,2013,8,8,77,0,Aalborg,203448,277056.2
0851,2014,6,5,78,1,Aalborg,205809,280228.9
0851,2015,5,5,78,0,Aalborg,207805,285189.7
0851,2016,5,2,81,3,Aalborg,210316,289002.2
0851,2017,9,4,86,5,Aalborg,211937,294905.2
0851,2018,7,5,88,2,Aalborg,213558,299846.0
0851,2019,13,1,100,12,Aalborg,215312,304987.7
0851,2020,5,2,103,3,Aalborg,217075,318095.7
0851,2021,12,7,108,5,Aalborg,219487,325462.8
0851,2022,11,5,114,6,Aalborg,221082,305963.2
0851,2023,7,2,119,5,Aalborg,222571,306911.1
0851,2024,12,4,127,8,Aalborg,223174,314877.8
0860,2008,6,0,41,6,Hjørring,67121,246285.8
0860,2009,2,1,42,1,Hjørring,67102,249926.4
0860,2010,2,2,42,0,Hjørring,66803,265558.9
0860,2011,4,3,43,1,Hjørring,66473,269701.8
0860,2012,2,4,41,-2,Hjørring,66178,271220.8
0860,2013,2,4,39,-2,Hjørring,65767,276784.9
0860,2014,1,2,38,-1,Hjørring,65405,279110.2
0860,2015,3,2,39,1,Hjørring,65295,282557.2
0860,2016,0,2,37,-2,Hjørring,65411,286633.6
0860,2017,1,2,36,-1,Hjørring,65307,296715.1
0860,2018,2,0,38,2,Hjørring,65257,298857.1
0860,2019,4,1,41,3,Hjørring,64665,304764.5
0860,2020,1,1,41,0,Hjørring,64483,318162.2
0860,2021,4,1,44,3,Hjørring,64155,324197.4
0860,2022,6,2,48,4,Hjørring,63839,302684.1
0860,2023,7,2,53,5,Hjørring,63998,301392.1
0860,2024,2,2,53,0,Hjørring,63544,302911.5
