DECILGEN,KOMMUNEDK,PRISENHED,TID,INDHOLD
3. decil,Esbjerg,Nominelle priser,1999,108175
3. decil,Esbjerg,Nominelle priser,2000,110897
3. decil,Esbjerg,Nominelle priser,2001,114498
3. decil,Esbjerg,Nominelle priser,2002,120343
3. decil,Esbjerg,Nominelle priser,2003,123867
3. decil,Esbjerg,Nominelle priser,2004,129279
3. decil,Esbjerg,Nominelle priser,2005,132884
3. decil,Esbjerg,Nominelle priser,2006,137179
3. decil,Esbjerg,Nominelle priser,2007,140006
3. decil,Esbjerg,Nominelle priser,2008,143987
3. decil,Esbjerg,Nominelle priser,2009,147061
3. decil,Esbjerg,Nominelle priser,2010,154634
3. decil,Esbjerg,Nominelle priser,2011,156515
3. decil,Esbjerg,Nominelle priser,2012,159805
3. decil,Esbjerg,Nominelle priser,2013,162055
3. decil,Esbjerg,Nominelle priser,2014,165152
3. decil,Esbjerg,Nominelle priser,2015,167082
3. decil,Esbjerg,Nominelle priser,2016,169647
3. decil,Esbjerg,Nominelle priser,2017,173077
3. decil,Esbjerg,Nominelle priser,2018,178662
3. decil,Esbjerg,Nominelle priser,2019,182669
3. decil,Esbjerg,Nominelle priser,2020,188161
3. decil,Esbjerg,Nominelle priser,2021,194608
3. decil,Esbjerg,Nominelle priser,2022,199472
3. decil,Esbjerg,Nominelle priser,2023,206738
3. decil,Esbjerg,Nominelle priser,2024,213491
3. decil,Fanø,Faste priser (seneste dataårs prisniveau),1987,150237
3. decil,Fanø,Faste priser (seneste dataårs prisniveau),1988,156546
3. decil,Fanø,Faste priser (seneste dataårs prisniveau),1989,163050
3. decil,Fanø,Faste priser (seneste dataårs prisniveau),1990,164534
3. decil,Fanø,Faste priser (seneste dataårs prisniveau),1991,170078
3. decil,Fanø,Faste priser (seneste dataårs prisniveau),1992,168623
3. decil,Fanø,Faste priser (seneste dataårs prisniveau),1993,172084
3. decil,Fanø,Faste priser (seneste dataårs prisniveau),1994,185985
3. decil,Fanø,Faste priser (seneste dataårs prisniveau),1995,188289
3. decil,Fanø,Faste priser (seneste dataårs prisniveau),1996,187643
3. decil,Fanø,Faste priser (seneste dataårs prisniveau),1997,191144
3. decil,Fanø,Faste priser (seneste dataårs prisniveau),1998,195872
3. decil,Fanø,Faste priser (seneste dataårs prisniveau),1999,196079
3. decil,Fanø,Faste priser (seneste dataårs prisniveau),2000,193144
3. decil,Fanø,Faste priser (seneste dataårs prisniveau),2001,189859
3. decil,Fanø,Faste priser (seneste dataårs prisniveau),2002,197548
3. decil,Fanø,Faste priser (seneste dataårs prisniveau),2003,197300
3. decil,Fanø,Faste priser (seneste dataårs prisniveau),2004,209771
3. decil,Fanø,Faste priser (seneste dataårs prisniveau),2005,205618
3. decil,Fanø,Faste priser (seneste dataårs prisniveau),2006,205538
3. decil,Fanø,Faste priser (seneste dataårs prisniveau),2007,210960
3. decil,Fanø,Faste priser (seneste dataårs prisniveau),2008,204034
3. decil,Fanø,Faste priser (seneste dataårs prisniveau),2009,208887
3. decil,Fanø,Faste priser (seneste dataårs prisniveau),2010,216590
3. decil,Fanø,Faste priser (seneste dataårs prisniveau),2011,217373
3. decil,Fanø,Faste priser (seneste dataårs prisniveau),2012,213723
3. decil,Fanø,Faste priser (seneste dataårs prisniveau),2013,216907
3. decil,Fanø,Faste priser (seneste dataårs prisniveau),2014,221037
3. decil,Fanø,Faste priser (seneste dataårs prisniveau),2015,222415
3. decil,Fanø,Faste priser (seneste dataårs prisniveau),2016,223010
3. decil,Fanø,Faste priser (seneste dataårs prisniveau),2017,223385
3. decil,Fanø,Faste priser (seneste dataårs prisniveau),2018,226962
3. decil,Fanø,Faste priser (seneste dataårs prisniveau),2019,232372
3. decil,Fanø,Faste priser (seneste dataårs prisniveau),2020,240271
3. decil,Fanø,Faste priser (seneste dataårs prisniveau),2021,244102
3. decil,Fanø,Faste priser (seneste dataårs prisniveau),2022,232020
3. decil,Fanø,Faste priser (seneste dataårs prisniveau),2023,226048
3. decil,Fanø,Faste priser (seneste dataårs prisniveau),2024,224909
3. decil,Fanø,Nominelle priser,1987,69394
3. decil,Fanø,Nominelle priser,1988,75577
3. decil,Fanø,Nominelle priser,1989,82481
3. decil,Fanø,Nominelle priser,1990,85422
3. decil,Fanø,Nominelle priser,1991,90419
3. decil,Fanø,Nominelle priser,1992,91540
3. decil,Fanø,Nominelle priser,1993,94575
3. decil,Fanø,Nominelle priser,1994,104259
3. decil,Fanø,Nominelle priser,1995,107758
3. decil,Fanø,Nominelle priser,1996,109657
3. decil,Fanø,Nominelle priser,1997,114154
3. decil,Fanø,Nominelle priser,1998,119131
3. decil,Fanø,Nominelle priser,1999,122226
3. decil,Fanø,Nominelle priser,2000,123911
3. decil,Fanø,Nominelle priser,2001,124679
3. decil,Fanø,Nominelle priser,2002,132865
3. decil,Fanø,Nominelle priser,2003,135469
3. decil,Fanø,Nominelle priser,2004,145697
3. decil,Fanø,Nominelle priser,2005,145399
3. decil,Fanø,Nominelle priser,2006,148104
3. decil,Fanø,Nominelle priser,2007,154613
3. decil,Fanø,Nominelle priser,2008,154620
3. decil,Fanø,Nominelle priser,2009,160390
3. decil,Fanø,Nominelle priser,2010,170140
3. decil,Fanø,Nominelle priser,2011,175454
3. decil,Fanø,Nominelle priser,2012,176658
3. decil,Fanø,Nominelle priser,2013,180694
3. decil,Fanø,Nominelle priser,2014,185187
3. decil,Fanø,Nominelle priser,2015,187184
3. decil,Fanø,Nominelle priser,2016,188175
3. decil,Fanø,Nominelle priser,2017,190647
3. decil,Fanø,Nominelle priser,2018,195279
3. decil,Fanø,Nominelle priser,2019,201438
3. decil,Fanø,Nominelle priser,2020,209166
3. decil,Fanø,Nominelle priser,2021,216436
3. decil,Fanø,Nominelle priser,2022,221564
3. decil,Fanø,Nominelle priser,2023,222984
3. decil,Fanø,Nominelle priser,2024,224909
3. decil,Fredericia,Faste priser (seneste dataårs prisniveau),1987,155760
3. decil,Fredericia,Faste priser (seneste dataårs prisniveau),1988,157585
3. decil,Fredericia,Faste priser (seneste dataårs prisniveau),1989,158500
3. decil,Fredericia,Faste priser (seneste dataårs prisniveau),1990,159677
3. decil,Fredericia,Faste priser (seneste dataårs prisniveau),1991,161369
3. decil,Fredericia,Faste priser (seneste dataårs prisniveau),1992,161944
3. decil,Fredericia,Faste priser (seneste dataårs prisniveau),1993,163358
3. decil,Fredericia,Faste priser (seneste dataårs prisniveau),1994,171031
3. decil,Fredericia,Faste priser (seneste dataårs prisniveau),1995,174045
3. decil,Fredericia,Faste priser (seneste dataårs prisniveau),1996,175728
3. decil,Fredericia,Faste priser (seneste dataårs prisniveau),1997,176240
3. decil,Fredericia,Faste priser (seneste dataårs prisniveau),1998,179437
3. decil,Fredericia,Faste priser (seneste dataårs prisniveau),1999,179725
3. decil,Fredericia,Faste priser (seneste dataårs prisniveau),2000,179495
3. decil,Fredericia,Faste priser (seneste dataårs prisniveau),2001,181199
3. decil,Fredericia,Faste priser (seneste dataårs prisniveau),2002,185683
3. decil,Fredericia,Faste priser (seneste dataårs prisniveau),2003,186289
3. decil,Fredericia,Faste priser (seneste dataårs prisniveau),2004,190668
3. decil,Fredericia,Faste priser (seneste dataårs prisniveau),2005,193329
3. decil,Fredericia,Faste priser (seneste dataårs prisniveau),2006,196254
3. decil,Fredericia,Faste priser (seneste dataårs prisniveau),2007,199134
3. decil,Fredericia,Faste priser (seneste dataårs prisniveau),2008,196298
3. decil,Fredericia,Faste priser (seneste dataårs prisniveau),2009,196281
3. decil,Fredericia,Faste priser (seneste dataårs prisniveau),2010,200793
3. decil,Fredericia,Faste priser (seneste dataårs prisniveau),2011,195216
3. decil,Fredericia,Faste priser (seneste dataårs prisniveau),2012,193671
3. decil,Fredericia,Faste priser (seneste dataårs prisniveau),2013,194004
3. decil,Fredericia,Faste priser (seneste dataårs prisniveau),2014,195906
3. decil,Fredericia,Faste priser (seneste dataårs prisniveau),2015,197993
3. decil,Fredericia,Faste priser (seneste dataårs prisniveau),2016,200230
3. decil,Fredericia,Faste priser (seneste dataårs prisniveau),2017,201825
3. decil,Fredericia,Faste priser (seneste dataårs prisniveau),2018,205680
3. decil,Fredericia,Faste priser (seneste dataårs prisniveau),2019,209330
3. decil,Fredericia,Faste priser (seneste dataårs prisniveau),2020,215362
3. decil,Fredericia,Faste priser (seneste dataårs prisniveau),2021,217365
3. decil,Fredericia,Faste priser (seneste dataårs prisniveau),2022,206425
3. decil,Fredericia,Faste priser (seneste dataårs prisniveau),2023,208358
3. decil,Fredericia,Faste priser (seneste dataårs prisniveau),2024,210553
3. decil,Fredericia,Nominelle priser,1987,71945
3. decil,Fredericia,Nominelle priser,1988,76079
3. decil,Fredericia,Nominelle priser,1989,80179
3. decil,Fredericia,Nominelle priser,1990,82900
3. decil,Fredericia,Nominelle priser,1991,85789
3. decil,Fredericia,Nominelle priser,1992,87914
3. decil,Fredericia,Nominelle priser,1993,89779
3. decil,Fredericia,Nominelle priser,1994,95876
3. decil,Fredericia,Nominelle priser,1995,99606
3. decil,Fredericia,Nominelle priser,1996,102694
3. decil,Fredericia,Nominelle priser,1997,105253
3. decil,Fredericia,Nominelle priser,1998,109135
3. decil,Fredericia,Nominelle priser,1999,112032
3. decil,Fredericia,Nominelle priser,2000,115155
3. decil,Fredericia,Nominelle priser,2001,118992
3. decil,Fredericia,Nominelle priser,2002,124885
3. decil,Fredericia,Nominelle priser,2003,127909
3. decil,Fredericia,Nominelle priser,2004,132429
3. decil,Fredericia,Nominelle priser,2005,136709
3. decil,Fredericia,Nominelle priser,2006,141414
3. decil,Fredericia,Nominelle priser,2007,145946
3. decil,Fredericia,Nominelle priser,2008,148758
3. decil,Fredericia,Nominelle priser,2009,150711
3. decil,Fredericia,Nominelle priser,2010,157731
3. decil,Fredericia,Nominelle priser,2011,157570
3. decil,Fredericia,Nominelle priser,2012,160084
3. decil,Fredericia,Nominelle priser,2013,161615
3. decil,Fredericia,Nominelle priser,2014,164132
3. decil,Fredericia,Nominelle priser,2015,166630
3. decil,Fredericia,Nominelle priser,2016,168953
3. decil,Fredericia,Nominelle priser,2017,172246
3. decil,Fredericia,Nominelle priser,2018,176968
3. decil,Fredericia,Nominelle priser,2019,181464
3. decil,Fredericia,Nominelle priser,2020,187482
3. decil,Fredericia,Nominelle priser,2021,192730
3. decil,Fredericia,Nominelle priser,2022,197122
3. decil,Fredericia,Nominelle priser,2023,205533
3. decil,Fredericia,Nominelle priser,2024,210553
3. decil,Haderslev,Faste priser (seneste dataårs prisniveau),1987,144063
3. decil,Haderslev,Faste priser (seneste dataårs prisniveau),1988,147361
3. decil,Haderslev,Faste priser (seneste dataårs prisniveau),1989,150027
3. decil,Haderslev,Faste priser (seneste dataårs prisniveau),1990,151230
3. decil,Haderslev,Faste priser (seneste dataårs prisniveau),1991,154092
3. decil,Haderslev,Faste priser (seneste dataårs prisniveau),1992,155432
3. decil,Haderslev,Faste priser (seneste dataårs prisniveau),1993,156940
3. decil,Haderslev,Faste priser (seneste dataårs prisniveau),1994,163574
3. decil,Haderslev,Faste priser (seneste dataårs prisniveau),1995,166456
3. decil,Haderslev,Faste priser (seneste dataårs prisniveau),1996,167942
3. decil,Haderslev,Faste priser (seneste dataårs prisniveau),1997,168268
3. decil,Haderslev,Faste priser (seneste dataårs prisniveau),1998,171021
3. decil,Haderslev,Faste priser (seneste dataårs prisniveau),1999,171480
3. decil,Haderslev,Faste priser (seneste dataårs prisniveau),2000,172550
3. decil,Haderslev,Faste priser (seneste dataårs prisniveau),2001,172079
3. decil,Haderslev,Faste priser (seneste dataårs prisniveau),2002,176923
3. decil,Haderslev,Faste priser (seneste dataårs prisniveau),2003,178355
3. decil,Haderslev,Faste priser (seneste dataårs prisniveau),2004,182951
3. decil,Haderslev,Faste priser (seneste dataårs prisniveau),2005,184923
3. decil,Haderslev,Faste priser (seneste dataårs prisniveau),2006,187350
3. decil,Haderslev,Faste priser (seneste dataårs prisniveau),2007,189424
3. decil,Haderslev,Faste priser (seneste dataårs prisniveau),2008,187481
3. decil,Haderslev,Faste priser (seneste dataårs prisniveau),2009,189861
3. decil,Haderslev,Faste priser (seneste dataårs prisniveau),2010,194312
3. decil,Haderslev,Faste priser (seneste dataårs prisniveau),2011,190171
3. decil,Haderslev,Faste priser (seneste dataårs prisniveau),2012,189235
3. decil,Haderslev,Faste priser (seneste dataårs prisniveau),2013,191207
3. decil,Haderslev,Faste priser (seneste dataårs prisniveau),2014,193511
3. decil,Haderslev,Faste priser (seneste dataårs prisniveau),2015,195066
3. decil,Haderslev,Faste priser (seneste dataårs prisniveau),2016,197877
3. decil,Haderslev,Faste priser (seneste dataårs prisniveau),2017,200060
3. decil,Haderslev,Faste priser (seneste dataårs prisniveau),2018,202865
3. decil,Haderslev,Faste priser (seneste dataårs prisniveau),2019,205601
3. decil,Haderslev,Faste priser (seneste dataårs prisniveau),2020,212093
3. decil,Haderslev,Faste priser (seneste dataårs prisniveau),2021,214954
3. decil,Haderslev,Faste priser (seneste dataårs prisniveau),2022,204827
3. decil,Haderslev,Faste priser (seneste dataårs prisniveau),2023,204189
3. decil,Haderslev,Faste priser (seneste dataårs prisniveau),2024,203798
3. decil,Haderslev,Nominelle priser,1987,66542
3. decil,Haderslev,Nominelle priser,1988,71143
3. decil,Haderslev,Nominelle priser,1989,75893
3. decil,Haderslev,Nominelle priser,1990,78515
3. decil,Haderslev,Nominelle priser,1991,81920
3. decil,Haderslev,Nominelle priser,1992,84379
3. decil,Haderslev,Nominelle priser,1993,86252
3. decil,Haderslev,Nominelle priser,1994,91696
3. decil,Haderslev,Nominelle priser,1995,95263
3. decil,Haderslev,Nominelle priser,1996,98144
3. decil,Haderslev,Nominelle priser,1997,100492
3. decil,Haderslev,Nominelle priser,1998,104016
3. decil,Haderslev,Nominelle priser,1999,106892
3. decil,Haderslev,Nominelle priser,2000,110699
3. decil,Haderslev,Nominelle priser,2001,113003
3. decil,Haderslev,Nominelle priser,2002,118993
3. decil,Haderslev,Nominelle priser,2003,122461
3. decil,Haderslev,Nominelle priser,2004,127069
3. decil,Haderslev,Nominelle priser,2005,130765
3. decil,Haderslev,Nominelle priser,2006,134998
3. decil,Haderslev,Nominelle priser,2007,138829
3. decil,Haderslev,Nominelle priser,2008,142076
3. decil,Haderslev,Nominelle priser,2009,145781
3. decil,Haderslev,Nominelle priser,2010,152640
3. decil,Haderslev,Nominelle priser,2011,153498
3. decil,Haderslev,Nominelle priser,2012,156417
3. decil,Haderslev,Nominelle priser,2013,159285
3. decil,Haderslev,Nominelle priser,2014,162126
3. decil,Haderslev,Nominelle priser,2015,164167
3. decil,Haderslev,Nominelle priser,2016,166968
3. decil,Haderslev,Nominelle priser,2017,170740
3. decil,Haderslev,Nominelle priser,2018,174546
3. decil,Haderslev,Nominelle priser,2019,178231
3. decil,Haderslev,Nominelle priser,2020,184636
3. decil,Haderslev,Nominelle priser,2021,190592
3. decil,Haderslev,Nominelle priser,2022,195596
3. decil,Haderslev,Nominelle priser,2023,201421
3. decil,Haderslev,Nominelle priser,2024,203798
3. decil,Kolding,Faste priser (seneste dataårs prisniveau),1987,147189
3. decil,Kolding,Faste priser (seneste dataårs prisniveau),1988,149741
3. decil,Kolding,Faste priser (seneste dataårs prisniveau),1989,151816
3. decil,Kolding,Faste priser (seneste dataårs prisniveau),1990,153134
3. decil,Kolding,Faste priser (seneste dataårs prisniveau),1991,156001
3. decil,Kolding,Faste priser (seneste dataårs prisniveau),1992,158236
3. decil,Kolding,Faste priser (seneste dataårs prisniveau),1993,160008
3. decil,Kolding,Faste priser (seneste dataårs prisniveau),1994,168295
3. decil,Kolding,Faste priser (seneste dataårs prisniveau),1995,171993
3. decil,Kolding,Faste priser (seneste dataårs prisniveau),1996,171803
3. decil,Kolding,Faste priser (seneste dataårs prisniveau),1997,172995
3. decil,Kolding,Faste priser (seneste dataårs prisniveau),1998,175869
3. decil,Kolding,Faste priser (seneste dataårs prisniveau),1999,176642
3. decil,Kolding,Faste priser (seneste dataårs prisniveau),2000,177106
3. decil,Kolding,Faste priser (seneste dataårs prisniveau),2001,177881
3. decil,Kolding,Faste priser (seneste dataårs prisniveau),2002,182283
3. decil,Kolding,Faste priser (seneste dataårs prisniveau),2003,183958
3. decil,Kolding,Faste priser (seneste dataårs prisniveau),2004,189617
3. decil,Kolding,Faste priser (seneste dataårs prisniveau),2005,191801
3. decil,Kolding,Faste priser (seneste dataårs prisniveau),2006,194731
3. decil,Kolding,Faste priser (seneste dataårs prisniveau),2007,197163
3. decil,Kolding,Faste priser (seneste dataårs prisniveau),2008,195522
3. decil,Kolding,Faste priser (seneste dataårs prisniveau),2009,196132
3. decil,Kolding,Faste priser (seneste dataårs prisniveau),2010,202676
3. decil,Kolding,Faste priser (seneste dataårs prisniveau),2011,200241
3. decil,Kolding,Faste priser (seneste dataårs prisniveau),2012,199234
3. decil,Kolding,Faste priser (seneste dataårs prisniveau),2013,200775
3. decil,Kolding,Faste priser (seneste dataårs prisniveau),2014,204079
3. decil,Kolding,Faste priser (seneste dataårs prisniveau),2015,206059
3. decil,Kolding,Faste priser (seneste dataårs prisniveau),2016,207973
3. decil,Kolding,Faste priser (seneste dataårs prisniveau),2017,210811
3. decil,Kolding,Faste priser (seneste dataårs prisniveau),2018,214330
3. decil,Kolding,Faste priser (seneste dataårs prisniveau),2019,218493
3. decil,Kolding,Faste priser (seneste dataårs prisniveau),2020,223255
3. decil,Kolding,Faste priser (seneste dataårs prisniveau),2021,227139
3. decil,Kolding,Faste priser (seneste dataårs prisniveau),2022,215053
3. decil,Kolding,Faste priser (seneste dataårs prisniveau),2023,214888
3. decil,Kolding,Faste priser (seneste dataårs prisniveau),2024,216496
3. decil,Kolding,Nominelle priser,1987,67986
3. decil,Kolding,Nominelle priser,1988,72292
3. decil,Kolding,Nominelle priser,1989,76798
3. decil,Kolding,Nominelle priser,1990,79503
3. decil,Kolding,Nominelle priser,1991,82935
3. decil,Kolding,Nominelle priser,1992,85901
3. decil,Kolding,Nominelle priser,1993,87938
3. decil,Kolding,Nominelle priser,1994,94342
3. decil,Kolding,Nominelle priser,1995,98432
3. decil,Kolding,Nominelle priser,1996,100400
3. decil,Kolding,Nominelle priser,1997,103315
3. decil,Kolding,Nominelle priser,1998,106965
3. decil,Kolding,Nominelle priser,1999,110110
3. decil,Kolding,Nominelle priser,2000,113622
3. decil,Kolding,Nominelle priser,2001,116813
3. decil,Kolding,Nominelle priser,2002,122598
3. decil,Kolding,Nominelle priser,2003,126308
3. decil,Kolding,Nominelle priser,2004,131699
3. decil,Kolding,Nominelle priser,2005,135629
3. decil,Kolding,Nominelle priser,2006,140317
3. decil,Kolding,Nominelle priser,2007,144501
3. decil,Kolding,Nominelle priser,2008,148170
3. decil,Kolding,Nominelle priser,2009,150596
3. decil,Kolding,Nominelle priser,2010,159210
3. decil,Kolding,Nominelle priser,2011,161626
3. decil,Kolding,Nominelle priser,2012,164682
3. decil,Kolding,Nominelle priser,2013,167255
3. decil,Kolding,Nominelle priser,2014,170980
3. decil,Kolding,Nominelle priser,2015,173419
3. decil,Kolding,Nominelle priser,2016,175487
3. decil,Kolding,Nominelle priser,2017,179915
3. decil,Kolding,Nominelle priser,2018,184411
3. decil,Kolding,Nominelle priser,2019,189407
3. decil,Kolding,Nominelle priser,2020,194353
3. decil,Kolding,Nominelle priser,2021,201396
3. decil,Kolding,Nominelle priser,2022,205361
3. decil,Kolding,Nominelle priser,2023,211975
3. decil,Kolding,Nominelle priser,2024,216496
3. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),1987,150374
3. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),1988,151411
3. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),1989,153777
3. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),1990,153812
3. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),1991,155813
3. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),1992,158709
3. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),1993,161353
3. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),1994,169063
3. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),1995,172663
3. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),1996,173000
3. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),1997,173499
3. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),1998,176756
3. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),1999,174165
3. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2000,174447
3. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2001,176303
3. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2002,178434
3. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2003,178066
3. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2004,184215
3. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2005,184647
3. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2006,186439
3. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2007,187460
3. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2008,186595
3. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2009,187183
3. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2010,192568
3. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2011,189681
3. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2012,188253
3. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2013,189772
3. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2014,192345
3. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2015,194288
3. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2016,196703
3. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2017,199417
3. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2018,203716
3. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2019,206136
3. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2020,211520
3. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2021,214170
3. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2022,204260
3. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2023,202314
3. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2024,202353
3. decil,Sønderborg,Nominelle priser,1987,69457
3. decil,Sønderborg,Nominelle priser,1988,73098
3. decil,Sønderborg,Nominelle priser,1989,77790
3. decil,Sønderborg,Nominelle priser,1990,79855
3. decil,Sønderborg,Nominelle priser,1991,82835
3. decil,Sønderborg,Nominelle priser,1992,86158
3. decil,Sønderborg,Nominelle priser,1993,88677
3. decil,Sønderborg,Nominelle priser,1994,94773
3. decil,Sønderborg,Nominelle priser,1995,98815
3. decil,Sønderborg,Nominelle priser,1996,101100
3. decil,Sønderborg,Nominelle priser,1997,103616
3. decil,Sønderborg,Nominelle priser,1998,107504
3. decil,Sønderborg,Nominelle priser,1999,108566
3. decil,Sønderborg,Nominelle priser,2000,111916
3. decil,Sønderborg,Nominelle priser,2001,115777
3. decil,Sønderborg,Nominelle priser,2002,120009
3. decil,Sønderborg,Nominelle priser,2003,122263
3. decil,Sønderborg,Nominelle priser,2004,127947
3. decil,Sønderborg,Nominelle priser,2005,130570
3. decil,Sønderborg,Nominelle priser,2006,134342
3. decil,Sønderborg,Nominelle priser,2007,137390
3. decil,Sønderborg,Nominelle priser,2008,141405
3. decil,Sønderborg,Nominelle priser,2009,143725
3. decil,Sønderborg,Nominelle priser,2010,151270
3. decil,Sønderborg,Nominelle priser,2011,153102
3. decil,Sønderborg,Nominelle priser,2012,155605
3. decil,Sønderborg,Nominelle priser,2013,158089
3. decil,Sønderborg,Nominelle priser,2014,161149
3. decil,Sønderborg,Nominelle priser,2015,163512
3. decil,Sønderborg,Nominelle priser,2016,165977
3. decil,Sønderborg,Nominelle priser,2017,170191
3. decil,Sønderborg,Nominelle priser,2018,175278
3. decil,Sønderborg,Nominelle priser,2019,178695
3. decil,Sønderborg,Nominelle priser,2020,184137
3. decil,Sønderborg,Nominelle priser,2021,189897
3. decil,Sønderborg,Nominelle priser,2022,195055
3. decil,Sønderborg,Nominelle priser,2023,199571
3. decil,Sønderborg,Nominelle priser,2024,202353
3. decil,Tønder,Faste priser (seneste dataårs prisniveau),1987,142177
3. decil,Tønder,Faste priser (seneste dataårs prisniveau),1988,144457
3. decil,Tønder,Faste priser (seneste dataårs prisniveau),1989,148446
3. decil,Tønder,Faste priser (seneste dataårs prisniveau),1990,149926
3. decil,Tønder,Faste priser (seneste dataårs prisniveau),1991,154069
3. decil,Tønder,Faste priser (seneste dataårs prisniveau),1992,154736
3. decil,Tønder,Faste priser (seneste dataårs prisniveau),1993,158061
3. decil,Tønder,Faste priser (seneste dataårs prisniveau),1994,165683
3. decil,Tønder,Faste priser (seneste dataårs prisniveau),1995,168319
3. decil,Tønder,Faste priser (seneste dataårs prisniveau),1996,167976
3. decil,Tønder,Faste priser (seneste dataårs prisniveau),1997,167253
3. decil,Tønder,Faste priser (seneste dataårs prisniveau),1998,170569
3. decil,Tønder,Faste priser (seneste dataårs prisniveau),1999,170268
3. decil,Tønder,Faste priser (seneste dataårs prisniveau),2000,170074
3. decil,Tønder,Faste priser (seneste dataårs prisniveau),2001,170115
3. decil,Tønder,Faste priser (seneste dataårs prisniveau),2002,171694
3. decil,Tønder,Faste priser (seneste dataårs prisniveau),2003,173626
3. decil,Tønder,Faste priser (seneste dataårs prisniveau),2004,178358
3. decil,Tønder,Faste priser (seneste dataårs prisniveau),2005,177510
3. decil,Tønder,Faste priser (seneste dataårs prisniveau),2006,181404
3. decil,Tønder,Faste priser (seneste dataårs prisniveau),2007,183553
3. decil,Tønder,Faste priser (seneste dataårs prisniveau),2008,178902
3. decil,Tønder,Faste priser (seneste dataårs prisniveau),2009,180541
3. decil,Tønder,Faste priser (seneste dataårs prisniveau),2010,187461
3. decil,Tønder,Faste priser (seneste dataårs prisniveau),2011,185403
3. decil,Tønder,Faste priser (seneste dataårs prisniveau),2012,184422
3. decil,Tønder,Faste priser (seneste dataårs prisniveau),2013,187090
3. decil,Tønder,Faste priser (seneste dataårs prisniveau),2014,190753
3. decil,Tønder,Faste priser (seneste dataårs prisniveau),2015,192149
3. decil,Tønder,Faste priser (seneste dataårs prisniveau),2016,193893
3. decil,Tønder,Faste priser (seneste dataårs prisniveau),2017,196915
3. decil,Tønder,Faste priser (seneste dataårs prisniveau),2018,199806
3. decil,Tønder,Faste priser (seneste dataårs prisniveau),2019,203303
3. decil,Tønder,Faste priser (seneste dataårs prisniveau),2020,208606
3. decil,Tønder,Faste priser (seneste dataårs prisniveau),2021,211042
3. decil,Tønder,Faste priser (seneste dataårs prisniveau),2022,201226
3. decil,Tønder,Faste priser (seneste dataårs prisniveau),2023,197851
3. decil,Tønder,Faste priser (seneste dataårs prisniveau),2024,197223
3. decil,Tønder,Nominelle priser,1987,65671
3. decil,Tønder,Nominelle priser,1988,69741
3. decil,Tønder,Nominelle priser,1989,75093
3. decil,Tønder,Nominelle priser,1990,77838
3. decil,Tønder,Nominelle priser,1991,81908
3. decil,Tønder,Nominelle priser,1992,84001
3. decil,Tønder,Nominelle priser,1993,86868
3. decil,Tønder,Nominelle priser,1994,92878
3. decil,Tønder,Nominelle priser,1995,96329
3. decil,Tønder,Nominelle priser,1996,98164
3. decil,Tønder,Nominelle priser,1997,99886
3. decil,Tønder,Nominelle priser,1998,103741
3. decil,Tønder,Nominelle priser,1999,106137
3. decil,Tønder,Nominelle priser,2000,109111
3. decil,Tønder,Nominelle priser,2001,111713
3. decil,Tønder,Nominelle priser,2002,115476
3. decil,Tønder,Nominelle priser,2003,119214
3. decil,Tønder,Nominelle priser,2004,123879
