DECILGEN,KOMMUNEDK,PRISENHED,TID,INDHOLD
10. decil,Kolding,Faste priser (seneste dataårs prisniveau),2014,631152
10. decil,Kolding,Faste priser (seneste dataårs prisniveau),2015,657803
10. decil,Kolding,Faste priser (seneste dataårs prisniveau),2016,671301
10. decil,Kolding,Faste priser (seneste dataårs prisniveau),2017,691740
10. decil,Kolding,Faste priser (seneste dataårs prisniveau),2018,701752
10. decil,Kolding,Faste priser (seneste dataårs prisniveau),2019,722107
10. decil,Kolding,Faste priser (seneste dataårs prisniveau),2020,793734
10. decil,Kolding,Faste priser (seneste dataårs prisniveau),2021,814045
10. decil,Kolding,Faste priser (seneste dataårs prisniveau),2022,735634
10. decil,Kolding,Faste priser (seneste dataårs prisniveau),2023,744855
10. decil,Kolding,Faste priser (seneste dataårs prisniveau),2024,738449
10. decil,Kolding,Nominelle priser,1987,157334
10. decil,Kolding,Nominelle priser,1988,168655
10. decil,Kolding,Nominelle priser,1989,180140
10. decil,Kolding,Nominelle priser,1990,194231
10. decil,Kolding,Nominelle priser,1991,201381
10. decil,Kolding,Nominelle priser,1992,208453
10. decil,Kolding,Nominelle priser,1993,221183
10. decil,Kolding,Nominelle priser,1994,233658
10. decil,Kolding,Nominelle priser,1995,245864
10. decil,Kolding,Nominelle priser,1996,263607
10. decil,Kolding,Nominelle priser,1997,286865
10. decil,Kolding,Nominelle priser,1998,307100
10. decil,Kolding,Nominelle priser,1999,314574
10. decil,Kolding,Nominelle priser,2000,315897
10. decil,Kolding,Nominelle priser,2001,325582
10. decil,Kolding,Nominelle priser,2002,334052
10. decil,Kolding,Nominelle priser,2003,336788
10. decil,Kolding,Nominelle priser,2004,375273
10. decil,Kolding,Nominelle priser,2005,395600
10. decil,Kolding,Nominelle priser,2006,435524
10. decil,Kolding,Nominelle priser,2007,434811
10. decil,Kolding,Nominelle priser,2008,446056
10. decil,Kolding,Nominelle priser,2009,421564
10. decil,Kolding,Nominelle priser,2010,474210
10. decil,Kolding,Nominelle priser,2011,492541
10. decil,Kolding,Nominelle priser,2012,507826
10. decil,Kolding,Nominelle priser,2013,519764
10. decil,Kolding,Nominelle priser,2014,528786
10. decil,Kolding,Nominelle priser,2015,553605
10. decil,Kolding,Nominelle priser,2016,566441
10. decil,Kolding,Nominelle priser,2017,590361
10. decil,Kolding,Nominelle priser,2018,603791
10. decil,Kolding,Nominelle priser,2019,625979
10. decil,Kolding,Nominelle priser,2020,690979
10. decil,Kolding,Nominelle priser,2021,721784
10. decil,Kolding,Nominelle priser,2022,702482
10. decil,Kolding,Nominelle priser,2023,734757
10. decil,Kolding,Nominelle priser,2024,738449
10. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),1987,338566
10. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),1988,344768
10. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),1989,349162
10. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),1990,359956
10. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),1991,369323
10. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),1992,386682
10. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),1993,400153
10. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),1994,415419
10. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),1995,426559
10. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),1996,441741
10. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),1997,457570
10. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),1998,472229
10. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),1999,458927
10. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2000,492822
10. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2001,482571
10. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2002,465100
10. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2003,472379
10. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2004,508636
10. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2005,511295
10. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2006,542783
10. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2007,542639
10. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2008,529787
10. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2009,518696
10. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2010,572735
10. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2011,589509
10. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2012,598815
10. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2013,586971
10. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2014,612743
10. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2015,612909
10. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2016,615436
10. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2017,653484
10. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2018,644113
10. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2019,684912
10. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2020,697059
10. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2021,732713
10. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2022,676547
10. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2023,702865
10. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2024,693227
10. decil,Sønderborg,Nominelle priser,1987,156382
10. decil,Sønderborg,Nominelle priser,1988,166447
10. decil,Sønderborg,Nominelle priser,1989,176628
10. decil,Sønderborg,Nominelle priser,1990,186880
10. decil,Sønderborg,Nominelle priser,1991,196344
10. decil,Sønderborg,Nominelle priser,1992,209917
10. decil,Sønderborg,Nominelle priser,1993,219918
10. decil,Sønderborg,Nominelle priser,1994,232874
10. decil,Sønderborg,Nominelle priser,1995,244120
10. decil,Sønderborg,Nominelle priser,1996,258150
10. decil,Sønderborg,Nominelle priser,1997,273268
10. decil,Sønderborg,Nominelle priser,1998,287213
10. decil,Sønderborg,Nominelle priser,1999,286073
10. decil,Sønderborg,Nominelle priser,2000,316169
10. decil,Sønderborg,Nominelle priser,2001,316901
10. decil,Sønderborg,Nominelle priser,2002,312812
10. decil,Sønderborg,Nominelle priser,2003,324342
10. decil,Sønderborg,Nominelle priser,2004,353275
10. decil,Sønderborg,Nominelle priser,2005,361553
10. decil,Sønderborg,Nominelle priser,2006,391111
10. decil,Sønderborg,Nominelle priser,2007,397701
10. decil,Sønderborg,Nominelle priser,2008,401481
10. decil,Sønderborg,Nominelle priser,2009,398271
10. decil,Sønderborg,Nominelle priser,2010,449906
10. decil,Sønderborg,Nominelle priser,2011,475826
10. decil,Sønderborg,Nominelle priser,2012,494966
10. decil,Sønderborg,Nominelle priser,2013,488975
10. decil,Sønderborg,Nominelle priser,2014,513363
10. decil,Sønderborg,Nominelle priser,2015,515823
10. decil,Sønderborg,Nominelle priser,2016,519302
10. decil,Sønderborg,Nominelle priser,2017,557712
10. decil,Sønderborg,Nominelle priser,2018,554198
10. decil,Sønderborg,Nominelle priser,2019,593735
10. decil,Sønderborg,Nominelle priser,2020,606819
10. decil,Sønderborg,Nominelle priser,2021,649670
10. decil,Sønderborg,Nominelle priser,2022,646058
10. decil,Sønderborg,Nominelle priser,2023,693337
10. decil,Sønderborg,Nominelle priser,2024,693227
10. decil,Tønder,Faste priser (seneste dataårs prisniveau),1987,327514
10. decil,Tønder,Faste priser (seneste dataårs prisniveau),1988,336418
10. decil,Tønder,Faste priser (seneste dataårs prisniveau),1989,335516
10. decil,Tønder,Faste priser (seneste dataårs prisniveau),1990,344013
10. decil,Tønder,Faste priser (seneste dataårs prisniveau),1991,361197
10. decil,Tønder,Faste priser (seneste dataårs prisniveau),1992,367290
10. decil,Tønder,Faste priser (seneste dataårs prisniveau),1993,375249
10. decil,Tønder,Faste priser (seneste dataårs prisniveau),1994,398945
10. decil,Tønder,Faste priser (seneste dataårs prisniveau),1995,408996
10. decil,Tønder,Faste priser (seneste dataårs prisniveau),1996,420959
10. decil,Tønder,Faste priser (seneste dataårs prisniveau),1997,441085
10. decil,Tønder,Faste priser (seneste dataårs prisniveau),1998,462499
10. decil,Tønder,Faste priser (seneste dataårs prisniveau),1999,451128
10. decil,Tønder,Faste priser (seneste dataårs prisniveau),2000,469760
10. decil,Tønder,Faste priser (seneste dataårs prisniveau),2001,473151
10. decil,Tønder,Faste priser (seneste dataårs prisniveau),2002,451283
10. decil,Tønder,Faste priser (seneste dataårs prisniveau),2003,455606
10. decil,Tønder,Faste priser (seneste dataårs prisniveau),2004,490184
10. decil,Tønder,Faste priser (seneste dataårs prisniveau),2005,523998
10. decil,Tønder,Faste priser (seneste dataårs prisniveau),2006,564661
10. decil,Tønder,Faste priser (seneste dataårs prisniveau),2007,588039
10. decil,Tønder,Faste priser (seneste dataårs prisniveau),2008,517574
10. decil,Tønder,Faste priser (seneste dataårs prisniveau),2009,500038
10. decil,Tønder,Faste priser (seneste dataårs prisniveau),2010,509125
10. decil,Tønder,Faste priser (seneste dataårs prisniveau),2011,519164
10. decil,Tønder,Faste priser (seneste dataårs prisniveau),2012,511193
10. decil,Tønder,Faste priser (seneste dataårs prisniveau),2013,536526
10. decil,Tønder,Faste priser (seneste dataårs prisniveau),2014,534251
10. decil,Tønder,Faste priser (seneste dataårs prisniveau),2015,546874
10. decil,Tønder,Faste priser (seneste dataårs prisniveau),2016,559072
10. decil,Tønder,Faste priser (seneste dataårs prisniveau),2017,623646
10. decil,Tønder,Faste priser (seneste dataårs prisniveau),2018,591396
10. decil,Tønder,Faste priser (seneste dataårs prisniveau),2019,671240
10. decil,Tønder,Faste priser (seneste dataårs prisniveau),2020,691893
10. decil,Tønder,Faste priser (seneste dataårs prisniveau),2021,723915
10. decil,Tønder,Faste priser (seneste dataårs prisniveau),2022,765195
10. decil,Tønder,Faste priser (seneste dataårs prisniveau),2023,695284
10. decil,Tønder,Faste priser (seneste dataårs prisniveau),2024,718201
10. decil,Tønder,Nominelle priser,1987,151277
10. decil,Tønder,Nominelle priser,1988,162416
10. decil,Tønder,Nominelle priser,1989,169725
10. decil,Tønder,Nominelle priser,1990,178603
10. decil,Tønder,Nominelle priser,1991,192024
10. decil,Tønder,Nominelle priser,1992,199390
10. decil,Tønder,Nominelle priser,1993,206231
10. decil,Tønder,Nominelle priser,1994,223639
10. decil,Tønder,Nominelle priser,1995,234069
10. decil,Tønder,Nominelle priser,1996,246005
10. decil,Tønder,Nominelle priser,1997,263423
10. decil,Tønder,Nominelle priser,1998,281295
10. decil,Tønder,Nominelle priser,1999,281211
10. decil,Tønder,Nominelle priser,2000,301374
10. decil,Tønder,Nominelle priser,2001,310715
10. decil,Tønder,Nominelle priser,2002,303519
10. decil,Tønder,Nominelle priser,2003,312826
10. decil,Tønder,Nominelle priser,2004,340459
10. decil,Tønder,Nominelle priser,2005,370536
10. decil,Tønder,Nominelle priser,2006,406876
10. decil,Tønder,Nominelle priser,2007,430975
10. decil,Tønder,Nominelle priser,2008,392226
10. decil,Tønder,Nominelle priser,2009,383945
10. decil,Tønder,Nominelle priser,2010,399938
10. decil,Tønder,Nominelle priser,2011,419047
10. decil,Tønder,Nominelle priser,2012,422540
10. decil,Tønder,Nominelle priser,2013,446952
10. decil,Tønder,Nominelle priser,2014,447602
10. decil,Tønder,Nominelle priser,2015,460248
10. decil,Tønder,Nominelle priser,2016,471743
10. decil,Tønder,Nominelle priser,2017,532247
10. decil,Tønder,Nominelle priser,2018,508840
10. decil,Tønder,Nominelle priser,2019,581883
10. decil,Tønder,Nominelle priser,2020,602322
10. decil,Tønder,Nominelle priser,2021,641869
10. decil,Tønder,Nominelle priser,2022,730711
10. decil,Tønder,Nominelle priser,2023,685858
10. decil,Tønder,Nominelle priser,2024,718201
10. decil,Varde,Faste priser (seneste dataårs prisniveau),1987,330094
10. decil,Varde,Faste priser (seneste dataårs prisniveau),1988,339929
10. decil,Varde,Faste priser (seneste dataårs prisniveau),1989,340243
10. decil,Varde,Faste priser (seneste dataårs prisniveau),1990,348509
10. decil,Varde,Faste priser (seneste dataårs prisniveau),1991,361609
10. decil,Varde,Faste priser (seneste dataårs prisniveau),1992,371592
10. decil,Varde,Faste priser (seneste dataårs prisniveau),1993,379880
10. decil,Varde,Faste priser (seneste dataårs prisniveau),1994,399933
10. decil,Varde,Faste priser (seneste dataårs prisniveau),1995,417855
10. decil,Varde,Faste priser (seneste dataårs prisniveau),1996,432191
10. decil,Varde,Faste priser (seneste dataårs prisniveau),1997,447488
10. decil,Varde,Faste priser (seneste dataårs prisniveau),1998,451540
10. decil,Varde,Faste priser (seneste dataårs prisniveau),1999,453451
10. decil,Varde,Faste priser (seneste dataårs prisniveau),2000,455797
10. decil,Varde,Faste priser (seneste dataårs prisniveau),2001,471164
10. decil,Varde,Faste priser (seneste dataårs prisniveau),2002,461552
10. decil,Varde,Faste priser (seneste dataårs prisniveau),2003,462108
10. decil,Varde,Faste priser (seneste dataårs prisniveau),2004,496226
10. decil,Varde,Faste priser (seneste dataårs prisniveau),2005,528825
10. decil,Varde,Faste priser (seneste dataårs prisniveau),2006,554575
10. decil,Varde,Faste priser (seneste dataårs prisniveau),2007,587983
10. decil,Varde,Faste priser (seneste dataårs prisniveau),2008,534585
10. decil,Varde,Faste priser (seneste dataårs prisniveau),2009,528103
10. decil,Varde,Faste priser (seneste dataårs prisniveau),2010,551040
10. decil,Varde,Faste priser (seneste dataårs prisniveau),2011,570612
10. decil,Varde,Faste priser (seneste dataårs prisniveau),2012,584183
10. decil,Varde,Faste priser (seneste dataårs prisniveau),2013,651912
10. decil,Varde,Faste priser (seneste dataårs prisniveau),2014,591192
10. decil,Varde,Faste priser (seneste dataårs prisniveau),2015,597876
10. decil,Varde,Faste priser (seneste dataårs prisniveau),2016,597994
10. decil,Varde,Faste priser (seneste dataårs prisniveau),2017,637142
10. decil,Varde,Faste priser (seneste dataårs prisniveau),2018,605401
10. decil,Varde,Faste priser (seneste dataårs prisniveau),2019,649542
10. decil,Varde,Faste priser (seneste dataårs prisniveau),2020,681429
10. decil,Varde,Faste priser (seneste dataårs prisniveau),2021,715467
10. decil,Varde,Faste priser (seneste dataårs prisniveau),2022,700201
10. decil,Varde,Faste priser (seneste dataårs prisniveau),2023,679976
10. decil,Varde,Faste priser (seneste dataårs prisniveau),2024,727088
10. decil,Varde,Nominelle priser,1987,152469
10. decil,Varde,Nominelle priser,1988,164111
10. decil,Varde,Nominelle priser,1989,172116
10. decil,Varde,Nominelle priser,1990,180937
10. decil,Varde,Nominelle priser,1991,192243
10. decil,Varde,Nominelle priser,1992,201725
10. decil,Varde,Nominelle priser,1993,208776
10. decil,Varde,Nominelle priser,1994,224193
10. decil,Varde,Nominelle priser,1995,239139
10. decil,Varde,Nominelle priser,1996,252569
10. decil,Varde,Nominelle priser,1997,267247
10. decil,Varde,Nominelle priser,1998,274630
10. decil,Varde,Nominelle priser,1999,282659
10. decil,Varde,Nominelle priser,2000,292416
10. decil,Varde,Nominelle priser,2001,309410
10. decil,Varde,Nominelle priser,2002,310426
10. decil,Varde,Nominelle priser,2003,317290
10. decil,Varde,Nominelle priser,2004,344655
10. decil,Varde,Nominelle priser,2005,373949
10. decil,Varde,Nominelle priser,2006,399608
10. decil,Varde,Nominelle priser,2007,430934
10. decil,Varde,Nominelle priser,2008,405117
10. decil,Varde,Nominelle priser,2009,405494
10. decil,Varde,Nominelle priser,2010,432864
10. decil,Varde,Nominelle priser,2011,460573
10. decil,Varde,Nominelle priser,2012,482871
10. decil,Varde,Nominelle priser,2013,543074
10. decil,Varde,Nominelle priser,2014,495307
10. decil,Varde,Nominelle priser,2015,503171
10. decil,Varde,Nominelle priser,2016,504585
10. decil,Varde,Nominelle priser,2017,543765
10. decil,Varde,Nominelle priser,2018,520890
10. decil,Varde,Nominelle priser,2019,563074
10. decil,Varde,Nominelle priser,2020,593213
10. decil,Varde,Nominelle priser,2021,634378
10. decil,Varde,Nominelle priser,2022,668646
10. decil,Varde,Nominelle priser,2023,670758
10. decil,Varde,Nominelle priser,2024,727088
10. decil,Vejen,Faste priser (seneste dataårs prisniveau),1987,324340
10. decil,Vejen,Faste priser (seneste dataårs prisniveau),1988,339368
10. decil,Vejen,Faste priser (seneste dataårs prisniveau),1989,337582
10. decil,Vejen,Faste priser (seneste dataårs prisniveau),1990,331126
10. decil,Vejen,Faste priser (seneste dataårs prisniveau),1991,353734
10. decil,Vejen,Faste priser (seneste dataårs prisniveau),1992,362827
10. decil,Vejen,Faste priser (seneste dataårs prisniveau),1993,373835
10. decil,Vejen,Faste priser (seneste dataårs prisniveau),1994,390835
10. decil,Vejen,Faste priser (seneste dataårs prisniveau),1995,401785
10. decil,Vejen,Faste priser (seneste dataårs prisniveau),1996,410324
10. decil,Vejen,Faste priser (seneste dataårs prisniveau),1997,418429
10. decil,Vejen,Faste priser (seneste dataårs prisniveau),1998,430524
10. decil,Vejen,Faste priser (seneste dataårs prisniveau),1999,429419
10. decil,Vejen,Faste priser (seneste dataårs prisniveau),2000,440098
10. decil,Vejen,Faste priser (seneste dataårs prisniveau),2001,458429
10. decil,Vejen,Faste priser (seneste dataårs prisniveau),2002,444751
10. decil,Vejen,Faste priser (seneste dataårs prisniveau),2003,446119
10. decil,Vejen,Faste priser (seneste dataårs prisniveau),2004,469889
10. decil,Vejen,Faste priser (seneste dataårs prisniveau),2005,511805
10. decil,Vejen,Faste priser (seneste dataårs prisniveau),2006,527012
10. decil,Vejen,Faste priser (seneste dataårs prisniveau),2007,538666
10. decil,Vejen,Faste priser (seneste dataårs prisniveau),2008,523573
10. decil,Vejen,Faste priser (seneste dataårs prisniveau),2009,499218
10. decil,Vejen,Faste priser (seneste dataårs prisniveau),2010,563152
10. decil,Vejen,Faste priser (seneste dataårs prisniveau),2011,529753
10. decil,Vejen,Faste priser (seneste dataårs prisniveau),2012,573535
10. decil,Vejen,Faste priser (seneste dataårs prisniveau),2013,607153
10. decil,Vejen,Faste priser (seneste dataårs prisniveau),2014,577326
10. decil,Vejen,Faste priser (seneste dataårs prisniveau),2015,618948
10. decil,Vejen,Faste priser (seneste dataårs prisniveau),2016,602498
10. decil,Vejen,Faste priser (seneste dataårs prisniveau),2017,655097
10. decil,Vejen,Faste priser (seneste dataårs prisniveau),2018,645947
10. decil,Vejen,Faste priser (seneste dataårs prisniveau),2019,688747
10. decil,Vejen,Faste priser (seneste dataårs prisniveau),2020,718085
10. decil,Vejen,Faste priser (seneste dataårs prisniveau),2021,752391
10. decil,Vejen,Faste priser (seneste dataårs prisniveau),2022,726032
10. decil,Vejen,Faste priser (seneste dataårs prisniveau),2023,2042770
10. decil,Vejen,Faste priser (seneste dataårs prisniveau),2024,1906495
10. decil,Vejen,Nominelle priser,1987,149811
10. decil,Vejen,Nominelle priser,1988,163840
10. decil,Vejen,Nominelle priser,1989,170770
10. decil,Vejen,Nominelle priser,1990,171912
10. decil,Vejen,Nominelle priser,1991,188056
10. decil,Vejen,Nominelle priser,1992,196967
10. decil,Vejen,Nominelle priser,1993,205454
10. decil,Vejen,Nominelle priser,1994,219093
10. decil,Vejen,Nominelle priser,1995,229942
10. decil,Vejen,Nominelle priser,1996,239790
10. decil,Vejen,Nominelle priser,1997,249892
10. decil,Vejen,Nominelle priser,1998,261848
10. decil,Vejen,Nominelle priser,1999,267679
10. decil,Vejen,Nominelle priser,2000,282344
10. decil,Vejen,Nominelle priser,2001,301047
10. decil,Vejen,Nominelle priser,2002,299126
10. decil,Vejen,Nominelle priser,2003,306312
10. decil,Vejen,Nominelle priser,2004,326363
10. decil,Vejen,Nominelle priser,2005,361914
10. decil,Vejen,Nominelle priser,2006,379747
10. decil,Vejen,Nominelle priser,2007,394789
10. decil,Vejen,Nominelle priser,2008,396772
10. decil,Vejen,Nominelle priser,2009,383315
10. decil,Vejen,Nominelle priser,2010,442378
10. decil,Vejen,Nominelle priser,2011,427594
10. decil,Vejen,Nominelle priser,2012,474070
10. decil,Vejen,Nominelle priser,2013,505788
10. decil,Vejen,Nominelle priser,2014,483690
10. decil,Vejen,Nominelle priser,2015,520905
10. decil,Vejen,Nominelle priser,2016,508385
10. decil,Vejen,Nominelle priser,2017,559089
10. decil,Vejen,Nominelle priser,2018,555776
10. decil,Vejen,Nominelle priser,2019,597060
10. decil,Vejen,Nominelle priser,2020,625123
10. decil,Vejen,Nominelle priser,2021,667118
10. decil,Vejen,Nominelle priser,2022,693313
10. decil,Vejen,Nominelle priser,2023,2015077
10. decil,Vejen,Nominelle priser,2024,1906495
10. decil,Vejle,Faste priser (seneste dataårs prisniveau),1987,342106
10. decil,Vejle,Faste priser (seneste dataårs prisniveau),1988,351268
10. decil,Vejle,Faste priser (seneste dataårs prisniveau),1989,364882
10. decil,Vejle,Faste priser (seneste dataårs prisniveau),1990,377998
10. decil,Vejle,Faste priser (seneste dataårs prisniveau),1991,376791
10. decil,Vejle,Faste priser (seneste dataårs prisniveau),1992,396062
10. decil,Vejle,Faste priser (seneste dataårs prisniveau),1993,396589
10. decil,Vejle,Faste priser (seneste dataårs prisniveau),1994,418705
10. decil,Vejle,Faste priser (seneste dataårs prisniveau),1995,437855
10. decil,Vejle,Faste priser (seneste dataårs prisniveau),1996,447597
10. decil,Vejle,Faste priser (seneste dataårs prisniveau),1997,492332
10. decil,Vejle,Faste priser (seneste dataårs prisniveau),1998,477964
10. decil,Vejle,Faste priser (seneste dataårs prisniveau),1999,511001
10. decil,Vejle,Faste priser (seneste dataårs prisniveau),2000,493232
10. decil,Vejle,Faste priser (seneste dataårs prisniveau),2001,492967
10. decil,Vejle,Faste priser (seneste dataårs prisniveau),2002,490737
10. decil,Vejle,Faste priser (seneste dataårs prisniveau),2003,502023
10. decil,Vejle,Faste priser (seneste dataårs prisniveau),2004,541256
10. decil,Vejle,Faste priser (seneste dataårs prisniveau),2005,576790
10. decil,Vejle,Faste priser (seneste dataårs prisniveau),2006,616057
10. decil,Vejle,Faste priser (seneste dataårs prisniveau),2007,621711
10. decil,Vejle,Faste priser (seneste dataårs prisniveau),2008,574674
10. decil,Vejle,Faste priser (seneste dataårs prisniveau),2009,560224
10. decil,Vejle,Faste priser (seneste dataårs prisniveau),2010,645411
10. decil,Vejle,Faste priser (seneste dataårs prisniveau),2011,612424
10. decil,Vejle,Faste priser (seneste dataårs prisniveau),2012,626374
10. decil,Vejle,Faste priser (seneste dataårs prisniveau),2013,649349
10. decil,Vejle,Faste priser (seneste dataårs prisniveau),2014,649953
10. decil,Vejle,Faste priser (seneste dataårs prisniveau),2015,685940
10. decil,Vejle,Faste priser (seneste dataårs prisniveau),2016,689276
10. decil,Vejle,Faste priser (seneste dataårs prisniveau),2017,727230
10. decil,Vejle,Faste priser (seneste dataårs prisniveau),2018,727309
10. decil,Vejle,Faste priser (seneste dataårs prisniveau),2019,773656
10. decil,Vejle,Faste priser (seneste dataårs prisniveau),2020,807014
10. decil,Vejle,Faste priser (seneste dataårs prisniveau),2021,859732
10. decil,Vejle,Faste priser (seneste dataårs prisniveau),2022,760678
10. decil,Vejle,Faste priser (seneste dataårs prisniveau),2023,781555
10. decil,Vejle,Faste priser (seneste dataårs prisniveau),2024,803937
10. decil,Vejle,Nominelle priser,1987,158017
10. decil,Vejle,Nominelle priser,1988,169585
10. decil,Vejle,Nominelle priser,1989,184580
10. decil,Vejle,Nominelle priser,1990,196247
10. decil,Vejle,Nominelle priser,1991,200314
10. decil,Vejle,Nominelle priser,1992,215009
10. decil,Vejle,Nominelle priser,1993,217959
10. decil,Vejle,Nominelle priser,1994,234716
10. decil,Vejle,Nominelle priser,1995,250585
10. decil,Vejle,Nominelle priser,1996,261572
10. decil,Vejle,Nominelle priser,1997,294028
10. decil,Vejle,Nominelle priser,1998,290701
10. decil,Vejle,Nominelle priser,1999,318533
10. decil,Vejle,Nominelle priser,2000,316432
10. decil,Vejle,Nominelle priser,2001,323728
10. decil,Vejle,Nominelle priser,2002,330055
10. decil,Vejle,Nominelle priser,2003,344696
10. decil,Vejle,Nominelle priser,2004,375931
10. decil,Vejle,Nominelle priser,2005,407867
10. decil,Vejle,Nominelle priser,2006,443910
10. decil,Vejle,Nominelle priser,2007,455653
10. decil,Vejle,Nominelle priser,2008,435497
10. decil,Vejle,Nominelle priser,2009,430157
10. decil,Vejle,Nominelle priser,2010,506996
10. decil,Vejle,Nominelle priser,2011,494322
10. decil,Vejle,Nominelle priser,2012,517745
10. decil,Vejle,Nominelle priser,2013,540939
10. decil,Vejle,Nominelle priser,2014,544538
10. decil,Vejle,Nominelle priser,2015,577285
10. decil,Vejle,Nominelle priser,2016,581608
10. decil,Vejle,Nominelle priser,2017,620650
10. decil,Vejle,Nominelle priser,2018,625781
10. decil,Vejle,Nominelle priser,2019,670666
10. decil,Vejle,Nominelle priser,2020,702540
10. decil,Vejle,Nominelle priser,2021,762293
10. decil,Vejle,Nominelle priser,2022,726397
10. decil,Vejle,Nominelle priser,2023,770960
10. decil,Vejle,Nominelle priser,2024,803937
10. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),1987,348111
10. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),1988,350506
10. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),1989,352126
10. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),1990,358675
10. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),1991,376262
10. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),1992,381004
10. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),1993,401128
10. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),1994,423635
10. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),1995,440651
10. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),1996,451555
10. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),1997,462223
10. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),1998,477622
10. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),1999,488447
10. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),2000,506125
10. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),2001,476366
10. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),2002,498780
10. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),2003,481898
10. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),2004,531882
10. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),2005,542535
10. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),2006,562314
10. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),2007,585692
10. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),2008,551902
10. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),2009,512376
10. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),2010,560943
10. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),2011,554846
10. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),2012,562443
10. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),2013,573591
10. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),2014,590829
10. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),2015,586549
10. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),2016,601704
10. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),2017,645991
10. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),2018,636575
10. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),2019,679532
10. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),2020,701503
10. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),2021,732753
10. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),2022,704141
10. decil,Aabenraa,Faste priser (seneste dataårs prisniveau),2023,698297
