KommuneCode,year,openings,closings,active,net_change,KommuneName,RegionName,population,average_income
0760,2021,2,2,66,0,Ringkøbing-Skjern,Region Midtjylland,56182,339987.3
0760,2022,4,2,68,2,Ringkøbing-Skjern,Region Midtjylland,56203,317101.3
0760,2023,1,1,68,0,Ringkøbing-Skjern,Region Midtjylland,56348,315082.3
0760,2024,0,3,65,-3,Ringkøbing-Skjern,Region Midtjylland,56218,322829.0
0766,2008,1,0,17,1,Hedensted,Region Midtjylland,45561,269326.4
0766,2009,0,2,15,-2,Hedensted,Region Midtjylland,45954,274862.1
0766,2010,0,4,11,-4,Hedensted,Region Midtjylland,45982,289713.4
0766,2011,0,0,11,0,Hedensted,Region Midtjylland,45980,284176.5
0766,2012,0,1,10,-1,Hedensted,Region Midtjylland,46029,287607.4
0766,2013,1,4,7,-3,Hedensted,Region Midtjylland,45868,294655.2
0766,2014,0,0,7,0,Hedensted,Region Midtjylland,45715,299972.8
0766,2015,0,1,6,-1,Hedensted,Region Midtjylland,46091,307714.1
0766,2016,0,0,6,0,Hedensted,Region Midtjylland,46206,307768.8
0766,2017,1,1,6,0,Hedensted,Region Midtjylland,46524,313704.9
0766,2018,6,0,12,6,Hedensted,Region Midtjylland,46616,322698.9
0766,2019,0,0,12,0,Hedensted,Region Midtjylland,46747,328400.5
0766,2020,0,0,12,0,Hedensted,Region Midtjylland,46722,343367.6
0766,2021,0,0,12,0,Hedensted,Region Midtjylland,46773,351152.9
0766,2022,1,0,13,1,Hedensted,Region Midtjylland,47099,330673.8
0766,2023,1,0,14,1,Hedensted,Region Midtjylland,47609,325179.9
0766,2024,0,0,14,0,Hedensted,Region Midtjylland,47725,328193.1
0773,2008,0,1,4,-1,Morsø,Region Nordjylland,22091,237987.1
0773,2009,1,0,5,1,Morsø,Region Nordjylland,22098,240386.9
0773,2010,0,0,5,0,Morsø,Region Nordjylland,21833,250156.9
0773,2011,0,0,5,0,Morsø,Region Nordjylland,21600,255081.4
0773,2012,0,0,5,0,Morsø,Region Nordjylland,21474,256490.6
0773,2013,0,0,5,0,Morsø,Region Nordjylland,21189,263282.1
0773,2014,1,0,6,1,Morsø,Region Nordjylland,21003,264682.0
0773,2015,0,0,6,0,Morsø,Region Nordjylland,20816,268871.9
0773,2016,0,0,6,0,Morsø,Region Nordjylland,20629,271035.2
0773,2017,1,0,7,1,Morsø,Region Nordjylland,20665,279377.3
0773,2018,0,0,7,0,Morsø,Region Nordjylland,20514,278856.6
0773,2019,0,0,7,0,Morsø,Region Nordjylland,20403,294465.4
0773,2020,1,0,8,1,Morsø,Region Nordjylland,20247,303684.2
0773,2021,0,0,8,0,Morsø,Region Nordjylland,20066,306887.2
0773,2022,0,0,8,0,Morsø,Region Nordjylland,20068,296391.9
0773,2023,1,0,9,1,Morsø,Region Nordjylland,19927,290046.1
0773,2024,1,0,10,1,Morsø,Region Nordjylland,19734,293899.1
0779,2008,0,1,15,-1,Skive,Region Midtjylland,48356,249313.5
0779,2009,1,0,16,1,Skive,Region Midtjylland,48300,255826.2
0779,2010,3,1,18,2,Skive,Region Midtjylland,48137,267976.6
0779,2011,2,4,16,-2,Skive,Region Midtjylland,47986,267931.4
0779,2012,0,1,15,-1,Skive,Region Midtjylland,47620,269342.9
0779,2013,2,0,17,2,Skive,Region Midtjylland,47291,272978.4
0779,2014,1,2,16,-1,Skive,Region Midtjylland,46942,275816.0
0779,2015,0,2,14,-2,Skive,Region Midtjylland,46641,281915.6
0779,2016,2,0,16,2,Skive,Region Midtjylland,46639,286576.0
0779,2017,2,0,18,2,Skive,Region Midtjylland,46540,293534.2
0779,2018,0,1,17,-1,Skive,Region Midtjylland,46599,297358.9
0779,2019,2,1,18,1,Skive,Region Midtjylland,46224,305689.0
0779,2020,1,0,19,1,Skive,Region Midtjylland,45851,323425.3
0779,2021,1,1,19,0,Skive,Region Midtjylland,45425,327303.5
0779,2022,3,1,21,2,Skive,Region Midtjylland,45078,309416.8
0779,2023,1,1,21,0,Skive,Region Midtjylland,45069,304497.9
0779,2024,1,1,21,0,Skive,Region Midtjylland,44739,308711.3
0787,2008,1,0,19,1,Thisted,Region Nordjylland,45549,249401.0
0787,2009,2,0,21,2,Thisted,Region Nordjylland,45596,249414.7
0787,2010,3,2,22,1,Thisted,Region Nordjylland,45297,263953.2
0787,2011,2,2,22,0,Thisted,Region Nordjylland,45145,265389.4
0787,2012,5,1,26,4,Thisted,Region Nordjylland,44908,264916.8
0787,2013,1,5,22,-4,Thisted,Region Nordjylland,44494,273741.3
0787,2014,1,1,22,0,Thisted,Region Nordjylland,44230,272976.1
0787,2015,0,0,22,0,Thisted,Region Nordjylland,44078,279311.3
0787,2016,2,0,24,2,Thisted,Region Nordjylland,43991,284988.4
0787,2017,1,0,25,1,Thisted,Region Nordjylland,43826,290318.6
0787,2018,2,2,25,0,Thisted,Region Nordjylland,43716,293647.3
0787,2019,4,3,26,1,Thisted,Region Nordjylland,43660,304636.2
0787,2020,1,2,25,-1,Thisted,Region Nordjylland,43423,316323.3
0787,2021,0,0,25,0,Thisted,Region Nordjylland,43160,323837.2
0787,2022,2,1,26,1,Thisted,Region Nordjylland,43089,304473.6
0787,2023,3,0,29,3,Thisted,Region Nordjylland,43383,295968.1
0787,2024,1,1,29,0,Thisted,Region Nordjylland,42989,299885.0
0791,2008,5,3,30,2,Viborg,Region Midtjylland,92084,260953.9
0791,2009,2,0,32,2,Viborg,Region Midtjylland,92823,267319.1
0791,2010,5,1,36,4,Viborg,Region Midtjylland,93310,285142.5
0791,2011,3,3,36,0,Viborg,Region Midtjylland,93498,282355.7
0791,2012,3,3,36,0,Viborg,Region Midtjylland,93819,281907.1
0791,2013,4,5,35,-1,Viborg,Region Midtjylland,94333,290282.1
0791,2014,2,0,37,2,Viborg,Region Midtjylland,94486,291287.9
0791,2015,2,3,36,-1,Viborg,Region Midtjylland,94985,296472.2
0791,2016,12,1,47,11,Viborg,Region Midtjylland,95776,300212.2
0791,2017,5,0,52,5,Viborg,Region Midtjylland,96477,309116.5
0791,2018,3,1,54,2,Viborg,Region Midtjylland,96883,314124.3
0791,2019,3,1,56,2,Viborg,Region Midtjylland,97113,320982.2
0791,2020,4,2,58,2,Viborg,Region Midtjylland,96921,334656.1
0791,2021,5,5,58,0,Viborg,Region Midtjylland,96679,343106.5
0791,2022,7,2,63,5,Viborg,Region Midtjylland,96847,321876.1
0791,2023,3,5,61,-2,Viborg,Region Midtjylland,97731,313857.8
0791,2024,3,0,64,3,Viborg,Region Midtjylland,97472,317688.8
0810,2008,1,1,15,0,Brønderslev,Region Nordjylland,35525,234175.1
0810,2009,0,0,15,0,Brønderslev,Region Nordjylland,35762,246839.6
0810,2010,0,0,15,0,Brønderslev,Region Nordjylland,35804,263581.2
0810,2011,0,2,13,-2,Brønderslev,Region Nordjylland,35789,263851.1
0810,2012,0,1,12,-1,Brønderslev,Region Nordjylland,35754,268752.9
0810,2013,0,1,11,-1,Brønderslev,Region Nordjylland,35600,274780.5
0810,2014,0,0,11,0,Brønderslev,Region Nordjylland,35627,275123.7
0810,2015,1,0,12,1,Brønderslev,Region Nordjylland,35781,276927.6
0810,2016,3,0,15,3,Brønderslev,Region Nordjylland,36047,288833.2
0810,2017,0,0,15,0,Brønderslev,Region Nordjylland,36128,290194.0
0810,2018,0,0,15,0,Brønderslev,Region Nordjylland,36289,290352.3
0810,2019,3,1,17,2,Brønderslev,Region Nordjylland,36370,302643.0
0810,2020,1,0,18,1,Brønderslev,Region Nordjylland,36304,315977.7
0810,2021,0,0,18,0,Brønderslev,Region Nordjylland,36177,325639.0
0810,2022,3,1,20,2,Brønderslev,Region Nordjylland,36194,303490.7
0810,2023,0,2,18,-2,Brønderslev,Region Nordjylland,36540,301307.2
0810,2024,0,0,18,0,Brønderslev,Region Nordjylland,36614,303320.4
0813,2008,6,2,34,4,Frederikshavn,Region Nordjylland,62751,252758.7
0813,2009,4,0,38,4,Frederikshavn,Region Nordjylland,62525,258510.5
0813,2010,1,2,37,-1,Frederikshavn,Region Nordjylland,62007,273064.8
0813,2011,3,3,37,0,Frederikshavn,Region Nordjylland,61576,273004.1
0813,2012,2,1,38,1,Frederikshavn,Region Nordjylland,61158,278055.4
0813,2013,3,6,35,-3,Frederikshavn,Region Nordjylland,60775,279732.9
0813,2014,2,2,35,0,Frederikshavn,Region Nordjylland,60458,280163.2
0813,2015,1,3,33,-2,Frederikshavn,Region Nordjylland,60377,284552.4
0813,2016,0,0,33,0,Frederikshavn,Region Nordjylland,60246,288102.1
0813,2017,2,0,35,2,Frederikshavn,Region Nordjylland,60356,292841.5
0813,2018,3,0,38,3,Frederikshavn,Region Nordjylland,60140,294641.1
0813,2019,2,1,39,1,Frederikshavn,Region Nordjylland,59987,302944.1
0813,2020,2,2,39,0,Frederikshavn,Region Nordjylland,59654,313404.4
0813,2021,3,0,42,3,Frederikshavn,Region Nordjylland,59039,320058.7
0813,2022,3,2,43,1,Frederikshavn,Region Nordjylland,58878,301832.1
0813,2023,1,2,42,-1,Frederikshavn,Region Nordjylland,58864,301154.8
0813,2024,4,0,46,4,Frederikshavn,Region Nordjylland,58376,306515.0
0820,2008,0,3,15,-3,Vesthimmerlands,Region Nordjylland,38277,240254.9
0820,2009,1,0,16,1,Vesthimmerlands,Region Nordjylland,38495,242216.7
0820,2010,0,0,16,0,Vesthimmerlands,Region Nordjylland,38106,254497.8
0820,2011,0,2,14,-2,Vesthimmerlands,Region Nordjylland,37864,260465.5
0820,2012,0,1,13,-1,Vesthimmerlands,Region Nordjylland,37534,260147.4
0820,2013,0,1,12,-1,Vesthimmerlands,Region Nordjylland,37586,266989.5
0820,2014,1,0,13,1,Vesthimmerlands,Region Nordjylland,37479,267904.3
0820,2015,0,0,13,0,Vesthimmerlands,Region Nordjylland,37399,269820.1
0820,2016,1,0,14,1,Vesthimmerlands,Region Nordjylland,37296,275018.6
0820,2017,0,2,12,-2,Vesthimmerlands,Region Nordjylland,37285,282997.1
0820,2018,1,0,13,1,Vesthimmerlands,Region Nordjylland,37277,285912.2
0820,2019,1,0,14,1,Vesthimmerlands,Region Nordjylland,37121,298007.9
0820,2020,0,0,14,0,Vesthimmerlands,Region Nordjylland,36727,307449.1
0820,2021,5,0,19,5,Vesthimmerlands,Region Nordjylland,36362,326013.1
0820,2022,0,0,19,0,Vesthimmerlands,Region Nordjylland,36326,305376.6
0820,2023,0,0,19,0,Vesthimmerlands,Region Nordjylland,36431,298161.7
0820,2024,2,1,20,1,Vesthimmerlands,Region Nordjylland,36012,300010.7
0825,2008,0,0,4,0,Læsø,Region Nordjylland,2003,234016.5
0825,2009,0,0,4,0,Læsø,Region Nordjylland,1993,238829.8
0825,2010,0,0,4,0,Læsø,Region Nordjylland,1969,256663.3
0825,2011,0,0,4,0,Læsø,Region Nordjylland,1949,260098.8
0825,2012,0,1,3,-1,Læsø,Region Nordjylland,1897,261156.1
0825,2013,0,1,2,-1,Læsø,Region Nordjylland,1839,267333.4
0825,2014,0,0,2,0,Læsø,Region Nordjylland,1808,263438.4
0825,2015,0,0,2,0,Læsø,Region Nordjylland,1795,265806.5
0825,2016,0,0,2,0,Læsø,Region Nordjylland,1817,273267.1
0825,2017,0,0,2,0,Læsø,Region Nordjylland,1793,279282.9
0825,2018,0,0,2,0,Læsø,Region Nordjylland,1807,272388.8
0825,2019,1,0,3,1,Læsø,Region Nordjylland,1806,284372.2
0825,2020,0,0,3,0,Læsø,Region Nordjylland,1786,293083.0
0825,2021,0,1,2,-1,Læsø,Region Nordjylland,1764,311287.3
0825,2022,0,0,2,0,Læsø,Region Nordjylland,1769,272112.0
0825,2023,0,0,2,0,Læsø,Region Nordjylland,1789,281119.6
0825,2024,0,0,2,0,Læsø,Region Nordjylland,1759,284104.8
0840,2008,0,0,8,0,Rebild,Region Nordjylland,28753,259341.5
0840,2009,0,0,8,0,Rebild,Region Nordjylland,28900,269184.2
0840,2010,0,1,7,-1,Rebild,Region Nordjylland,28852,285749.9
0840,2011,0,0,7,0,Rebild,Region Nordjylland,28940,290264.4
0840,2012,0,1,6,-1,Rebild,Region Nordjylland,28911,293290.0
0840,2013,1,1,6,0,Rebild,Region Nordjylland,28866,301265.9
0840,2014,0,0,6,0,Rebild,Region Nordjylland,28794,303750.9
0840,2015,0,1,5,-1,Rebild,Region Nordjylland,28859,307355.1
0840,2016,2,1,6,1,Rebild,Region Nordjylland,29149,313176.1
0840,2017,0,0,6,0,Rebild,Region Nordjylland,29391,321565.8
0840,2018,1,0,7,1,Rebild,Region Nordjylland,29827,328211.9
0840,2019,0,0,7,0,Rebild,Region Nordjylland,29916,337933.5
0840,2020,0,0,7,0,Rebild,Region Nordjylland,30113,352449.3
0840,2021,3,0,10,3,Rebild,Region Nordjylland,30518,362199.6
0840,2022,0,0,10,0,Rebild,Region Nordjylland,30646,343174.2
0840,2023,0,0,10,0,Rebild,Region Nordjylland,30908,340816.9
0840,2024,0,1,9,-1,Rebild,Region Nordjylland,30937,346581.4
0846,2008,1,2,15,-1,Mariagerfjord,Region Nordjylland,42667,252837.6
0846,2009,2,0,17,2,Mariagerfjord,Region Nordjylland,42762,255274.1
0846,2010,1,2,16,-1,Mariagerfjord,Region Nordjylland,42604,271589.0
0846,2011,3,0,19,3,Mariagerfjord,Region Nordjylland,42572,271910.7
0846,2012,1,2,18,-1,Mariagerfjord,Region Nordjylland,42429,273130.3
0846,2013,1,3,16,-2,Mariagerfjord,Region Nordjylland,42111,275806.4
0846,2014,0,1,15,-1,Mariagerfjord,Region Nordjylland,42093,280491.5
0846,2015,0,0,15,0,Mariagerfjord,Region Nordjylland,42134,283012.8
0846,2016,1,0,16,1,Mariagerfjord,Region Nordjylland,42131,288829.7
0846,2017,2,0,18,2,Mariagerfjord,Region Nordjylland,42066,294301.4
0846,2018,1,2,17,-1,Mariagerfjord,Region Nordjylland,42125,298824.5
0846,2019,2,0,19,2,Mariagerfjord,Region Nordjylland,42055,309563.0
0846,2020,0,0,19,0,Mariagerfjord,Region Nordjylland,41800,322639.1
0846,2021,5,1,23,4,Mariagerfjord,Region Nordjylland,41536,330033.3
0846,2022,0,1,22,-1,Mariagerfjord,Region Nordjylland,41662,311959.8
0846,2023,0,1,21,-1,Mariagerfjord,Region Nordjylland,41859,308437.2
0846,2024,1,0,22,1,Mariagerfjord,Region Nordjylland,41762,311954.3
0849,2008,0,0,15,0,Jammerbugt,Region Nordjylland,38957,247403.9
0849,2009,1,0,16,1,Jammerbugt,Region Nordjylland,38990,254851.5
0849,2010,1,0,17,1,Jammerbugt,Region Nordjylland,38927,270346.2
0849,2011,0,3,14,-3,Jammerbugt,Region Nordjylland,38733,272563.8
0849,2012,3,1,16,2,Jammerbugt,Region Nordjylland,38611,274607.4
0849,2013,1,3,14,-2,Jammerbugt,Region Nordjylland,38597,281048.7
0849,2014,0,1,13,-1,Jammerbugt,Region Nordjylland,38351,280881.6
0849,2015,1,0,14,1,Jammerbugt,Region Nordjylland,38293,283637.4
0849,2016,0,0,14,0,Jammerbugt,Region Nordjylland,38466,284817.8
0849,2017,1,0,15,1,Jammerbugt,Region Nordjylland,38581,289275.8
0849,2018,0,0,15,0,Jammerbugt,Region Nordjylland,38638,294715.3
0849,2019,0,0,15,0,Jammerbugt,Region Nordjylland,38460,302405.9
0849,2020,0,0,15,0,Jammerbugt,Region Nordjylland,38324,317336.1
0849,2021,2,1,16,1,Jammerbugt,Region Nordjylland,38175,328481.6
0849,2022,6,0,22,6,Jammerbugt,Region Nordjylland,38187,304298.2
0849,2023,2,1,23,1,Jammerbugt,Region Nordjylland,38364,298693.9
0849,2024,1,3,21,-2,Jammerbugt,Region Nordjylland,38234,301896.8
0851,2008,4,3,58,1,Aalborg,Region Nordjylland,195145,257142.8
0851,2009,5,0,63,5,Aalborg,Region Nordjylland,196292,262406.3
0851,2010,9,5,67,4,Aalborg,Region Nordjylland,197426,276678.2
0851,2011,7,3,71,4,Aalborg,Region Nordjylland,199188,273966.0
0851,2012,9,3,77,6,Aalborg,Region Nordjylland,201142,273389.4
0851,2013,8,8,77,0,Aalborg,Region Nordjylland,203448,277056.2
0851,2014,6,5,78,1,Aalborg,Region Nordjylland,205809,280228.9
0851,2015,5,5,78,0,Aalborg,Region Nordjylland,207805,285189.7
0851,2016,5,2,81,3,Aalborg,Region Nordjylland,210316,289002.2
0851,2017,9,4,86,5,Aalborg,Region Nordjylland,211937,294905.2
0851,2018,7,5,88,2,Aalborg,Region Nordjylland,213558,299846.0
0851,2019,13,1,100,12,Aalborg,Region Nordjylland,215312,304987.7
0851,2020,5,2,103,3,Aalborg,Region Nordjylland,217075,318095.7
0851,2021,12,7,108,5,Aalborg,Region Nordjylland,219487,325462.8
0851,2022,11,5,114,6,Aalborg,Region Nordjylland,221082,305963.2
0851,2023,7,2,119,5,Aalborg,Region Nordjylland,222571,306911.1
0851,2024,12,4,127,8,Aalborg,Region Nordjylland,223174,314877.8
0860,2008,6,0,41,6,Hjørring,Region Nordjylland,67121,246285.8
0860,2009,2,1,42,1,Hjørring,Region Nordjylland,67102,249926.4
0860,2010,2,2,42,0,Hjørring,Region Nordjylland,66803,265558.9
0860,2011,4,3,43,1,Hjørring,Region Nordjylland,66473,269701.8
0860,2012,2,4,41,-2,Hjørring,Region Nordjylland,66178,271220.8
0860,2013,2,4,39,-2,Hjørring,Region Nordjylland,65767,276784.9
0860,2014,1,2,38,-1,Hjørring,Region Nordjylland,65405,279110.2
0860,2015,3,2,39,1,Hjørring,Region Nordjylland,65295,282557.2
0860,2016,0,2,37,-2,Hjørring,Region Nordjylland,65411,286633.6
0860,2017,1,2,36,-1,Hjørring,Region Nordjylland,65307,296715.1
0860,2018,2,0,38,2,Hjørring,Region Nordjylland,65257,298857.1
0860,2019,4,1,41,3,Hjørring,Region Nordjylland,64665,304764.5
0860,2020,1,1,41,0,Hjørring,Region Nordjylland,64483,318162.2
0860,2021,4,1,44,3,Hjørring,Region Nordjylland,64155,324197.4
0860,2022,6,2,48,4,Hjørring,Region Nordjylland,63839,302684.1
0860,2023,7,2,53,5,Hjørring,Region Nordjylland,63998,301392.1
0860,2024,2,2,53,0,Hjørring,Region Nordjylland,63544,302911.5
