municipality_code,municipality_name,year,population
390,Vordingborg,2020,45566
390,Vordingborg,2021,45268
390,Vordingborg,2022,45352
390,Vordingborg,2023,45441
390,Vordingborg,2024,45751
492,Ærø,2008,6712
492,Ærø,2009,6698
492,Ærø,2010,6679
492,Ærø,2011,6663
492,Ærø,2012,6636
492,Ærø,2013,6527
492,Ærø,2014,6393
492,Ærø,2015,6276
492,Ærø,2016,6290
492,Ærø,2017,6177
492,Ærø,2018,6178
492,Ærø,2019,6058
492,Ærø,2020,5964
492,Ærø,2021,5960
492,Ærø,2022,6025
492,Ærø,2023,6008
492,Ærø,2024,5960
