municipality_code,municipality_name,year,population,average_income
479,Svendborg,2008,59040,170871.0
479,Svendborg,2009,59185,174462.0
479,Svendborg,2010,58998,186850.0
479,Svendborg,2011,58713,189217.0
479,Svendborg,2012,58551,194073.0
479,Svendborg,2013,58296,198528.0
479,Svendborg,2014,57979,203220.0
479,Svendborg,2015,57988,207099.0
479,Svendborg,2016,58228,210309.0
479,Svendborg,2017,58510,214742.0
479,Svendborg,2018,58698,218492.0
479,Svendborg,2019,58599,228998.0
479,Svendborg,2020,58296,240200.0
479,Svendborg,2021,58588,252283.0
479,Svendborg,2022,59193,252790.0
479,Svendborg,2023,59735,260178.0
479,Svendborg,2024,59727,263984.0
706,Syddjurs,2008,41281,175894.0
706,Syddjurs,2009,41314,177203.0
706,Syddjurs,2010,41392,190967.0
706,Syddjurs,2011,41734,195670.0
706,Syddjurs,2012,41815,203242.0
706,Syddjurs,2013,41894,212674.0
706,Syddjurs,2014,41719,209916.0
706,Syddjurs,2015,41652,216081.0
706,Syddjurs,2016,41889,221772.0
706,Syddjurs,2017,42021,227428.0
706,Syddjurs,2018,42468,230006.0
706,Syddjurs,2019,42768,240208.0
706,Syddjurs,2020,42962,251576.0
706,Syddjurs,2021,43168,269095.0
706,Syddjurs,2022,43596,259512.0
706,Syddjurs,2023,44207,266461.0
706,Syddjurs,2024,44076,271971.0
540,Sønderborg,2008,76913,165768.0
540,Sønderborg,2009,76793,156977.0
540,Sønderborg,2010,76439,182900.0
540,Sønderborg,2011,76193,184455.0
540,Sønderborg,2012,76094,190804.0
540,Sønderborg,2013,75732,192395.0
540,Sønderborg,2014,75264,197407.0
540,Sønderborg,2015,74937,199900.0
540,Sønderborg,2016,74737,203449.0
540,Sønderborg,2017,74801,210483.0
540,Sønderborg,2018,74650,215616.0
540,Sønderborg,2019,74561,222671.0
540,Sønderborg,2020,74220,231509.0
540,Sønderborg,2021,73831,242203.0
540,Sønderborg,2022,73711,242729.0
540,Sønderborg,2023,74380,249699.0
540,Sønderborg,2024,74233,255717.0
787,Thisted,2008,45549,160951.0
787,Thisted,2009,45596,162535.0
787,Thisted,2010,45297,175719.0
787,Thisted,2011,45145,181162.0
787,Thisted,2012,44908,185067.0
787,Thisted,2013,44494,191877.0
787,Thisted,2014,44230,192974.0
787,Thisted,2015,44078,199175.0
787,Thisted,2016,43991,203311.0
787,Thisted,2017,43826,209281.0
787,Thisted,2018,43716,213065.0
787,Thisted,2019,43660,222903.0
787,Thisted,2020,43423,232629.0
787,Thisted,2021,43160,241755.0
787,Thisted,2022,43089,244710.0
787,Thisted,2023,43383,245630.0
787,Thisted,2024,42989,252934.0
185,Tårnby,2008,40016,186265.0
185,Tårnby,2009,40214,189340.0
185,Tårnby,2010,40383,203459.0
185,Tårnby,2011,40835,209500.0
185,Tårnby,2012,41151,212669.0
185,Tårnby,2013,41572,217423.0
185,Tårnby,2014,41992,222582.0
185,Tårnby,2015,42573,227877.0
185,Tårnby,2016,42860,232591.0
185,Tårnby,2017,43010,239104.0
185,Tårnby,2018,43063,245993.0
185,Tårnby,2019,42984,252323.0
185,Tårnby,2020,42989,265421.0
185,Tårnby,2021,42670,275721.0
185,Tårnby,2022,42723,277090.0
185,Tårnby,2023,43042,290450.0
185,Tårnby,2024,43915,299878.0
550,Tønder,2008,40367,154378.0
550,Tønder,2009,40216,157264.0
550,Tønder,2010,39710,169980.0
550,Tønder,2011,39464,173996.0
550,Tønder,2012,39083,175742.0
550,Tønder,2013,38686,182838.0
550,Tønder,2014,38316,184557.0
550,Tønder,2015,38010,189550.0
550,Tønder,2016,37904,192157.0
550,Tønder,2017,37928,203148.0
550,Tønder,2018,37777,204836.0
550,Tønder,2019,37587,216267.0
550,Tønder,2020,37366,223509.0
550,Tønder,2021,37050,232876.0
550,Tønder,2022,36849,243037.0
550,Tønder,2023,36878,243142.0
550,Tønder,2024,36651,249158.0
187,Vallensbæk,2008,12399,203463.0
187,Vallensbæk,2009,13365,204412.0
187,Vallensbæk,2010,14045,222513.0
187,Vallensbæk,2011,14445,225587.0
187,Vallensbæk,2012,14565,230163.0
187,Vallensbæk,2013,14797,235874.0
187,Vallensbæk,2014,15095,244275.0
187,Vallensbæk,2015,15204,246651.0
187,Vallensbæk,2016,15419,246964.0
187,Vallensbæk,2017,15705,250019.0
187,Vallensbæk,2018,16280,255657.0
187,Vallensbæk,2019,16654,261347.0
187,Vallensbæk,2020,16633,275714.0
187,Vallensbæk,2021,16515,286490.0
187,Vallensbæk,2022,16488,282400.0
187,Vallensbæk,2023,17031,291164.0
187,Vallensbæk,2024,17800,298557.0
573,Varde,2008,50125,165340.0
573,Varde,2009,50475,168515.0
573,Varde,2010,50378,181714.0
573,Varde,2011,50351,188050.0
573,Varde,2012,50193,194046.0
573,Varde,2013,49969,203952.0
573,Varde,2014,49958,201421.0
573,Varde,2015,50122,205141.0
573,Varde,2016,50289,207071.0
573,Varde,2017,50452,215888.0
573,Varde,2018,50301,218754.0
573,Varde,2019,50129,227717.0
573,Varde,2020,49961,238710.0
573,Varde,2021,49628,250363.0
573,Varde,2022,49664,254229.0
573,Varde,2023,49995,259817.0
573,Varde,2024,49798,268401.0
575,Vejen,2008,42447,161476.0
575,Vejen,2009,42807,164464.0
575,Vejen,2010,42768,180183.0
575,Vejen,2011,42683,181892.0
575,Vejen,2012,42785,190281.0
575,Vejen,2013,42700,197106.0
575,Vejen,2014,42667,197406.0
575,Vejen,2015,42601,203630.0
575,Vejen,2016,42869,203869.0
575,Vejen,2017,42822,214071.0
575,Vejen,2018,42844,218332.0
575,Vejen,2019,42863,225825.0
575,Vejen,2020,42742,237078.0
575,Vejen,2021,42790,249003.0
575,Vejen,2022,42596,252968.0
575,Vejen,2023,42924,366280.0
575,Vejen,2024,42800,361047.0
630,Vejle,2008,104933,179578.0
630,Vejle,2009,105884,183456.0
630,Vejle,2010,106383,200481.0
630,Vejle,2011,107218,201780.0
630,Vejle,2012,108021,207287.0
630,Vejle,2013,108826,211774.0
630,Vejle,2014,109652,215397.0
630,Vejle,2015,110471,223679.0
630,Vejle,2016,111743,227036.0
630,Vejle,2017,113243,234900.0
630,Vejle,2018,114140,239626.0
630,Vejle,2019,114830,248846.0
630,Vejle,2020,115748,260325.0
630,Vejle,2021,116992,274271.0
630,Vejle,2022,119060,272949.0
630,Vejle,2023,120949,282591.0
630,Vejle,2024,121696,291272.0
820,Vesthimmerlands,2008,38277,156280.0
820,Vesthimmerlands,2009,38495,159386.0
820,Vesthimmerlands,2010,38106,170310.0
820,Vesthimmerlands,2011,37864,177831.0
820,Vesthimmerlands,2012,37534,182149.0
820,Vesthimmerlands,2013,37586,187954.0
820,Vesthimmerlands,2014,37479,189997.0
820,Vesthimmerlands,2015,37399,192756.0
820,Vesthimmerlands,2016,37296,196166.0
820,Vesthimmerlands,2017,37285,204308.0
820,Vesthimmerlands,2018,37277,208305.0
820,Vesthimmerlands,2019,37121,218261.0
820,Vesthimmerlands,2020,36727,226087.0
820,Vesthimmerlands,2021,36362,244219.0
820,Vesthimmerlands,2022,36326,245893.0
820,Vesthimmerlands,2023,36431,248423.0
820,Vesthimmerlands,2024,36012,253230.0
791,Viborg,2008,92084,170433.0
791,Viborg,2009,92823,176363.0
791,Viborg,2010,93310,191517.0
791,Viborg,2011,93498,194133.0
791,Viborg,2012,93819,198487.0
791,Viborg,2013,94333,205636.0
791,Viborg,2014,94486,207269.0
791,Viborg,2015,94985,212065.0
791,Viborg,2016,95776,215204.0
791,Viborg,2017,96477,223831.0
791,Viborg,2018,96883,229556.0
791,Viborg,2019,97113,235942.0
791,Viborg,2020,96921,246933.0
791,Viborg,2021,96679,257520.0
791,Viborg,2022,96847,259427.0
791,Viborg,2023,97731,261294.0
791,Viborg,2024,97472,268000.0
390,Vordingborg,2008,46600,161111.0
390,Vordingborg,2009,46551,165494.0
390,Vordingborg,2010,46319,179911.0
390,Vordingborg,2011,46170,181859.0
390,Vordingborg,2012,45804,186480.0
390,Vordingborg,2013,45465,192716.0
390,Vordingborg,2014,45295,196182.0
390,Vordingborg,2015,45471,200998.0
390,Vordingborg,2016,45806,201462.0
390,Vordingborg,2017,46037,206726.0
390,Vordingborg,2018,46087,212004.0
390,Vordingborg,2019,45816,217702.0
390,Vordingborg,2020,45566,230034.0
390,Vordingborg,2021,45268,239825.0
390,Vordingborg,2022,45352,246466.0
390,Vordingborg,2023,45441,247641.0
390,Vordingborg,2024,45751,253932.0
492,Ærø,2008,6712,162933.0
492,Ærø,2009,6698,164857.0
492,Ærø,2010,6679,174682.0
492,Ærø,2011,6663,174333.0
492,Ærø,2012,6636,179633.0
492,Ærø,2013,6527,180695.0
492,Ærø,2014,6393,188210.0
492,Ærø,2015,6276,188887.0
492,Ærø,2016,6290,195335.0
492,Ærø,2017,6177,197576.0
492,Ærø,2018,6178,201430.0
492,Ærø,2019,6058,207163.0
492,Ærø,2020,5964,216258.0
492,Ærø,2021,5960,224587.0
492,Ærø,2022,6025,223526.0
492,Ærø,2023,6008,229051.0
492,Ærø,2024,5960,235120.0
