CompanyVat,CompanyName,UnitName,UnitAddress,UnitZipcode,UnitCity,UnitStartdate,UnitEnddate,UnitEmployees
29189803,Esbjerg Kommune,Rensningsanlæg Vest Esbjerg,Vognsbøl Engvej 7,6700,Esbjerg,01/01 - 1994,30/03 - 2011,20-49
29189803,Esbjerg Kommune,Storkereden,Mosevej 68,6760,Ribe,03/06 - 2010,09/03 - 2014,0
29189803,Esbjerg Kommune,Integreret institution Teglgraven,Ringen 28-32,6700,Esbjerg,01/01 - 1993,05/05 - 2010,20-49
29189803,Esbjerg Kommune,RIBE VIKINGECENTER,Lustrupvej 4,6760,Ribe,01/01 - 1993,28/10 - 2014,2-4
29189803,Esbjerg Kommune,DAGBEHANDLINGSINSTITUTIONEN SLØJFEN,Neptunvej 29,6710,Esbjerg V,01/01 - 1993,09/02 - 2012,0
29189803,Esbjerg Kommune,UNGDOMSSKOLEN,Plantagevej 25,6740,Bramming,01/01 - 1993,17/04 - 2012,0
29189803,Esbjerg Kommune,Klub Nørremarken,Mosevej 71,6760,Ribe,27/05 - 2010,11/04 - 2012,0
29189803,Esbjerg Kommune,Sundhed og Rehabilitering,Fyrparken 11,6710,Esbjerg V,09/08 - 2012,05/01 - 2015,0
29189803,Esbjerg Kommune,PLEJECENTRET SOLGÅRDEN,Solgårdsvej 6,6740,Bramming,01/01 - 1993,26/05 - 2010,200-499
29189803,Esbjerg Kommune,Guldager skoles skolefritidshjem Guldstjernen,Guldager Skolevej 4,6710,Esbjerg V,01/01 - 1994,08/01 - 2012,0
29189803,Esbjerg Kommune,INTEGREREDEINSTITUTION MÆLKEBØTTEN,Bøndergårdsvej 8,6700,Esbjerg,01/01 - 1993,10/04 - 2012,10-19
29189803,Esbjerg Kommune,Hjerting Skole Afdelingen Hjertingparken,Hjertingparken 202,6710,Esbjerg V,01/01 - 1994,15/07 - 2012,1
29189803,Esbjerg Kommune,SSP & Forebyggelse,Skolegade 39,6700,Esbjerg,01/01 - 2007,06/07 - 2010,0
29189803,Esbjerg Kommune,SKOLEFRITIDSORDNINGEN HUNDERUP SKOLE,Kjærgårdsvej 9,6740,Bramming,01/01 - 1993,30/03 - 2012,1
29189803,Esbjerg Kommune,"Udviklingscenter Esbjerg - Voksen Vejledning, Botilbuddet Jernbanegade",Jernbanegade 36,6740,Bramming,01/01 - 1996,13/02 - 2014,5-9
29189803,Esbjerg Kommune,SEEM SKOLES SKOLEFRITIDSORDNING,Varmingvej 3,6760,Ribe,01/01 - 1995,04/08 - 2010,2-4
29189803,Esbjerg Kommune,"Udviklingscenter Esbjerg - Vestkysthusene, Multicentret",Gabelsvej 8B,6740,Bramming,01/01 - 1993,13/02 - 2014,0
29189803,Esbjerg Kommune,Rensningsanlæg Øst Esbjerg,Mådevej 52,6700,Esbjerg,01/01 - 1994,30/03 - 2011,5-9
29189803,Esbjerg Kommune,Nørremarkskolen,Mosevej 71,6760,Ribe,01/01 - 1993,05/01 - 2015,0
29189803,Esbjerg Kommune,Beskæftigelsen - Job- og Aktivitetscentret,Industrivej 11,6740,Bramming,01/01 - 1994,28/10 - 2014,0
29189803,Esbjerg Kommune,Døgninstitutionen Stormgade 6.1,Ulvevej 65,6715,Esbjerg N,01/01 - 1993,17/01 - 2012,0
29189803,Esbjerg Kommune,"Beskæftigelsen i Ribe, Værkstedet Industrigården, Ørstedsvej, Ribe",Ørstedsvej 8,6760,Ribe,01/01 - 1993,11/01 - 2012,0
29189803,Esbjerg Kommune,"Integreret daginstitution Trianglen, Bøndergårdsvej 8",Bøndergårdsvej 8,6700,Esbjerg,14/12 - 2011,31/07 - 2015,0
29189803,Esbjerg Kommune,"Integreret daginstitution 3stammen, Grønningen",Grønningen 4,6740,Bramming,05/11 - 2013,25/06 - 2015,0
29189803,Esbjerg Kommune,HJÆLPEMIDDEL-TEGLGÅRDEN,Vejrup Industrivej 7-9,6740,Bramming,01/01 - 1998,26/05 - 2010,5-9
29189803,Esbjerg Kommune,Nørremarkens Fritidsklub,Mosevej 71,6760,Ribe,01/01 - 2004,06/07 - 2010,2-4
29189803,Esbjerg Kommune,SFO Vindrosen Nørremarkskolen,Mosevej 71,6760,Ribe,01/01 - 1993,25/11 - 2014,0
29189803,Esbjerg Kommune,BRYNDUM SKOLENS TANDKLINIK,Bryndumvej 14,6715,Esbjerg N,27/09 - 2006,07/11 - 2007,0
29189803,Esbjerg Kommune,HUNDERUP SKOLE,Kjærgårdsvej 9,6740,Bramming,01/01 - 1993,30/03 - 2012,0
29189803,Esbjerg Kommune,Eventsekretariatet,"Nørregade 25, 2",6700,Esbjerg,26/03 - 2012,21/01 - 2015,2-4
29189803,Esbjerg Kommune,"Udviklingscenter Ribe - Ribelund, Botilbuddet Bøge Alle 125",Bøge Alle 125,6760,Ribe,01/01 - 1995,10/12 - 2012,0
29189803,Esbjerg Kommune,Familierådgivning NORD,Kirkegade 74,6700,Esbjerg,01/01 - 2002,05/01 - 2015,0
29189803,Esbjerg Kommune,Forsyningen Esbjerg,Ravnevej 10,6705,Esbjerg Ø,01/01 - 1993,20/12 - 2009,100-199
29189803,Esbjerg Kommune,SFO Frihjørnet,Roagervej 352,6760,Ribe,01/01 - 1996,10/04 - 2012,0
29189803,Esbjerg Kommune,Døgninstitutionen Stormgade 6 Torvegade 46,Torvegade 46,6700,Esbjerg,01/01 - 1997,11/01 - 2012,0
29189803,Esbjerg Kommune,CENTRAL RENSEANLÆG,Bjerrumvej 10,6760,Ribe,01/01 - 1993,25/11 - 2014,5-9
29189803,Esbjerg Kommune,Udviklingscenter Ribe - Botilbuddet Kastanie Alle 13,Kastanie Alle 13,6760,Ribe,01/01 - 1995,10/12 - 2012,1
29189803,Esbjerg Kommune,VESTER NEBEL SKOLEFRITIDSHJEM,Stokbrovej 16,6715,Esbjerg N,01/01 - 1994,30/03 - 2012,0
29189803,Esbjerg Kommune,Mågehøj Specialdeponi,Vognsbøl Engvej 16,6700,Esbjerg,01/01 - 2003,25/05 - 2010,5-9
29189803,Esbjerg Kommune,Udviklingscenter Ribe - Sensommerklubben,Kastanie Alle 10,6760,Ribe,01/01 - 1993,20/01 - 2016,2-4
29189803,Esbjerg Kommune,"Ribelund, Kastanie Alle 14",Kastanie Alle 14,6760,Ribe,01/01 - 1995,26/05 - 2010,2-4
29189803,Esbjerg Kommune,FARUP SKOLE,Farup Kirkevej 2,6760,Ribe,01/01 - 1993,30/03 - 2012,2-4
29189803,Esbjerg Kommune,Køkken Skovbo/Kollektivhuset,Ved Skoven 41E,6700,Esbjerg,27/05 - 2010,05/07 - 2016,10-19
29189803,Esbjerg Kommune,"Jobcenter Esbjerg, JobAktiv Darumvej 51",Darumvej 51,6700,Esbjerg,29/05 - 2002,03/03 - 2015,0
29189803,Esbjerg Kommune,Døgninstitutionen Stormgade 6.2,"Stormgade 6, 2",6700,Esbjerg,01/01 - 1995,11/01 - 2012,0
29189803,Esbjerg Kommune,"Revacenter Esbjerg, Handicap, Havnegade 63",Havnegade 63,6700,Esbjerg,01/01 - 2008,16/08 - 2010,1
29189803,Esbjerg Kommune,"Organisation Elverhøj, Cafe Hjørnet, Sønderportsgade, Ribe",Sønderportsgade 5,6760,Ribe,01/01 - 2007,30/06 - 2012,0
29189803,Esbjerg Kommune,Botræningstilbud Edelsvej,Edelsvej 11,6700,Esbjerg,01/01 - 1996,20/10 - 2009,50-99
29189803,Esbjerg Kommune,"Job- og aktivitetscentret, Kantinen på Grindsted Gymnasium og HF, Tinghusgade, Grindsted",Tinghusgade 20,7200,Grindsted,01/01 - 2007,08/03 - 2014,1
29189803,Esbjerg Kommune,"Integreret daginstitution Børnehuset Kvaglund, Askelunden 3",Askelunden 3,6705,Esbjerg Ø,01/01 - 1993,22/08 - 2012,0
29189803,Esbjerg Kommune,Kantinen Gjesing,Gjesinglund Alle 4,6715,Esbjerg N,01/01 - 1993,16/09 - 2010,5-9
29189803,Esbjerg Kommune,METADONKLINIKKEN SOS,Bakkevej 6,6700,Esbjerg,01/01 - 1993,26/05 - 2010,20-49
29189803,Esbjerg Kommune,SFO Sønderrisskolen,Krebsens Kvarter 58,6710,Esbjerg V,01/01 - 1994,10/04 - 2012,2-4
29189803,Esbjerg Kommune,Børnehaven Hjertingvej,Hjertingvej 62,6700,Esbjerg,01/08 - 2000,12/09 - 2010,10-19
29189803,Esbjerg Kommune,Tobakken,Gasværksgade 2,6700,Esbjerg,30/06 - 2011,09/03 - 2014,0
29189803,Esbjerg Kommune,Klub Drosselvej,Drosselvej 28,6705,Esbjerg Ø,27/05 - 2010,18/09 - 2015,0
29189803,Esbjerg Kommune,Børnecenter - Stjerneskuddet,Ulvevej 65,6715,Esbjerg N,01/01 - 2001,11/08 - 2013,0
29189803,Esbjerg Kommune,Ribe Sundhedscenter,Tangevej 6,6760,Ribe,01/09 - 2000,31/12 - 2012,2-4
29189803,Esbjerg Kommune,Træningscenter Teglgården,Gabelsvej 20,6740,Bramming,01/01 - 2008,26/05 - 2010,0
29189803,Esbjerg Kommune,Vejen Kommune Natur og miljø,Bobølmarkvej 8,6683,Føvling,01/01 - 1993,25/05 - 2010,20-49
29189803,Esbjerg Kommune,Kraftcenter - Kraftcenter for Unge,Ulvevej 27B,6715,Esbjerg N,01/10 - 2004,21/01 - 2014,0
29189803,Esbjerg Kommune,Dagplejen Nord,Fyrparken 11,6710,Esbjerg V,01/01 - 2008,13/01 - 2010,2-4
29189803,Esbjerg Kommune,"Integreret daginstitution Norddalsparken, 40",Norddalsparken 40,6710,Esbjerg V,01/01 - 1993,22/08 - 2012,0
29189803,Esbjerg Kommune,Grønnekset,Grønningen 4,6740,Bramming,01/08 - 2004,09/02 - 2012,0
29189803,Esbjerg Kommune,Socialt Rehabiliteringscenter - EH Aktiv Læring,Jyllandsgade 50-52,6700,Esbjerg,01/01 - 2004,26/09 - 2014,0
29189803,Esbjerg Kommune,Integreret institution Solsikken,Møllegårdsvej 13,6715,Esbjerg N,01/01 - 1994,08/01 - 2012,0
29189803,Esbjerg Kommune,Socialt Rehabiliteringscenter - Hjerneskadeteam Ribe,Tangevej 6,6760,Ribe,13/09 - 2010,09/03 - 2014,0
29189803,Esbjerg Kommune,Center for Socialt Udsatte - Bostedet Sjællandsgade 10,Sjællandsgade 10,6700,Esbjerg,03/09 - 2010,10/12 - 2012,2-4
29189803,Esbjerg Kommune,Kraftcenter - Kraftcenter Askelunden,Askelunden 46,6705,Esbjerg Ø,01/09 - 2000,06/06 - 2016,0
29189803,Esbjerg Kommune,"Center for Socialt Udsatte - Bostøtten, Skæveboliger, Gl Vardevej 53-55",Gl Vardevej 53-55,6700,Esbjerg,02/11 - 2012,01/03 - 2017,0
29189803,Esbjerg Kommune,Udviklingscenter Esbjerg - Voksen Vejledning Administration,Bjarkesgade 14,6700,Esbjerg,01/12 - 2004,14/08 - 2014,0
29189803,Esbjerg Kommune,Omsorg Distrikt Midt - Kollektivhuset,Vognsbøl Engvej 1,6700,Esbjerg,15/04 - 1966,18/04 - 2017,0
29189803,Esbjerg Kommune,Ribe Plejecenter,Tangevej 6,6760,Ribe,01/01 - 2002,07/08 - 2014,0
29189803,Esbjerg Kommune,Socialt Rehabiliteringscenter - Voksen Støtte Hans Tausens Vej,Hans Tausens Vej 1,6700,Esbjerg,01/01 - 2004,02/12 - 2015,0
29189803,Esbjerg Kommune,Kultur & Pædagogik - Det Gamle Rådhus,V Støckens Plads 1,6760,Ribe,01/01 - 2003,12/04 - 2019,0
29189803,Esbjerg Kommune,Familierådgivningen Ribe,Giørtz Plads 2,6760,Ribe,04/12 - 2012,30/03 - 2017,0
29189803,Esbjerg Kommune,Administrationsbygningen Kirkegade,Kirkegade 74,6700,Esbjerg,14/03 - 2012,31/12 - 2016,0
29189803,Esbjerg Kommune,"Ungecenter Ekstern, Darumvej",Darumvej 112,6700,Esbjerg,05/11 - 2013,30/09 - 2016,0
29189803,Esbjerg Kommune,Udviklingscenter Ribe - Voksen Støtte Tangevej 6,Tangevej 6,6760,Ribe,03/09 - 2010,20/10 - 2016,0
29189803,Esbjerg Kommune,"Dagtilbud Tjæreborg/Esbjerg Ø - afd. Børnehusene Tjæreborg, Kærhaven",Kærhaven 9,6731,Tjæreborg,27/03 - 2012,31/10 - 2017,0
29189803,Esbjerg Kommune,Sundhedsplejen Syd,Giørtz Plads 2,6760,Ribe,04/12 - 2012,01/09 - 2016,0
29189803,Esbjerg Kommune,Ungdomsskolen Esbjerg - under afvikling,Grønlandsparken 300,6715,Esbjerg N,01/01 - 1993,13/09 - 2016,0
29189803,Esbjerg Kommune,Seksualvejledningsklinikken,"Jyllandsgade 79, st",6700,Esbjerg,01/01 - 2008,09/03 - 2014,0
29189803,Esbjerg Kommune,Arbejdsmarkedscenter Esbjerg,Exnersgade 33,6700,Esbjerg,01/01 - 2005,26/05 - 2010,10-19
29189803,Esbjerg Kommune,Fysioterapeuter og Støtte- pædagoger i Dagpasning,Storegade 31-35,6700,Esbjerg,01/01 - 2004,18/03 - 2008,5-9
29189803,Esbjerg Kommune,Klub Guldager,Guldager Skolevej 4,6710,Esbjerg V,01/01 - 2002,09/09 - 2012,0
29189803,Esbjerg Kommune,FAMILIEHUSET,Skolegade 10,6690,Gørding,01/01 - 1993,05/09 - 2010,5-9
29189803,Esbjerg Kommune,Udviklingscenter Esbjerg - Edelsvej Adm,"Spangsbjerg Kirkevej 2, st. th..",6700,Esbjerg,12/03 - 2012,28/02 - 2017,0
29189803,Esbjerg Kommune,KLUB LANGELAND,Langelandsvej 10,6705,Esbjerg Ø,01/01 - 1994,04/08 - 2010,5-9
29189803,Esbjerg Kommune,Center for Misbrug & Udsatte - Skæve boliger Gormsgade,Gormsgade 26,6700,Esbjerg,29/02 - 2012,01/02 - 2019,1
29189803,Esbjerg Kommune,KLUB- 10'EREN,Fyrparken 10,6710,Esbjerg V,01/01 - 1993,24/06 - 2010,5-9
29189803,Esbjerg Kommune,FARUP SKOLEFRITIDSORDNING Solsikken,Farup Kirkevej 2,6760,Ribe,01/01 - 1993,30/03 - 2012,2-4
29189803,Esbjerg Kommune,"Jobcenter Esbjerg, JobAktiv - Motorvej",Strandby Kirkevej 40,6705,Esbjerg Ø,14/02 - 2012,11/10 - 2012,0
29189803,Esbjerg Kommune,Kultur- og Fritidshuset (S),Skolegade 54,6700,Esbjerg,01/01 - 2015,31/05 - 2016,0
29189803,Esbjerg Kommune,Ribe Ungdomsskole,Hundegade 4,6760,Ribe,01/01 - 1993,03/08 - 2010,2-4
29189803,Esbjerg Kommune,Fritidshjemmet Kjersing,Vestre Kjersingvej 110,6705,Esbjerg Ø,01/01 - 2004,24/06 - 2010,10-19
29189803,Esbjerg Kommune,VESTER NEBEL SKOLE,Stokbrovej 16,6715,Esbjerg N,01/01 - 1993,30/03 - 2012,2-4
29189803,Esbjerg Kommune,Center for Misbrug - Værestedet Kirkegade,Kirkegade 74,6700,Esbjerg,06/09 - 2010,09/02 - 2015,2-4
29189803,Esbjerg Kommune,Klub Nørremarken,Mosevej 71,6760,Ribe,30/06 - 2011,25/06 - 2015,0
29189803,Esbjerg Kommune,Pædagogik & Undervisning,Fyrparken 11,6710,Esbjerg V,21/03 - 2014,06/01 - 2016,0
29189803,Esbjerg Kommune,Skolefritidshjemmet Ravnsbjerggård,Krebsens Kvarter 58,6710,Esbjerg V,01/01 - 1993,06/07 - 2010,10-19
29189803,Esbjerg Kommune,Klub Hostrup,Kokspangvej 54,6710,Esbjerg V,01/01 - 2004,01/08 - 2015,0
29189803,Esbjerg Kommune,Specialcenter Kornvangen Syd,Kastanie Alle 21,6760,Ribe,01/01 - 1995,01/09 - 2015,0
29189803,Esbjerg Kommune,Udviklingscenter Ribe - Botilbuddet Tangevej 2,Tangevej 2,6760,Ribe,01/01 - 1995,31/10 - 2015,2-4
29189803,Esbjerg Kommune,Esbjerg Kommune BRAND & REDNING,Vibevej 18,6705,Esbjerg Ø,01/01 - 1993,19/08 - 2015,0
29189803,Esbjerg Kommune,PRÆSTEGÅRDENS TANDKLINIK,Søndervangen 18,6700,Esbjerg,27/09 - 2006,07/11 - 2007,0
29189803,Esbjerg Kommune,Biblioteket Tjæreborg,Skolevej 44C,6731,Tjæreborg,01/01 - 1995,05/04 - 2014,0
29189803,Esbjerg Kommune,RIBE BRANDSTATION,Odins Plads 2,6760,Ribe,01/01 - 1993,31/12 - 2014,0
29189803,Esbjerg Kommune,Kantinen på Varde Gymnasium og HF,Frisvadvej 72,6800,Varde,01/01 - 2007,07/01 - 2010,1
29189803,Esbjerg Kommune,SFO Filuren Valdemarskolen,Seminarievej 15,6760,Ribe,01/01 - 1993,26/02 - 2015,0
29189803,Esbjerg Kommune,"Revacenter Esbjerg, Jobkonsortiet, Havnegade 61",Havnegade 61,6700,Esbjerg,01/05 - 2005,10/01 - 2012,0
29189803,Esbjerg Kommune,Projekt Sofie,Storegade 182,6705,Esbjerg Ø,13/09 - 2011,23/01 - 2015,5-9
29189803,Esbjerg Kommune,"Bostøtten, Refugiet Annekset, Nørregade, Esbjerg",Nørregade 101,6700,Esbjerg,01/04 - 2002,31/10 - 2012,1
29189803,Esbjerg Kommune,Børnecenter - Familiepleje,Fyrparken 11,6710,Esbjerg V,14/03 - 2012,22/04 - 2014,0
29189803,Esbjerg Kommune,SFO Delfinen,Nør-Eng 6,6760,Ribe,01/01 - 2004,07/11 - 2007,1
29189803,Esbjerg Kommune,Redningsberedskab Bramminge,Sct Knuds Alle 7,6740,Bramming,01/01 - 1993,09/08 - 2010,2-4
29189803,Esbjerg Kommune,"Revacenter Esbjerg, Cafe Harlekin, Nørregade 19",Nørregade 19,6700,Esbjerg,01/01 - 1993,10/01 - 2012,2-4
29189803,Esbjerg Kommune,Birkevangen Øster Alle,Øster Alle 59,6600,Vejen,01/01 - 2006,26/05 - 2010,5-9
29189803,Esbjerg Kommune,Ungdomshuset,Grønningen 3,6740,Bramming,01/01 - 2004,31/12 - 2011,5-9
29189803,Esbjerg Kommune,Huset,Finsensgade 1,6700,Esbjerg,30/06 - 2011,08/03 - 2014,0
29189803,Esbjerg Kommune,GULDAGER SKOLE,Guldager Skolevej 4,6710,Esbjerg V,01/01 - 1993,08/01 - 2012,0
29189803,Esbjerg Kommune,Pædagogisk Central,Jernbanegade 8,6740,Bramming,01/01 - 2004,10/04 - 2012,1
29189803,Esbjerg Kommune,Køkkenet Gjesing Midtby,Ulvevej 88,6715,Esbjerg N,27/05 - 2010,06/07 - 2016,0
29189803,Esbjerg Kommune,Musikskolen Bramminge,Sct Knuds Alle 7,6740,Bramming,01/01 - 1993,11/05 - 2011,5-9
29189803,Esbjerg Kommune,Rehabilitering,"Nygårdsvej 134B, 3",6700,Esbjerg,09/08 - 2012,22/04 - 2015,0
29189803,Esbjerg Kommune,Værker Ribe,Ørstedsvej 63,6760,Ribe,01/01 - 1993,30/03 - 2011,1
29189803,Esbjerg Kommune,KARSTENSMINDE OMRÅDECENTER,Hans Jensens Vej 1,6771,Gredstedbro,01/01 - 1993,07/08 - 2014,1
29189803,Esbjerg Kommune,Ribe Sundhedscenter,Tangevej 6,6760,Ribe,01/07 - 2013,28/10 - 2014,1
29189803,Esbjerg Kommune,Støttecenter Tieren,Spangsbjerg Kirkevej 10-12,6700,Esbjerg,01/01 - 2001,20/10 - 2009,20-49
29189803,Esbjerg Kommune,"SFO Nordlys, Blåbjerggårdsskolen",Grønlandsparken 300,6715,Esbjerg N,01/01 - 1994,25/11 - 2014,0
29189803,Esbjerg Kommune,Socialt Rehabiliteringscenter - Aktivitetstilbuddet Nørvang,Nørvang 88,6700,Esbjerg,05/06 - 2012,05/02 - 2020,1
29189803,Esbjerg Kommune,Hybelfunktion,Gabelsvej 20,6740,Bramming,01/01 - 2004,17/09 - 2012,2-4
29189803,Esbjerg Kommune,"Organisation Elverhøj, Elverhøj, Bjarkesgade, Esbjerg",Finsensgade 11A,6700,Esbjerg,01/01 - 2001,25/06 - 2015,2-4
29189803,Esbjerg Kommune,Støttecenter Nærstedet,"Stormgade 20A, 1",6700,Esbjerg,01/12 - 1994,16/08 - 2010,2-4
29189803,Esbjerg Kommune,Korskroen Motorcross-banen,Grønlandsparken 290,6715,Esbjerg N,01/01 - 2005,06/07 - 2010,10-19
29189803,Esbjerg Kommune,Specialcenter RABU - Esbjerg,Gammelby Strandvej 2,6700,Esbjerg,01/01 - 1993,09/02 - 2014,10-19
29189803,Esbjerg Kommune,Nordstjernen,Bakkevej 4,6700,Esbjerg,01/01 - 1993,17/01 - 2012,0
29189803,Esbjerg Kommune,BOFÆLLESSKABET MØLLEGADE,Møllegade 20,6740,Bramming,01/01 - 1996,16/08 - 2010,2-4
29189803,Esbjerg Kommune,Susåvænget,Edelsvej 15,6700,Esbjerg,01/01 - 2006,26/05 - 2010,2-4
29189803,Esbjerg Kommune,Udviklingscenter Ribe - Botilbuddet Bøge Alle 6,Bøge Alle 6,6760,Ribe,01/01 - 1995,29/06 - 2017,1
29189803,Esbjerg Kommune,Sygedagpenge,Fyrparken 11,6710,Esbjerg V,01/01 - 1995,26/05 - 2010,50-99
29189803,Esbjerg Kommune,"Udviklingscenter Esbjerg - Voksen Vejledning, Støttecenter Hedebo",Birkelunden 10,6705,Esbjerg Ø,01/12 - 2004,13/02 - 2014,5-9
29189803,Esbjerg Kommune,Musikskolen Ribe,Seminarievej 15,6760,Ribe,01/01 - 1993,17/04 - 2012,5-9
29189803,Esbjerg Kommune,Himmelekspressen,Jernbanegade 63,6700,Esbjerg,01/01 - 2003,08/03 - 2014,2-4
29189803,Esbjerg Kommune,Center for Socialt Udsatte - Stormly,Jerrigsvej 40,6710,Esbjerg V,28/09 - 2011,31/12 - 2012,10-19
29189803,Esbjerg Kommune,Børnecenter - Pusterummet,Idræts Alle 12A,6740,Bramming,14/03 - 2012,30/06 - 2016,1
29189803,Esbjerg Kommune,"Revacenter Esbjerg, Jobkursen Øst, Vejen",Favrskovvej 23,6650,Brørup,01/04 - 2004,11/01 - 2012,0
29189803,Esbjerg Kommune,Dagplejen Nord (under afvikling pt.),Fyrparken 11,6710,Esbjerg V,05/09 - 2011,08/07 - 2016,0
29189803,Esbjerg Kommune,"Specialcenter RABU - Ribe, Bøge Allé 11 (Afventer lukning pt.)",Bøge Alle 11,6760,Ribe,07/03 - 2012,09/03 - 2017,0
29189803,Esbjerg Kommune,Studie 10 Ribe,Skyttevej 29,6760,Ribe,01/08 - 2014,06/07 - 2017,0
29189803,Esbjerg Kommune,Børnecenter - Vores Hus,Skolebakken 86,6700,Esbjerg,07/12 - 2011,30/09 - 2016,0
29189803,Esbjerg Kommune,Dagtilbud Jerne-Spangsbjerg - Afd. Tusindfryd,Skoleparken 20,6705,Esbjerg Ø,01/01 - 1993,15/01 - 2018,10-19
29189803,Esbjerg Kommune,Udviklingscenter Ribe - Botilbuddet Kastanie Alle 14,Kastanie Alle 14,6760,Ribe,20/06 - 2013,18/04 - 2017,0
29189803,Esbjerg Kommune,Specialrådgivning (Familie),Fyrparken 11,6710,Esbjerg V,26/03 - 2012,18/03 - 2014,0
29189803,Esbjerg Kommune,MØDESTEDET,Skolegade 10,6690,Gørding,01/01 - 1993,16/09 - 2010,1
29189803,Esbjerg Kommune,"Jobcenter Esbjerg, JobAktiv Darumvej 49-51",Darumvej 49-51,6700,Esbjerg,08/06 - 2012,06/04 - 2017,0
29189803,Esbjerg Kommune,Ungecenter - Askekrattet,Askekrattet 1,6705,Esbjerg Ø,01/01 - 1999,09/03 - 2017,0
29189803,Esbjerg Kommune,Omsorg Distrikt Syd - Riberhus,Sct Nicolaj Gade 18,6760,Ribe,01/01 - 1993,22/02 - 2017,0
29189803,Esbjerg Kommune,Helle Bibliotek Postboks 48,Kærvej 2,6753,Agerbæk,01/01 - 2005,07/11 - 2007,1
29189803,Esbjerg Kommune,Tandplejen Administration,Åmoseparken 250,6710,Esbjerg V,01/01 - 2004,26/02 - 2016,0
29189803,Esbjerg Kommune,Udviklingscenter Ribe - Botilbuddet Drost Pedersvej,Drost Pedersvej 8,6760,Ribe,03/09 - 2010,18/04 - 2017,0
29189803,Esbjerg Kommune,Udviklingscenter Ribe - Botilbuddet Mosevej,Mosevej 74,6760,Ribe,03/09 - 2010,18/04 - 2017,0
29189803,Esbjerg Kommune,Udviklingscenter Ribe - Botilbuddet Kastanie Alle 3,Kastanie Alle 3,6760,Ribe,01/01 - 1995,18/04 - 2017,0
29189803,Esbjerg Kommune,Dagtilbud Jerne-Spangsbjerg - Afd. Midtbyens Børnehave,Haraldsgade 60A,6700,Esbjerg,01/09 - 1998,06/12 - 2017,5-9
29189803,Esbjerg Kommune,Udviklingscenter Esbjerg - Voksen-støtte Finsensgade,"Finsensgade 11, ST. TV.",6700,Esbjerg,01/04 - 2005,16/10 - 2018,5-9
29189803,Esbjerg Kommune,Udviklingscenter Ribe - Botilbuddet Kastanie Alle 1,Kastanie Alle 1,6760,Ribe,01/01 - 1995,16/10 - 2018,0
29189803,Esbjerg Kommune,"Udviklingscenter Ribe - Beskæftigelsen Pile Allé 2, Ørstedsvej",Ørstedsvej 7B,6760,Ribe,12/01 - 2012,24/02 - 2017,0
29189803,Esbjerg Kommune,Udviklingscenter Vest - Voksenstøtte Idræts Alle,Idræts Alle 4,6740,Bramming,01/02 - 2017,12/10 - 2020,1
29189803,Esbjerg Kommune,Administrationsbygningen Sct. Knuds Alle,Sct Knuds Alle 7,6740,Bramming,01/01 - 1993,24/05 - 2017,0
29189803,Esbjerg Kommune,Projekt Sofie,Fyrparken 11,6710,Esbjerg V,01/01 - 2016,06/02 - 2017,0
29189803,Esbjerg Kommune,Kantinen Gjesing,Gjesinglund Alle 4,6715,Esbjerg N,29/09 - 2011,21/07 - 2016,0
29189803,Esbjerg Kommune,Dagtilbud Jerne-Spangsbjerg - Afd. Ringgården børnehavegruppe,Tulipanvej 17,6705,Esbjerg Ø,04/02 - 2016,21/02 - 2018,5-9
29189803,Esbjerg Kommune,"Jobcenter Esbjerg, Jobaktiv - Kantinen på Esbjerg Gymnasium",Spangsbjerg Møllevej 310,6705,Esbjerg Ø,22/07 - 2016,08/11 - 2019,0
29189803,Esbjerg Kommune,"Træning & Hjælpemidler, Genoptræning Ribe",Tangevej 6,6760,Ribe,01/07 - 2016,13/07 - 2017,0
29189803,Esbjerg Kommune,"Dagtilbud Tjæreborg/Esbjerg Ø - afd. Børnehusene Tjæreborg, Kærvej (afventer lukning)",Kærvej 5,6731,Tjæreborg,01/01 - 1993,03/04 - 2018,20-49
29189803,Esbjerg Kommune,Udviklingscenter Vest - Botilbuddet Bøge Alle 6+16,Bøge Alle 16,6760,Ribe,01/01 - 1995,11/09 - 2019,0
29189803,Esbjerg Kommune,Familiecenter Hjemme-hos Team (U.A.),"Stormgade 6, st. th..",6700,Esbjerg,01/01 - 2003,10/08 - 2017,0
29189803,Esbjerg Kommune,Ungdomsskolen Studie 10 Esbjerg,Grønlandsparken 300,6715,Esbjerg N,01/01 - 1993,31/05 - 2018,0
29189803,Esbjerg Kommune,Ungdomsskolen Bramming,Bakkevej 9,6740,Bramming,03/07 - 2012,31/05 - 2018,0
29189803,Esbjerg Kommune,Dagtilbud Hjerting-Esbjerg NV - Afd. Spiren Vester Nebel,Landsbytoften 3B,6715,Esbjerg N,01/01 - 1997,29/05 - 2019,2-4
29189803,Esbjerg Kommune,Udviklingscenter Vest - Botilbuddet Gammelby Strandvej,Gammelby Strandvej 2,6700,Esbjerg,15/01 - 2013,12/10 - 2020,0
29189803,Esbjerg Kommune,Dagtilbud Jerne-Spangsbjerg - Afd. Tovværkets Børnegård,Grådybet 75,6700,Esbjerg,17/10 - 1999,04/02 - 2019,0
29189803,Esbjerg Kommune,Udviklingscenter Vest - Voksenstøtte Fyrparken,Fyrparken 35,6710,Esbjerg V,01/02 - 2017,12/10 - 2020,0
