CompanyVat,CompanyName,UnitName,UnitAddress,UnitZipcode,UnitCity,UnitStartdate,UnitEnddate,UnitEmployees
39186829,DKT Holdings ApS,DKT Holdings ApS,Teglholmsgade 1,2450,København SV,22/12 - 2017,,
25781309,DLR KREDIT A/S,Tigre Karoline Elisabeth Kornerup Stentebjerg-Olesen,"Rådmandsgade 2A, 3. th.",2200,København N,15/04 - 2006,15/04 - 2006,
25781309,DLR KREDIT A/S,DLR KREDIT A/S,Nyropsgade 21,1602,København V,01/12 - 2000,21/05 - 2001,
25781309,DLR KREDIT A/S,DLR KREDIT A/S,Nyropsgade 17,1602,København V,01/01 - 1989,,284
10882230,DSB Service & Retail A/S,DSB Kiosk,Karlslunde Parkvej 28,2690,Karlslunde,23/07 - 2002,31/12 - 2002,
10882230,DSB Service & Retail A/S,DSB Minibar Hillerød Station,Nordre Jernbanevej 37,3400,Hillerød,01/01 - 2000,01/01 - 2000,
10882230,DSB Service & Retail A/S,DSB Kælder Københavns Hovedbanegård,Banegårdspladsen 7,1570,København V,01/01 - 2000,01/01 - 2000,
10882230,DSB Service & Retail A/S,DSB RESTAURANTER OG KIOSKER TOG SERVICE,UKENDT,,,01/01 - 1993,31/12 - 1998,
10882230,DSB Service & Retail A/S,HR kompetence og uddannelse (DSB Kort & Godt A/S),Sølvgade 40F,1307,København K,20/12 - 2011,31/12 - 2012,
10882230,DSB Service & Retail A/S,DSB MINIBAR,Østerbrogade 240,2100,København Ø,01/05 - 1997,01/08 - 1999,
10882230,DSB Service & Retail A/S,DSB MINIBAR,Oslo Plads 8,2100,København Ø,23/06 - 2010,09/06 - 2011,
10882230,DSB Service & Retail A/S,Kort & Godt A/S Rungsted Kyst,Vestre Stationsvej 7,2960,Rungsted Kyst,01/01 - 2008,25/10 - 2010,
10882230,DSB Service & Retail A/S,Kort & Godt A/S,Ved Vesterport 2,1612,København V,01/01 - 2008,01/01 - 2008,
10882230,DSB Service & Retail A/S,IC - Marked,Banegårdspladsen 7,1570,København V,01/01 - 2001,31/12 - 2001,
10882230,DSB Service & Retail A/S,DSB RESTAURANTER OG KIOSKER A/S,Stationsvej 15,7500,Holstebro,01/01 - 2001,01/01 - 2001,
10882230,DSB Service & Retail A/S,Kort & Godt A/S Skjern,Bredgade 55,6900,Skjern,01/01 - 2008,05/09 - 2011,
10882230,DSB Service & Retail A/S,DSB IC Marked,Banegårdspladsen 7,1570,København V,01/01 - 2001,01/01 - 2001,
10882230,DSB Service & Retail A/S,DSB KIOSK NORDHAVN STATION,Østbanegade 120,2100,København Ø,01/01 - 2001,31/12 - 2001,
10882230,DSB Service & Retail A/S,DSB MINI BAR HØJE TAASTRUP STATION,Banestrøget 5,2630,Taastrup,01/01 - 1992,31/12 - 1998,
10882230,DSB Service & Retail A/S,DSB Kiosk Ellebjerg Station,Ellebjergvej,2450,København SV,01/01 - 2002,31/12 - 2002,
10882230,DSB Service & Retail A/S,Kort & Godt A/S Snekkersten,Nørrevej 93,3070,Snekkersten,01/01 - 2008,01/01 - 2008,
10882230,DSB Service & Retail A/S,DSB kiosken Vangede station,Vangedevej 145,2820,Gentofte,01/01 - 2001,01/01 - 2001,
10882230,DSB Service & Retail A/S,"DSB Kiosk, Sydhavn St.",Ernst Kapers Vej 1,2450,København SV,01/01 - 2000,31/12 - 2000,
10882230,DSB Service & Retail A/S,DSB Servicekiosk Stenløse Station,Stationspladsen 2,3660,Stenløse,01/01 - 1999,01/01 - 1999,
10882230,DSB Service & Retail A/S,DSB Kiosk KBH Hovedbanegård Spor 9/10,Banegårdspladsen 7,1570,København V,01/01 - 2001,01/01 - 2001,
10882230,DSB Service & Retail A/S,Kort & Godt A/S Espergærde,Kløvermarken 3,3060,Espergærde,01/01 - 2008,01/01 - 2008,
10882230,DSB Service & Retail A/S,DSB TOGSERVICE,Bernstorffsgade 14,1577,København V,01/01 - 1987,31/12 - 1998,
10882230,DSB Service & Retail A/S,Kort & Godt A/S Kokkedal,Kokkedal Stationsvej 6,2970,Hørsholm,01/01 - 2008,25/10 - 2010,
10882230,DSB Service & Retail A/S,Kort & Godt A/S Tinglev,Stationsvej 33,6360,Tinglev,01/01 - 2008,05/09 - 2011,
10882230,DSB Service & Retail A/S,Kort & Godt A/S Hedehusene,Hovedgaden 437,2640,Hedehusene,01/01 - 2008,25/10 - 2010,
10882230,DSB Service & Retail A/S,Kort & Godt A/S Helsingør,Stationspladsen 2,3000,Helsingør,01/01 - 2008,31/08 - 2008,
10882230,DSB Service & Retail A/S,DSB Kioskmarked Flyvebådsterminalen,Havnegade 50,1058,København K,01/01 - 2001,30/11 - 2001,
10882230,DSB Service & Retail A/S,DSB Kiosk Spor 9/10,Banegårdspladsen 7,1570,København V,01/01 - 2002,31/12 - 2002,
10882230,DSB Service & Retail A/S,DSB 7-Eleven Solrød Strand,Solrød Center 47,2680,Solrød Strand,01/01 - 2008,16/09 - 2015,0
10882230,DSB Service & Retail A/S,Specialiteten Københavns Hovedbanegård,Banegårdspladsen 7,1570,København V,01/01 - 2000,29/05 - 2006,20-49
10882230,DSB Service & Retail A/S,DSB Minibar II Østerport Station,Oslo Plads 8,2100,København Ø,01/01 - 2000,31/12 - 2002,0
10882230,DSB Service & Retail A/S,DSB Kort & Godt Brønderslev,Banegårdspladsen 10,9700,Brønderslev,01/01 - 2008,30/12 - 2013,0
10882230,DSB Service & Retail A/S,DSB CAFE ROSKILDE STATION,Jernbanegade 1,4000,Roskilde,01/01 - 1987,30/09 - 2006,10-19
10882230,DSB Service & Retail A/S,DSB HR-DRIFT TEAM REFUSIONER OG ØKONOMI (K&G),Sølvgade 40C,1307,København K,28/02 - 2011,30/12 - 2012,0
10882230,DSB Service & Retail A/S,DSB 7-Eleven Hvidovre,Hvidovrevej 53-57,2650,Hvidovre,01/01 - 2008,30/06 - 2015,0
10882230,DSB Service & Retail A/S,DSB Cafe´ Århus Station,Banegårdspladsen 1,8000,Aarhus C,01/01 - 1987,09/06 - 2011,5-9
10882230,DSB Service & Retail A/S,DSB KIOSK Holstedbro STATION,Stationsvej 15,7500,Holstebro,01/01 - 2002,31/12 - 2002,2-4
10882230,DSB Service & Retail A/S,DSB Café VEJLE STATION,Banegårdspladsen 3,7100,Vejle,01/01 - 1987,13/01 - 2009,1
10882230,DSB Service & Retail A/S,DSB KIOSK ALLERØD STATION,Allerød Stationsvej 4,3450,Allerød,01/01 - 2001,01/01 - 2001,2-4
10882230,DSB Service & Retail A/S,DSB MINIBAR SLAGELSE STATION,Sdr.Stationsvej 28,4200,Slagelse,01/01 - 1987,31/12 - 1998,0
10882230,DSB Service & Retail A/S,DSB MINIBAR VESTERPORT STATION,Ved Vesterport 2,1612,København V,01/01 - 1987,09/01 - 2000,0
10882230,DSB Service & Retail A/S,DSB KIOSK GREVE STATION,Stationsholmen 6,2670,Greve,01/01 - 1987,31/01 - 2000,0
10882230,DSB Service & Retail A/S,DSB Kort & Godt Vojens,Odinsplads 3,6500,Vojens,01/01 - 2008,30/12 - 2013,0
10882230,DSB Service & Retail A/S,DSB Kort & Godt Rødekro,Banegaardspladsen 2,6230,Rødekro,01/01 - 2008,29/11 - 2013,0
10882230,DSB Service & Retail A/S,DSB MINIBAR NYKØBING F STATION,Banegårdspladsen 2,4800,Nykøbing F,01/01 - 1997,31/12 - 2003,5-9
10882230,DSB Service & Retail A/S,DELIKATESSEN,Banegårdspladsen 7,1570,København V,01/01 - 1996,29/05 - 2006,1
10882230,DSB Service & Retail A/S,DSB 7-Eleven Brøndby Strand,Brøndby Strand Centrum 1,2660,Brøndby Strand,01/01 - 2008,04/05 - 2014,0
10882230,DSB Service & Retail A/S,QUICKKIOSKEN KBH HOVEDBANEGÅRD AFGANGSHALLEN,Bernstorffsgade 18,1577,København V,01/01 - 1989,31/12 - 1999,20-49
10882230,DSB Service & Retail A/S,DSB 7-Eleven Nørreport Øst,Nørre Voldgade 1-3,1358,København K,24/01 - 2011,06/12 - 2011,5-9
10882230,DSB Service & Retail A/S,Kort & Godt A/S Viborg,Banegårdspladsen 2,8800,Viborg,01/01 - 2008,05/09 - 2011,0
10882230,DSB Service & Retail A/S,DSB MINIBAR 2 KØBENHAVNS HOVEDBANEGÅRD,Banegårdspladsen 7,1570,København V,01/01 - 1998,31/05 - 2006,1
10882230,DSB Service & Retail A/S,RSH Odense Kiosk - Østre Stationsvej 27,Østre Stationsvej 27,5000,Odense C,01/01 - 2008,29/06 - 2011,20-49
10882230,DSB Service & Retail A/S,DSB Kort & Godt Hobro,Stationsvej 12,9500,Hobro,01/01 - 2008,29/11 - 2013,1
10882230,DSB Service & Retail A/S,DSB Pilsbar Københavns Hovedbanegård,Banegårdspladsen 7,1570,København V,01/01 - 2000,12/11 - 2009,5-9
10882230,DSB Service & Retail A/S,DSB HR Drift Refusioner,Sølvgade 40,1307,København K,19/02 - 2008,25/10 - 2010,0
10882230,DSB Service & Retail A/S,DSB Detail A/S,"Mejlgade 48B, 2. th.",8000,Århus C,01/04 - 2008,05/09 - 2011,1
10882230,DSB Service & Retail A/S,DSB MINIBAR LYNGBY STATION,Jernbanepladsen 47,2800,Kgs.Lyngby,01/01 - 1987,31/12 - 2007,1
10882230,DSB Service & Retail A/S,DSB Kort & Godt Korsør,Storebæltsvej 2,4220,Korsør,01/01 - 2008,30/10 - 2013,0
10882230,DSB Service & Retail A/S,Kort & Godt A/S Humlebæk,Hal Kochs Vej 1,3050,Humlebæk,01/01 - 2008,25/10 - 2010,0
10882230,DSB Service & Retail A/S,DSB Kort & Godt Virum,Frederiksdalsvej 64,2830,Virum,01/01 - 2008,30/10 - 2013,0
10882230,DSB Service & Retail A/S,DSB Kort & Godt Bramming,Jernbanegade 9,6740,Bramming,01/01 - 2008,29/09 - 2013,0
10882230,DSB Service & Retail A/S,DSB KIOSK KOKKEDAL STATION,Kokkedal Stationsvej 8,2980,Kokkedal,01/01 - 2003,31/12 - 2003,0
10882230,DSB Service & Retail A/S,DSB Detail A/S,Charlottenl Station 2,2920,Charlottenlund,01/01 - 2007,08/06 - 2010,20-49
10882230,DSB Service & Retail A/S,DSB kiosk Virum station,Frederiksdalsvej 64,2830,Virum,01/01 - 1999,30/09 - 1999,1
10882230,DSB Service & Retail A/S,DSB 7-Eleven Værløse,Hareskovhvilevej 10,3500,Værløse,01/01 - 2008,31/12 - 2014,0
10882230,DSB Service & Retail A/S,DSB MINIBAR ÅRHUS HOVEDBANEGÅRD,Banegårdspladsen 1,8000,Aarhus C,01/01 - 1998,09/06 - 2011,10-19
10882230,DSB Service & Retail A/S,SWEET CORNER KBH HOVEDBANEGÅRD AFGANGSHALLEN,Banegårdspladsen 7,1570,København V,01/01 - 1994,30/11 - 2006,10-19
10882230,DSB Service & Retail A/S,DSB TEAM REFUSIONER (Kort & Godt),Sølvgade 40,1307,København K,01/01 - 2008,31/12 - 2012,1
10882230,DSB Service & Retail A/S,DSB 7-Eleven Avedøre,Kærgårdsvej 52,2650,Hvidovre,01/01 - 2008,31/12 - 2014,1
10882230,DSB Service & Retail A/S,Kort & Godt A/S Sønderborg,Dybbølgade 2,6400,Sønderborg,01/01 - 2008,25/10 - 2010,1
10882230,DSB Service & Retail A/S,DSB MINIBAR 3 KØBENHAVNS HOVEDBANEGÅRD,Banegårdspladsen 7,1570,København V,01/01 - 1998,09/06 - 2011,2-4
10882230,DSB Service & Retail A/S,Kort & Godt A/S Klampenborg,Dyrehavevej 1,2930,Klampenborg,01/01 - 2008,25/10 - 2010,20-49
10882230,DSB Service & Retail A/S,DSB Brødværksted Århus rutebilstation,Fredensgade 45,8000,Aarhus C,01/01 - 1999,31/12 - 2003,5-9
10882230,DSB Service & Retail A/S,DSB CAFE HØJE TAASTRUP STATION,Banestrøget 5,2630,Taastrup,01/01 - 1989,31/12 - 2003,5-9
10882230,DSB Service & Retail A/S,RSH Brødværksted København H,Banegårdspladsen 7,1570,København V,01/01 - 2000,23/10 - 2011,0
10882230,DSB Service & Retail A/S,DSB Kort & Godt Frederikssund,Jernbanegade 46,3600,Frederikssund,01/01 - 2008,30/12 - 2013,0
10882230,DSB Service & Retail A/S,DSB CAFE KØGE STATION,Stationspladsen 2,4600,Køge,01/01 - 1987,31/12 - 2001,5-9
10882230,DSB Service & Retail A/S,DSB KIOSK FREDERIKSBERG STATION,Falkoner Alle 21,2000,Frederiksberg,01/01 - 1987,31/12 - 2002,0
10882230,DSB Service & Retail A/S,DSB Fast Food Cafe´ Odense Banegårdscenter,"Østre Stationsvej 27, 2",5000,Odense C,01/01 - 1987,09/06 - 2011,2-4
10882230,DSB Service & Retail A/S,DSB 7-Eleven Gentofte,Brogårdsvej 14,2820,Gentofte,01/01 - 2008,31/12 - 2014,1
10882230,DSB Service & Retail A/S,Kort & Godt A/S Sønderborg,Jernbanegade 1,6400,Sønderborg,01/01 - 2008,25/10 - 2010,2-4
10882230,DSB Service & Retail A/S,Dsb Kiosk/Minibar,Nørredige 3,6950,Ringkøbing,01/01 - 2000,31/08 - 2003,0
10882230,DSB Service & Retail A/S,DSB Kort & Godt Greve,Stationsholmen 6,2670,Greve,01/01 - 2008,30/12 - 2013,1
10882230,DSB Service & Retail A/S,DSB MINIBAR,Bindeledet 6,2880,Bagsværd,01/01 - 1987,31/12 - 1998,0
10882230,DSB Service & Retail A/S,DSB MINIBAR GLOSTRUP STATION,Banegårdspladsen 7,2600,Glostrup,01/01 - 1987,31/12 - 2002,0
10882230,DSB Service & Retail A/S,DSB RESTAURANTER A/S KØBENHAVNS HOVEDBANEGÅRD,Banegårdspladsen 7,1570,København V,01/01 - 1987,31/12 - 2000,10-19
10882230,DSB Service & Retail A/S,Randers Cafe RANDERS STATION,Jernbanegade 29,8900,Randers C,01/01 - 2002,31/12 - 2002,0
10882230,DSB Service & Retail A/S,DSB BRØDVÆRKSTED NØRREPORT STATION,Nørre Voldgade 13,1358,København K,01/01 - 1994,23/12 - 1999,5-9
10882230,DSB Service & Retail A/S,DSB 7-Eleven København H - Express,Banegårdspladsen 7,1570,København V,19/07 - 2010,29/11 - 2012,5-9
10882230,DSB Service & Retail A/S,DSB SUPERMARKED,Bernstorffsgade 50,1577,København V,01/01 - 1987,30/09 - 2004,0
10882230,DSB Service & Retail A/S,DSB Kort & Godt Haslev,Stationspladsen 1A,4690,Haslev,01/01 - 2008,16/10 - 2013,0
10882230,DSB Service & Retail A/S,DSB BURGER OG MINIBAR HILLERØD STATION,Nordre Jernbanevej 37,3400,Hillerød,01/01 - 1989,30/04 - 2005,1
10882230,DSB Service & Retail A/S,DSB Bageri Københavns Hovedbanegård,Banegårdspladsen 7,1570,København V,01/01 - 2000,30/04 - 2004,0
10882230,DSB Service & Retail A/S,DSB Cafe´ Aalborg Station,John F. Kennedys Plads 3,9000,Aalborg,01/01 - 1987,31/12 - 2003,5-9
10882230,DSB Service & Retail A/S,DSB KIOSK ESPERGÆRDE STATION,Kløvermarken 3,3060,Espergærde,01/01 - 1997,31/12 - 1999,0
10882230,DSB Service & Retail A/S,DSB KIOSK HUMLEBÆK STATION,Hal Kochs Vej 14,3050,Humlebæk,01/01 - 1987,31/12 - 1998,1
10882230,DSB Service & Retail A/S,DSB KIOSK VALLENSBÆK STATION,Centervej 2,2665,Vallensbæk Strand,01/01 - 1997,31/12 - 2001,0
10882230,DSB Service & Retail A/S,DSB MINIBAR HOLBÆK STATION,Jernbaneplads 5,4300,Holbæk,01/01 - 1987,31/12 - 2002,0
10882230,DSB Service & Retail A/S,Kringlen Københavns Hovedbanegård,Banegårdspladsen 7,1570,København V,01/01 - 2001,02/05 - 2004,0
10882230,DSB Service & Retail A/S,DSB KIOSK GENTOFTE STATION,Brogårdsvej 14,2820,Gentofte,01/01 - 2003,31/12 - 2003,0
10882230,DSB Service & Retail A/S,DSB MINIBAR MIDDELFART STATION,Jernbanegade 39,5500,Middelfart,01/01 - 1987,31/12 - 2001,0
10882230,DSB Service & Retail A/S,DSB Brødværkstedet VESTERPORT STATION,Ved Vesterport 2,1612,København V,01/01 - 2002,31/12 - 2002,2-4
10882230,DSB Service & Retail A/S,DSB MINIBAR FARUM STATION,Jernbanevej 2,3520,Farum,01/01 - 1987,30/04 - 1999,0
10882230,DSB Service & Retail A/S,DSB KIOSK ENGHAVE STATION,Sønder Boulevard 137,1720,København V,01/01 - 2003,28/02 - 2003,0
10882230,DSB Service & Retail A/S,DSB KIOSK HJØRRING STATION,Banegårdspladsen 6,9800,Hjørring,01/01 - 2002,31/12 - 2002,2-4
10882230,DSB Service & Retail A/S,DSB KIOSK HUMLEBÆK STATION,Hal Kochs Vej 14,3050,Humlebæk,01/01 - 2003,31/12 - 2003,0
10882230,DSB Service & Retail A/S,DSB RESTAURANT HILLERØD STATION,Nordre Jernbanevej 37,3400,Hillerød,01/01 - 1987,31/12 - 2001,0
10882230,DSB Service & Retail A/S,DSB Cafe´ Esbjerg Station,Jernbanegade 53,6700,Esbjerg,01/01 - 1987,31/12 - 2001,2-4
10882230,DSB Service & Retail A/S,DSB Kiosk og Minibar,Jernbanegade 29,7700,Thisted,22/12 - 1996,31/08 - 2003,1
10882230,DSB Service & Retail A/S,DSB KIOSK KBH HOVEDBANEGÅRD SPOR 11-12,Bernstorffsgade 18,1577,København V,01/01 - 1989,28/02 - 2003,0
10882230,DSB Service & Retail A/S,DSB Køkken Københavns Hovedbanegård,Banegårdspladsen 7,1570,København V,01/01 - 2000,30/04 - 2004,2-4
10882230,DSB Service & Retail A/S,DSB Servicekiosk Stenløse Station,Stationspladsen 2,3660,Stenløse,01/01 - 1999,31/12 - 2001,2-4
10882230,DSB Service & Retail A/S,DSB MINIBAR MÅLØV STATION,Måløv Stationsplads 10,2760,Måløv,01/01 - 1991,31/12 - 1998,1
10882230,DSB Service & Retail A/S,Spisehjørnet Københavns Hovedbanegård,Banegårdspladsen 7,1570,København V,01/01 - 2000,02/05 - 2004,0
10882230,DSB Service & Retail A/S,DSB Kort & Godt Hvalsø,Tølløsevej 1A,4330,Hvalsø,01/01 - 2008,30/10 - 2013,0
10882230,DSB Service & Retail A/S,DSB Cafe´ Fredericia Station,Jernbanegade 2A,7000,Fredericia,01/01 - 1987,31/12 - 2003,10-19
10882230,DSB Service & Retail A/S,DSB CAFE HOLSTEBRO STATION,Stationsvej 15,7500,Holstebro,01/01 - 2003,31/12 - 2003,1
10882230,DSB Service & Retail A/S,DSB Detail A/S,Ny Banegårdsgade 48,8000,Århus C,01/01 - 1987,25/10 - 2010,20-49
10882230,DSB Service & Retail A/S,RSH Lyngby,Jernbanepladsen 47,2800,Kgs.Lyngby,01/01 - 1992,17/03 - 2011,10-19
10882230,DSB Service & Retail A/S,DSB Cafe´ Kolding Station,Banegårdspladsen 4,6000,Kolding,01/01 - 1987,31/12 - 2001,1
10882230,DSB Service & Retail A/S,DSB KIOSK NØRREBRO STATION,Nørrebrogade 253,2200,København N,01/01 - 1987,31/12 - 2001,0
10882230,DSB Service & Retail A/S,DSB KIOSK BIRKERØD STATION,Stationsvej 5,3460,Birkerød,01/01 - 1987,31/12 - 2002,1
10882230,DSB Service & Retail A/S,DSB KIOSK FLYVEBÅDSTERMINALEN,Havnegade 50,1058,København K,01/01 - 1993,30/04 - 2002,0
10882230,DSB Service & Retail A/S,DSB 7-Eleven Brøndby Strand,Brøndby Strand Centrum 1,2660,Brøndby Strand,06/05 - 2014,31/12 - 2014,0
10882230,DSB Service & Retail A/S,BISTROEN KØBENHAVNS HOVEDBANEGÅRD,Banegårdspladsen 7,1570,København V,01/01 - 1998,02/05 - 2004,0
10882230,DSB Service & Retail A/S,DSB Cafe,Banegårdspladsen 6,9800,Hjørring,01/01 - 2003,31/12 - 2003,0
10882230,DSB Service & Retail A/S,DSB KIOSK KORSØR STATION,Banegårdspladsen 10,4220,Korsør,01/01 - 1987,31/12 - 1998,1
10882230,DSB Service & Retail A/S,DSB KIOSK Vangede st.,Vangedevej 145,2820,Gentofte,01/01 - 2002,31/12 - 2002,0
10882230,DSB Service & Retail A/S,DSB KIOSK NØRREPORT STATION,Nørre Voldgade 13,1358,København K,01/01 - 2002,28/02 - 2003,0
10882230,DSB Service & Retail A/S,DSB KIOSK NØRREPORT PERRON,Nørre Voldgade 13,1358,København K,01/01 - 1987,31/12 - 1999,2-4
10882230,DSB Service & Retail A/S,DSB MINIBAR NØRREPORT STATION,Nørre Voldgade 13,1358,København K,01/01 - 1987,31/12 - 1999,5-9
10882230,DSB Service & Retail A/S,DSB Kort & Godt Frederiksberg,Falkoner Alle 21,2000,Frederiksberg,01/01 - 2008,30/10 - 2013,2-4
10882230,DSB Service & Retail A/S,DSB Kort & Godt Charlottenlund,Charlottenlund Stationsplads 2,2920,Charlottenlund,12/12 - 2012,30/12 - 2013,0
10882230,DSB Service & Retail A/S,DSB MINIBAR ØSTERPORT STATION,Oslo Plads 8,2100,København Ø,01/01 - 1987,22/06 - 2010,5-9
10882230,DSB Service & Retail A/S,DSB Fast Food Cafe´ Københavns Hovedbanegård,Banegårdspladsen 7,1570,København V,01/01 - 2000,03/05 - 2004,0
10882230,DSB Service & Retail A/S,DSB CAFE RUTEBILSTATIONEN,Fredensgade 45,8000,Aarhus C,01/01 - 1987,31/12 - 2003,10-19
10882230,DSB Service & Retail A/S,DSB MINIBAR VALBY STATION,Mellemtoftevej 1,2500,Valby,01/01 - 1987,09/06 - 2011,2-4
10882230,DSB Service & Retail A/S,DSB 7-Eleven Århus,Banegårdspladsen 1,8000,Aarhus C,01/01 - 1987,30/05 - 2012,10-19
10882230,DSB Service & Retail A/S,DSB 7-Eleven Århus Rutebilstation,Fredensgade 45,8000,Aarhus C,01/01 - 2008,31/12 - 2014,0
10882230,DSB Service & Retail A/S,Terminalen Københavns Hovedbanegård,Banegårdspladsen 7,1570,København V,01/01 - 2000,02/05 - 2004,0
10882230,DSB Service & Retail A/S,DSB 7-Eleven Køge Minibar,Jernbanegade 12,4600,Køge,01/01 - 2000,01/11 - 2015,2-4
10882230,DSB Service & Retail A/S,DSB Brødværksted Vesterport Station,Ved Vesterport 2,1612,København V,01/01 - 2003,31/12 - 2003,0
10882230,DSB Service & Retail A/S,DSB Kort & Godt Sorø,Stationspladsen 2B,4180,Sorø,01/01 - 2008,30/10 - 2013,0
10882230,DSB Service & Retail A/S,DSB 7-Eleven Hjørring,Banegårdspladsen 6,9800,Hjørring,01/01 - 2008,01/07 - 2017,0
10882230,DSB Service & Retail A/S,DSB 7-Eleven Struer,Østergade 57,7600,Struer,01/01 - 2008,01/08 - 2017,0
10882230,DSB Service & Retail A/S,DSB 7-Eleven Middelfart,Jernbanegade 39,5500,Middelfart,01/01 - 2008,01/08 - 2017,0
10882230,DSB Service & Retail A/S,DSB Detail A/S,Sølvgade 40,1307,København K,01/01 - 2005,25/10 - 2010,20-49
10882230,DSB Service & Retail A/S,DSB 7-Eleven Taastrup,Taastrup Torv 6,2630,Taastrup,01/01 - 2008,01/03 - 2019,0
10882230,DSB Service & Retail A/S,DSB 7-Eleven Allerød,Allerød Stationsvej 4A,3450,Allerød,01/01 - 2008,01/06 - 2019,0
10882230,DSB Service & Retail A/S,DSB 7-Eleven Rungsted Kyst,Vestre Stationsvej 7,2960,Rungsted Kyst,10/12 - 2015,01/06 - 2018,0
10882230,DSB Service & Retail A/S,DSB 7-Eleven Frederikshavn,Havnepladsen 30,9900,Frederikshavn,01/01 - 2008,01/06 - 2019,0
10882230,DSB Service & Retail A/S,DSB 7-Eleven Humlebæk,Hal Kochs Vej 14,3050,Humlebæk,10/12 - 2015,01/12 - 2018,2-4
10882230,DSB Service & Retail A/S,DSB 7-Eleven Kalundborg,Banegårdspladsen 2,4400,Kalundborg,01/01 - 2008,01/03 - 2018,0
10882230,DSB Service & Retail A/S,DSB 7-Eleven Skovlunde,Skovlunde Torv 4,2740,Skovlunde,01/01 - 2008,01/06 - 2019,0
10882230,DSB Service & Retail A/S,DSB 7-Eleven Espergærde,Kløvermarken 3,3060,Espergærde,10/12 - 2015,01/06 - 2018,0
10882230,DSB Service & Retail A/S,DSB 7-Eleven Birkerød,Stationsvej 5,3460,Birkerød,01/01 - 2008,01/06 - 2019,0
10882230,DSB Service & Retail A/S,DSB 7-Eleven Snekkersten,Nørrevej 93,3070,Snekkersten,10/12 - 2015,01/11 - 2018,0
10882230,DSB Service & Retail A/S,DSB 7-Eleven Nivå,Niverødvej 4,2990,Nivå,10/12 - 2015,01/02 - 2018,0
10882230,DSB Service & Retail A/S,DSB 7-Eleven Køge,Jernbanegade 12,4600,Køge,01/01 - 2008,01/07 - 2021,0
10882230,DSB Service & Retail A/S,DSB 7-Eleven Bagsværd,Bagsværd Hovedgade 142,2880,Bagsværd,01/01 - 2008,30/09 - 2024,9
10882230,DSB Service & Retail A/S,DSB 7-Eleven Hundige,Hundige Stationsvej 2,2670,Greve,01/01 - 2008,30/09 - 2024,1
10882230,DSB Service & Retail A/S,DSB 7-Eleven Ølby,Ølbycenter 2,4600,Køge,01/01 - 2008,30/09 - 2024,6
10882230,DSB Service & Retail A/S,DSB Stationsstuen Holstebro,Stationsvej 15,7500,Holstebro,01/01 - 2008,28/02 - 2025,9
10882230,DSB Service & Retail A/S,DSB 7-Eleven Holte,Holte Stationsvej 36,2840,Holte,01/01 - 2008,31/03 - 2025,1
10882230,DSB Service & Retail A/S,DSB 7-Eleven Tårnby,Englandsvej 320,2770,Kastrup,10/12 - 2015,31/12 - 2024,1
10882230,DSB Service & Retail A/S,DSB Stationsstuen Bramming,Jernbanegade 11,6740,Bramming,01/01 - 2022,31/03 - 2025,5
10882230,DSB Service & Retail A/S,DSB 7-Eleven Rødovre,Rødovre Stationsvej 1,2610,Rødovre,01/01 - 2008,31/12 - 2025,7
10882230,DSB Service & Retail A/S,DSB 7-Eleven København H - Minibar 6,Banegårdspladsen 7,1570,København V,01/01 - 2000,,5
10882230,DSB Service & Retail A/S,DSB 7-Eleven København H - Minibar 5,Banegårdspladsen 7,1570,København V,01/01 - 2000,,7
10882230,DSB Service & Retail A/S,DSB 7-Eleven København H - Minibar 4,Banegårdspladsen 7,1570,København V,01/01 - 2000,,5
10882230,DSB Service & Retail A/S,DSB 7-Eleven Vanløse,Jernbane Allé 46,2720,Vanløse,01/01 - 2008,,22
10882230,DSB Service & Retail A/S,DSB 7-Eleven Østerport,Oslo Plads 8,2100,København Ø,01/01 - 2008,,28
10882230,DSB Service & Retail A/S,DSB 7-Eleven Vejle,Banegårdspladsen 3D,7100,Vejle,01/01 - 2008,,19
10882230,DSB Service & Retail A/S,DSB 7-Eleven Flintholm Syd,Flintholm Alle 55,2000,Frederiksberg,01/01 - 2008,,15
10882230,DSB Service & Retail A/S,DSB 7-Eleven Næstved,Banegårdspladsen 2,4700,Næstved,01/01 - 2008,,11
10882230,DSB Service & Retail A/S,DSB 7-Eleven Lyngby,Jernbanepladsen 47,2800,Kgs.Lyngby,01/01 - 2008,,12
10882230,DSB Service & Retail A/S,DSB 7-Eleven Vesterport,Ved Vesterport 2,1612,København V,01/01 - 2008,,15
10882230,DSB Service & Retail A/S,DSB 7-Eleven Odense,Østre Stationsvej 27,5000,Odense C,01/01 - 2008,,27
10882230,DSB Service & Retail A/S,DSB 7-Eleven Svendborg,Klosterplads 10,5700,Svendborg,01/01 - 2008,,7
10882230,DSB Service & Retail A/S,DSB 7-Eleven Nørreport,Nørre Voldgade 13,1358,København K,01/01 - 2008,,10
10882230,DSB Service & Retail A/S,DSB 7-Eleven Ballerup,Banegårdspladsen 3,2750,Ballerup,01/01 - 2008,,13
10882230,DSB Service & Retail A/S,DSB 7-Eleven Slagelse Baneby,Ndr.Stationsvej 13,4200,Slagelse,01/01 - 2008,,8
10882230,DSB Service & Retail A/S,DSB 7-Eleven Skanderborg,Jernbanevej 3,8660,Skanderborg,01/01 - 2008,,15
