Decile,Municipality,Price_Unit,Year,Average_Income
1st Decile,København,Constant prices,1987,63761
1st Decile,København,Constant prices,1988,62623
1st Decile,København,Constant prices,1989,59738
1st Decile,København,Constant prices,1990,58697
1st Decile,København,Constant prices,1991,61951
1st Decile,København,Constant prices,1992,61063
1st Decile,København,Constant prices,1993,63075
1st Decile,København,Constant prices,1994,71080
1st Decile,København,Constant prices,1995,70793
1st Decile,København,Constant prices,1996,74922
1st Decile,København,Constant prices,1997,72299
1st Decile,København,Constant prices,1998,75561
1st Decile,København,Constant prices,1999,72916
1st Decile,København,Constant prices,2000,70208
1st Decile,København,Constant prices,2001,71217
1st Decile,København,Constant prices,2002,72233
1st Decile,København,Constant prices,2003,71082
1st Decile,København,Constant prices,2004,71326
1st Decile,København,Constant prices,2005,69266
1st Decile,København,Constant prices,2006,70578
1st Decile,København,Constant prices,2007,61052
1st Decile,København,Constant prices,2008,46655
1st Decile,København,Constant prices,2009,49715
1st Decile,København,Constant prices,2010,45314
1st Decile,København,Constant prices,2011,54966
1st Decile,København,Constant prices,2012,59520
1st Decile,København,Constant prices,2013,59810
1st Decile,København,Constant prices,2014,61337
1st Decile,København,Constant prices,2015,62792
1st Decile,København,Constant prices,2016,59313
1st Decile,København,Constant prices,2017,58025
1st Decile,København,Constant prices,2018,57233
1st Decile,København,Constant prices,2019,59311
1st Decile,København,Constant prices,2020,59859
1st Decile,København,Constant prices,2021,65409
1st Decile,København,Constant prices,2022,51325
1st Decile,København,Constant prices,2023,53270
1st Decile,København,Constant prices,2024,63547
1st Decile,København,Nominal prices,1987,29451
1st Decile,København,Nominal prices,1988,30233
1st Decile,København,Nominal prices,1989,30219
1st Decile,København,Nominal prices,1990,30474
1st Decile,København,Nominal prices,1991,32935
1st Decile,København,Nominal prices,1992,33149
1st Decile,København,Nominal prices,1993,34665
1st Decile,København,Nominal prices,1994,39846
1st Decile,København,Nominal prices,1995,40515
1st Decile,København,Nominal prices,1996,43784
1st Decile,København,Nominal prices,1997,43178
1st Decile,København,Nominal prices,1998,45957
1st Decile,København,Nominal prices,1999,45452
1st Decile,København,Nominal prices,2000,45042
1st Decile,København,Nominal prices,2001,46768
1st Decile,København,Nominal prices,2002,48582
1st Decile,København,Nominal prices,2003,48806
1st Decile,København,Nominal prices,2004,49540
1st Decile,København,Nominal prices,2005,48980
1st Decile,København,Nominal prices,2006,50856
1st Decile,København,Nominal prices,2007,44745
1st Decile,København,Nominal prices,2008,35356
1st Decile,København,Nominal prices,2009,38173
1st Decile,København,Nominal prices,2010,35596
1st Decile,København,Nominal prices,2011,44366
1st Decile,København,Nominal prices,2012,49198
1st Decile,København,Nominal prices,2013,49825
1st Decile,København,Nominal prices,2014,51389
1st Decile,København,Nominal prices,2015,52846
1st Decile,København,Nominal prices,2016,50048
1st Decile,København,Nominal prices,2017,49521
1st Decile,København,Nominal prices,2018,49244
1st Decile,København,Nominal prices,2019,51415
1st Decile,København,Nominal prices,2020,52110
1st Decile,København,Nominal prices,2021,57996
1st Decile,København,Nominal prices,2022,49012
1st Decile,København,Nominal prices,2023,52548
1st Decile,København,Nominal prices,2024,63547
1st Decile,Frederiksberg,Constant prices,1987,64196
1st Decile,Frederiksberg,Constant prices,1988,65918
1st Decile,Frederiksberg,Constant prices,1989,64632
1st Decile,Frederiksberg,Constant prices,1990,64100
1st Decile,Frederiksberg,Constant prices,1991,64654
1st Decile,Frederiksberg,Constant prices,1992,61284
1st Decile,Frederiksberg,Constant prices,1993,70260
1st Decile,Frederiksberg,Constant prices,1994,77254
1st Decile,Frederiksberg,Constant prices,1995,80589
1st Decile,Frederiksberg,Constant prices,1996,84774
1st Decile,Frederiksberg,Constant prices,1997,85763
1st Decile,Frederiksberg,Constant prices,1998,86211
1st Decile,Frederiksberg,Constant prices,1999,85900
1st Decile,Frederiksberg,Constant prices,2000,85644
1st Decile,Frederiksberg,Constant prices,2001,83898
1st Decile,Frederiksberg,Constant prices,2002,82769
1st Decile,Frederiksberg,Constant prices,2003,80533
1st Decile,Frederiksberg,Constant prices,2004,86748
1st Decile,Frederiksberg,Constant prices,2005,80651
1st Decile,Frederiksberg,Constant prices,2006,83140
1st Decile,Frederiksberg,Constant prices,2007,73141
1st Decile,Frederiksberg,Constant prices,2008,40110
1st Decile,Frederiksberg,Constant prices,2009,59039
1st Decile,Frederiksberg,Constant prices,2010,62827
1st Decile,Frederiksberg,Constant prices,2011,61489
1st Decile,Frederiksberg,Constant prices,2012,65016
1st Decile,Frederiksberg,Constant prices,2013,68182
1st Decile,Frederiksberg,Constant prices,2014,51423
1st Decile,Frederiksberg,Constant prices,2015,73176
1st Decile,Frederiksberg,Constant prices,2016,71283
1st Decile,Frederiksberg,Constant prices,2017,70303
1st Decile,Frederiksberg,Constant prices,2018,78731
1st Decile,Frederiksberg,Constant prices,2019,79038
1st Decile,Frederiksberg,Constant prices,2020,93569
1st Decile,Frederiksberg,Constant prices,2021,100661
1st Decile,Frederiksberg,Constant prices,2022,76133
1st Decile,Frederiksberg,Constant prices,2023,90011
1st Decile,Frederiksberg,Constant prices,2024,94880
1st Decile,Frederiksberg,Nominal prices,1987,29652
1st Decile,Frederiksberg,Nominal prices,1988,31824
1st Decile,Frederiksberg,Nominal prices,1989,32695
1st Decile,Frederiksberg,Nominal prices,1990,33279
1st Decile,Frederiksberg,Nominal prices,1991,34372
1st Decile,Frederiksberg,Nominal prices,1992,33269
1st Decile,Frederiksberg,Nominal prices,1993,38614
1st Decile,Frederiksberg,Nominal prices,1994,43307
1st Decile,Frederiksberg,Nominal prices,1995,46121
1st Decile,Frederiksberg,Nominal prices,1996,49541
1st Decile,Frederiksberg,Nominal prices,1997,51219
1st Decile,Frederiksberg,Nominal prices,1998,52434
1st Decile,Frederiksberg,Nominal prices,1999,53546
1st Decile,Frederiksberg,Nominal prices,2000,54945
1st Decile,Frederiksberg,Nominal prices,2001,55095
1st Decile,Frederiksberg,Nominal prices,2002,55668
1st Decile,Frederiksberg,Nominal prices,2003,55295
1st Decile,Frederiksberg,Nominal prices,2004,60251
1st Decile,Frederiksberg,Nominal prices,2005,57031
1st Decile,Frederiksberg,Nominal prices,2006,59908
1st Decile,Frederiksberg,Nominal prices,2007,53605
1st Decile,Frederiksberg,Nominal prices,2008,30396
1st Decile,Frederiksberg,Nominal prices,2009,45332
1st Decile,Frederiksberg,Nominal prices,2010,49353
1st Decile,Frederiksberg,Nominal prices,2011,49631
1st Decile,Frederiksberg,Nominal prices,2012,53741
1st Decile,Frederiksberg,Nominal prices,2013,56799
1st Decile,Frederiksberg,Nominal prices,2014,43083
1st Decile,Frederiksberg,Nominal prices,2015,61585
1st Decile,Frederiksberg,Nominal prices,2016,60148
1st Decile,Frederiksberg,Nominal prices,2017,60000
1st Decile,Frederiksberg,Nominal prices,2018,67741
1st Decile,Frederiksberg,Nominal prices,2019,68516
1st Decile,Frederiksberg,Nominal prices,2020,81456
1st Decile,Frederiksberg,Nominal prices,2021,89252
1st Decile,Frederiksberg,Nominal prices,2022,72702
1st Decile,Frederiksberg,Nominal prices,2023,88791
1st Decile,Frederiksberg,Nominal prices,2024,94880
1st Decile,Dragør,Constant prices,1987,98375
1st Decile,Dragør,Constant prices,1988,90379
1st Decile,Dragør,Constant prices,1989,97768
1st Decile,Dragør,Constant prices,1990,94005
1st Decile,Dragør,Constant prices,1991,93631
1st Decile,Dragør,Constant prices,1992,69831
1st Decile,Dragør,Constant prices,1993,80970
1st Decile,Dragør,Constant prices,1994,84515
1st Decile,Dragør,Constant prices,1995,101922
1st Decile,Dragør,Constant prices,1996,113366
1st Decile,Dragør,Constant prices,1997,116723
1st Decile,Dragør,Constant prices,1998,107651
1st Decile,Dragør,Constant prices,1999,117245
1st Decile,Dragør,Constant prices,2000,110514
1st Decile,Dragør,Constant prices,2001,112023
1st Decile,Dragør,Constant prices,2002,111945
1st Decile,Dragør,Constant prices,2003,129403
1st Decile,Dragør,Constant prices,2004,136011
1st Decile,Dragør,Constant prices,2005,115596
1st Decile,Dragør,Constant prices,2006,123113
1st Decile,Dragør,Constant prices,2007,93902
1st Decile,Dragør,Constant prices,2008,46457
1st Decile,Dragør,Constant prices,2009,66631
1st Decile,Dragør,Constant prices,2010,91906
1st Decile,Dragør,Constant prices,2011,93772
1st Decile,Dragør,Constant prices,2012,126589
1st Decile,Dragør,Constant prices,2013,114555
1st Decile,Dragør,Constant prices,2014,117339
1st Decile,Dragør,Constant prices,2015,130073
1st Decile,Dragør,Constant prices,2016,125846
1st Decile,Dragør,Constant prices,2017,134802
1st Decile,Dragør,Constant prices,2018,135086
1st Decile,Dragør,Constant prices,2019,126834
1st Decile,Dragør,Constant prices,2020,128754
1st Decile,Dragør,Constant prices,2021,140266
1st Decile,Dragør,Constant prices,2022,132227
1st Decile,Dragør,Constant prices,2023,137368
1st Decile,Dragør,Constant prices,2024,148244
1st Decile,Dragør,Nominal prices,1987,45439
1st Decile,Dragør,Nominal prices,1988,43633
1st Decile,Dragør,Nominal prices,1989,49457
1st Decile,Dragør,Nominal prices,1990,48805
1st Decile,Dragør,Nominal prices,1991,49777
1st Decile,Dragør,Nominal prices,1992,37909
1st Decile,Dragør,Nominal prices,1993,44500
1st Decile,Dragør,Nominal prices,1994,47377
1st Decile,Dragør,Nominal prices,1995,58330
1st Decile,Dragør,Nominal prices,1996,66250
1st Decile,Dragør,Nominal prices,1997,69709
1st Decile,Dragør,Nominal prices,1998,65474
1st Decile,Dragør,Nominal prices,1999,73085
1st Decile,Dragør,Nominal prices,2000,70900
1st Decile,Dragør,Nominal prices,2001,73565
1st Decile,Dragør,Nominal prices,2002,75291
1st Decile,Dragør,Nominal prices,2003,88850
1st Decile,Dragør,Nominal prices,2004,94467
1st Decile,Dragør,Nominal prices,2005,81742
1st Decile,Dragør,Nominal prices,2006,88711
1st Decile,Dragør,Nominal prices,2007,68821
1st Decile,Dragør,Nominal prices,2008,35206
1st Decile,Dragør,Nominal prices,2009,51161
1st Decile,Dragør,Nominal prices,2010,72196
1st Decile,Dragør,Nominal prices,2011,75689
1st Decile,Dragør,Nominal prices,2012,104635
1st Decile,Dragør,Nominal prices,2013,95430
1st Decile,Dragør,Nominal prices,2014,98308
1st Decile,Dragør,Nominal prices,2015,109469
1st Decile,Dragør,Nominal prices,2016,106188
1st Decile,Dragør,Nominal prices,2017,115046
1st Decile,Dragør,Nominal prices,2018,116229
1st Decile,Dragør,Nominal prices,2019,109950
1st Decile,Dragør,Nominal prices,2020,112086
1st Decile,Dragør,Nominal prices,2021,124369
1st Decile,Dragør,Nominal prices,2022,126268
1st Decile,Dragør,Nominal prices,2023,135506
1st Decile,Dragør,Nominal prices,2024,148244
1st Decile,Tårnby,Constant prices,1987,101118
1st Decile,Tårnby,Constant prices,1988,101479
1st Decile,Tårnby,Constant prices,1989,102006
1st Decile,Tårnby,Constant prices,1990,103170
1st Decile,Tårnby,Constant prices,1991,99985
1st Decile,Tårnby,Constant prices,1992,103425
1st Decile,Tårnby,Constant prices,1993,102434
1st Decile,Tårnby,Constant prices,1994,111912
1st Decile,Tårnby,Constant prices,1995,114697
1st Decile,Tårnby,Constant prices,1996,115400
1st Decile,Tårnby,Constant prices,1997,115375
1st Decile,Tårnby,Constant prices,1998,117800
1st Decile,Tårnby,Constant prices,1999,118875
1st Decile,Tårnby,Constant prices,2000,118100
1st Decile,Tårnby,Constant prices,2001,116327
1st Decile,Tårnby,Constant prices,2002,121831
1st Decile,Tårnby,Constant prices,2003,122283
1st Decile,Tårnby,Constant prices,2004,124690
1st Decile,Tårnby,Constant prices,2005,120642
1st Decile,Tårnby,Constant prices,2006,122776
1st Decile,Tårnby,Constant prices,2007,115427
1st Decile,Tårnby,Constant prices,2008,100602
1st Decile,Tårnby,Constant prices,2009,110983
1st Decile,Tårnby,Constant prices,2010,108771
1st Decile,Tårnby,Constant prices,2011,108468
1st Decile,Tårnby,Constant prices,2012,111384
1st Decile,Tårnby,Constant prices,2013,114178
1st Decile,Tårnby,Constant prices,2014,116338
1st Decile,Tårnby,Constant prices,2015,116640
1st Decile,Tårnby,Constant prices,2016,113916
1st Decile,Tårnby,Constant prices,2017,113565
1st Decile,Tårnby,Constant prices,2018,117996
1st Decile,Tårnby,Constant prices,2019,120078
1st Decile,Tårnby,Constant prices,2020,125044
1st Decile,Tårnby,Constant prices,2021,132160
1st Decile,Tårnby,Constant prices,2022,124993
1st Decile,Tårnby,Constant prices,2023,123883
1st Decile,Tårnby,Constant prices,2024,122388
1st Decile,Tårnby,Nominal prices,1987,46706
1st Decile,Tårnby,Nominal prices,1988,48992
1st Decile,Tårnby,Nominal prices,1989,51601
1st Decile,Tårnby,Nominal prices,1990,53563
1st Decile,Tårnby,Nominal prices,1991,53155
1st Decile,Tårnby,Nominal prices,1992,56146
1st Decile,Tårnby,Nominal prices,1993,56296
1st Decile,Tårnby,Nominal prices,1994,62735
1st Decile,Tårnby,Nominal prices,1995,65641
1st Decile,Tårnby,Nominal prices,1996,67439
1st Decile,Tårnby,Nominal prices,1997,68904
1st Decile,Tårnby,Nominal prices,1998,71647
1st Decile,Tårnby,Nominal prices,1999,74101
1st Decile,Tårnby,Nominal prices,2000,75767
1st Decile,Tårnby,Nominal prices,2001,76391
1st Decile,Tårnby,Nominal prices,2002,81940
1st Decile,Tårnby,Nominal prices,2003,83961
1st Decile,Tårnby,Nominal prices,2004,86604
1st Decile,Tårnby,Nominal prices,2005,85310
1st Decile,Tårnby,Nominal prices,2006,88468
1st Decile,Tårnby,Nominal prices,2007,84597
1st Decile,Tårnby,Nominal prices,2008,76238
1st Decile,Tårnby,Nominal prices,2009,85216
1st Decile,Tårnby,Nominal prices,2010,85444
1st Decile,Tårnby,Nominal prices,2011,87551
1st Decile,Tårnby,Nominal prices,2012,92067
1st Decile,Tårnby,Nominal prices,2013,95116
1st Decile,Tårnby,Nominal prices,2014,97469
1st Decile,Tårnby,Nominal prices,2015,98164
1st Decile,Tårnby,Nominal prices,2016,96122
1st Decile,Tårnby,Nominal prices,2017,96921
1st Decile,Tårnby,Nominal prices,2018,101524
1st Decile,Tårnby,Nominal prices,2019,104093
1st Decile,Tårnby,Nominal prices,2020,108856
1st Decile,Tårnby,Nominal prices,2021,117181
1st Decile,Tårnby,Nominal prices,2022,119360
1st Decile,Tårnby,Nominal prices,2023,122204
1st Decile,Tårnby,Nominal prices,2024,122388
1st Decile,Albertslund,Constant prices,1987,92709
1st Decile,Albertslund,Constant prices,1988,87079
1st Decile,Albertslund,Constant prices,1989,71974
1st Decile,Albertslund,Constant prices,1990,84105
1st Decile,Albertslund,Constant prices,1991,84568
1st Decile,Albertslund,Constant prices,1992,84459
1st Decile,Albertslund,Constant prices,1993,87280
1st Decile,Albertslund,Constant prices,1994,92687
1st Decile,Albertslund,Constant prices,1995,96986
1st Decile,Albertslund,Constant prices,1996,94960
1st Decile,Albertslund,Constant prices,1997,93208
1st Decile,Albertslund,Constant prices,1998,95438
1st Decile,Albertslund,Constant prices,1999,95744
1st Decile,Albertslund,Constant prices,2000,95389
1st Decile,Albertslund,Constant prices,2001,96715
1st Decile,Albertslund,Constant prices,2002,99654
1st Decile,Albertslund,Constant prices,2003,93866
1st Decile,Albertslund,Constant prices,2004,100254
1st Decile,Albertslund,Constant prices,2005,99684
1st Decile,Albertslund,Constant prices,2006,97990
1st Decile,Albertslund,Constant prices,2007,97680
1st Decile,Albertslund,Constant prices,2008,92116
1st Decile,Albertslund,Constant prices,2009,85447
1st Decile,Albertslund,Constant prices,2010,89615
1st Decile,Albertslund,Constant prices,2011,85059
1st Decile,Albertslund,Constant prices,2012,86563
1st Decile,Albertslund,Constant prices,2013,82084
1st Decile,Albertslund,Constant prices,2014,86645
1st Decile,Albertslund,Constant prices,2015,90884
1st Decile,Albertslund,Constant prices,2016,90459
1st Decile,Albertslund,Constant prices,2017,89666
1st Decile,Albertslund,Constant prices,2018,93455
1st Decile,Albertslund,Constant prices,2019,92253
1st Decile,Albertslund,Constant prices,2020,96524
1st Decile,Albertslund,Constant prices,2021,103350
1st Decile,Albertslund,Constant prices,2022,97317
1st Decile,Albertslund,Constant prices,2023,99706
1st Decile,Albertslund,Constant prices,2024,99784
1st Decile,Albertslund,Nominal prices,1987,42822
1st Decile,Albertslund,Nominal prices,1988,42040
1st Decile,Albertslund,Nominal prices,1989,36409
1st Decile,Albertslund,Nominal prices,1990,43665
1st Decile,Albertslund,Nominal prices,1991,44959
1st Decile,Albertslund,Nominal prices,1992,45850
1st Decile,Albertslund,Nominal prices,1993,47968
1st Decile,Albertslund,Nominal prices,1994,51958
1st Decile,Albertslund,Nominal prices,1995,55505
1st Decile,Albertslund,Nominal prices,1996,55494
1st Decile,Albertslund,Nominal prices,1997,55665
1st Decile,Albertslund,Nominal prices,1998,58046
1st Decile,Albertslund,Nominal prices,1999,59682
1st Decile,Albertslund,Nominal prices,2000,61197
1st Decile,Albertslund,Nominal prices,2001,63512
1st Decile,Albertslund,Nominal prices,2002,67024
1st Decile,Albertslund,Nominal prices,2003,64450
1st Decile,Albertslund,Nominal prices,2004,69632
1st Decile,Albertslund,Nominal prices,2005,70490
1st Decile,Albertslund,Nominal prices,2006,70608
1st Decile,Albertslund,Nominal prices,2007,71590
1st Decile,Albertslund,Nominal prices,2008,69807
1st Decile,Albertslund,Nominal prices,2009,65609
1st Decile,Albertslund,Nominal prices,2010,70396
1st Decile,Albertslund,Nominal prices,2011,68656
1st Decile,Albertslund,Nominal prices,2012,71551
1st Decile,Albertslund,Nominal prices,2013,68380
1st Decile,Albertslund,Nominal prices,2014,72592
1st Decile,Albertslund,Nominal prices,2015,76488
1st Decile,Albertslund,Nominal prices,2016,76329
1st Decile,Albertslund,Nominal prices,2017,76525
1st Decile,Albertslund,Nominal prices,2018,80409
1st Decile,Albertslund,Nominal prices,2019,79972
1st Decile,Albertslund,Nominal prices,2020,84028
1st Decile,Albertslund,Nominal prices,2021,91637
1st Decile,Albertslund,Nominal prices,2022,92931
1st Decile,Albertslund,Nominal prices,2023,98354
1st Decile,Albertslund,Nominal prices,2024,99784
1st Decile,Ballerup,Constant prices,1987,105628
1st Decile,Ballerup,Constant prices,1988,97519
1st Decile,Ballerup,Constant prices,1989,101804
1st Decile,Ballerup,Constant prices,1990,101536
1st Decile,Ballerup,Constant prices,1991,100880
1st Decile,Ballerup,Constant prices,1992,101465
1st Decile,Ballerup,Constant prices,1993,102894
1st Decile,Ballerup,Constant prices,1994,108660
1st Decile,Ballerup,Constant prices,1995,110064
1st Decile,Ballerup,Constant prices,1996,110368
1st Decile,Ballerup,Constant prices,1997,106992
1st Decile,Ballerup,Constant prices,1998,115556
1st Decile,Ballerup,Constant prices,1999,114436
1st Decile,Ballerup,Constant prices,2000,116398
1st Decile,Ballerup,Constant prices,2001,115628
1st Decile,Ballerup,Constant prices,2002,121086
1st Decile,Ballerup,Constant prices,2003,122195
1st Decile,Ballerup,Constant prices,2004,122814
1st Decile,Ballerup,Constant prices,2005,120260
1st Decile,Ballerup,Constant prices,2006,120727
1st Decile,Ballerup,Constant prices,2007,115837
1st Decile,Ballerup,Constant prices,2008,106720
1st Decile,Ballerup,Constant prices,2009,106288
1st Decile,Ballerup,Constant prices,2010,109980
1st Decile,Ballerup,Constant prices,2011,108214
1st Decile,Ballerup,Constant prices,2012,110308
1st Decile,Ballerup,Constant prices,2013,109695
1st Decile,Ballerup,Constant prices,2014,112673
1st Decile,Ballerup,Constant prices,2015,114890
1st Decile,Ballerup,Constant prices,2016,114047
1st Decile,Ballerup,Constant prices,2017,116066
1st Decile,Ballerup,Constant prices,2018,117538
1st Decile,Ballerup,Constant prices,2019,117809
1st Decile,Ballerup,Constant prices,2020,121522
1st Decile,Ballerup,Constant prices,2021,127418
1st Decile,Ballerup,Constant prices,2022,115234
1st Decile,Ballerup,Constant prices,2023,114727
1st Decile,Ballerup,Constant prices,2024,117721
1st Decile,Ballerup,Nominal prices,1987,48789
1st Decile,Ballerup,Nominal prices,1988,47080
1st Decile,Ballerup,Nominal prices,1989,51499
1st Decile,Ballerup,Nominal prices,1990,52715
1st Decile,Ballerup,Nominal prices,1991,53631
1st Decile,Ballerup,Nominal prices,1992,55082
1st Decile,Ballerup,Nominal prices,1993,56549
1st Decile,Ballerup,Nominal prices,1994,60912
1st Decile,Ballerup,Nominal prices,1995,62990
1st Decile,Ballerup,Nominal prices,1996,64498
1st Decile,Ballerup,Nominal prices,1997,63897
1st Decile,Ballerup,Nominal prices,1998,70282
1st Decile,Ballerup,Nominal prices,1999,71334
1st Decile,Ballerup,Nominal prices,2000,74675
1st Decile,Ballerup,Nominal prices,2001,75932
1st Decile,Ballerup,Nominal prices,2002,81439
1st Decile,Ballerup,Nominal prices,2003,83901
1st Decile,Ballerup,Nominal prices,2004,85301
1st Decile,Ballerup,Nominal prices,2005,85040
1st Decile,Ballerup,Nominal prices,2006,86992
1st Decile,Ballerup,Nominal prices,2007,84897
1st Decile,Ballerup,Nominal prices,2008,80874
1st Decile,Ballerup,Nominal prices,2009,81611
1st Decile,Ballerup,Nominal prices,2010,86394
1st Decile,Ballerup,Nominal prices,2011,87346
1st Decile,Ballerup,Nominal prices,2012,91178
1st Decile,Ballerup,Nominal prices,2013,91381
1st Decile,Ballerup,Nominal prices,2014,94399
1st Decile,Ballerup,Nominal prices,2015,96691
1st Decile,Ballerup,Nominal prices,2016,96232
1st Decile,Ballerup,Nominal prices,2017,99056
1st Decile,Ballerup,Nominal prices,2018,101130
1st Decile,Ballerup,Nominal prices,2019,102126
1st Decile,Ballerup,Nominal prices,2020,105790
1st Decile,Ballerup,Nominal prices,2021,112977
1st Decile,Ballerup,Nominal prices,2022,110041
1st Decile,Ballerup,Nominal prices,2023,113172
1st Decile,Ballerup,Nominal prices,2024,117721
1st Decile,Brøndby,Constant prices,1987,96823
1st Decile,Brøndby,Constant prices,1988,98741
1st Decile,Brøndby,Constant prices,1989,95789
1st Decile,Brøndby,Constant prices,1990,95925
1st Decile,Brøndby,Constant prices,1991,96588
1st Decile,Brøndby,Constant prices,1992,93667
1st Decile,Brøndby,Constant prices,1993,90585
1st Decile,Brøndby,Constant prices,1994,101126
1st Decile,Brøndby,Constant prices,1995,104291
1st Decile,Brøndby,Constant prices,1996,102043
1st Decile,Brøndby,Constant prices,1997,102357
1st Decile,Brøndby,Constant prices,1998,105829
1st Decile,Brøndby,Constant prices,1999,105746
1st Decile,Brøndby,Constant prices,2000,105582
1st Decile,Brøndby,Constant prices,2001,107690
1st Decile,Brøndby,Constant prices,2002,112991
1st Decile,Brøndby,Constant prices,2003,112698
1st Decile,Brøndby,Constant prices,2004,111513
1st Decile,Brøndby,Constant prices,2005,111406
1st Decile,Brøndby,Constant prices,2006,112237
1st Decile,Brøndby,Constant prices,2007,112190
1st Decile,Brøndby,Constant prices,2008,102506
1st Decile,Brøndby,Constant prices,2009,98757
1st Decile,Brøndby,Constant prices,2010,101806
1st Decile,Brøndby,Constant prices,2011,97710
1st Decile,Brøndby,Constant prices,2012,101687
1st Decile,Brøndby,Constant prices,2013,98041
1st Decile,Brøndby,Constant prices,2014,98013
1st Decile,Brøndby,Constant prices,2015,90247
1st Decile,Brøndby,Constant prices,2016,97516
1st Decile,Brøndby,Constant prices,2017,93355
1st Decile,Brøndby,Constant prices,2018,96644
1st Decile,Brøndby,Constant prices,2019,99134
1st Decile,Brøndby,Constant prices,2020,101721
1st Decile,Brøndby,Constant prices,2021,108577
1st Decile,Brøndby,Constant prices,2022,99061
1st Decile,Brøndby,Constant prices,2023,96594
1st Decile,Brøndby,Constant prices,2024,88193
1st Decile,Brøndby,Nominal prices,1987,44722
1st Decile,Brøndby,Nominal prices,1988,47670
1st Decile,Brøndby,Nominal prices,1989,48456
1st Decile,Brøndby,Nominal prices,1990,49802
1st Decile,Brøndby,Nominal prices,1991,51349
1st Decile,Brøndby,Nominal prices,1992,50849
1st Decile,Brøndby,Nominal prices,1993,49784
1st Decile,Brøndby,Nominal prices,1994,56689
1st Decile,Brøndby,Nominal prices,1995,59686
1st Decile,Brøndby,Nominal prices,1996,59633
1st Decile,Brøndby,Nominal prices,1997,61129
1st Decile,Brøndby,Nominal prices,1998,64366
1st Decile,Brøndby,Nominal prices,1999,65917
1st Decile,Brøndby,Nominal prices,2000,67736
1st Decile,Brøndby,Nominal prices,2001,70719
1st Decile,Brøndby,Nominal prices,2002,75994
1st Decile,Brøndby,Nominal prices,2003,77380
1st Decile,Brøndby,Nominal prices,2004,77452
1st Decile,Brøndby,Nominal prices,2005,78779
1st Decile,Brøndby,Nominal prices,2006,80874
1st Decile,Brøndby,Nominal prices,2007,82224
1st Decile,Brøndby,Nominal prices,2008,77681
1st Decile,Brøndby,Nominal prices,2009,75829
1st Decile,Brøndby,Nominal prices,2010,79973
1st Decile,Brøndby,Nominal prices,2011,78867
1st Decile,Brøndby,Nominal prices,2012,84052
1st Decile,Brøndby,Nominal prices,2013,81673
1st Decile,Brøndby,Nominal prices,2014,82116
1st Decile,Brøndby,Nominal prices,2015,75952
1st Decile,Brøndby,Nominal prices,2016,82284
1st Decile,Brøndby,Nominal prices,2017,79673
1st Decile,Brøndby,Nominal prices,2018,83153
1st Decile,Brøndby,Nominal prices,2019,85937
1st Decile,Brøndby,Nominal prices,2020,88552
1st Decile,Brøndby,Nominal prices,2021,96271
1st Decile,Brøndby,Nominal prices,2022,94597
1st Decile,Brøndby,Nominal prices,2023,95285
1st Decile,Brøndby,Nominal prices,2024,88193
1st Decile,Gentofte,Constant prices,1987,51146
1st Decile,Gentofte,Constant prices,1988,44530
1st Decile,Gentofte,Constant prices,1989,33424
1st Decile,Gentofte,Constant prices,1990,5181
1st Decile,Gentofte,Constant prices,1991,33104
1st Decile,Gentofte,Constant prices,1992,11951
1st Decile,Gentofte,Constant prices,1993,-4625
1st Decile,Gentofte,Constant prices,1994,28911
1st Decile,Gentofte,Constant prices,1995,58827
1st Decile,Gentofte,Constant prices,1996,69481
1st Decile,Gentofte,Constant prices,1997,82163
1st Decile,Gentofte,Constant prices,1998,65206
1st Decile,Gentofte,Constant prices,1999,74677
1st Decile,Gentofte,Constant prices,2000,73098
1st Decile,Gentofte,Constant prices,2001,67433
1st Decile,Gentofte,Constant prices,2002,83615
1st Decile,Gentofte,Constant prices,2003,79554
1st Decile,Gentofte,Constant prices,2004,73722
1st Decile,Gentofte,Constant prices,2005,93715
1st Decile,Gentofte,Constant prices,2006,66853
1st Decile,Gentofte,Constant prices,2007,39249
1st Decile,Gentofte,Constant prices,2008,-85778
1st Decile,Gentofte,Constant prices,2009,-62493
1st Decile,Gentofte,Constant prices,2010,-14748
1st Decile,Gentofte,Constant prices,2011,22319
1st Decile,Gentofte,Constant prices,2012,42342
1st Decile,Gentofte,Constant prices,2013,32842
1st Decile,Gentofte,Constant prices,2014,36096
1st Decile,Gentofte,Constant prices,2015,73842
1st Decile,Gentofte,Constant prices,2016,74734
1st Decile,Gentofte,Constant prices,2017,66424
1st Decile,Gentofte,Constant prices,2018,76659
1st Decile,Gentofte,Constant prices,2019,69293
1st Decile,Gentofte,Constant prices,2020,48565
1st Decile,Gentofte,Constant prices,2021,98500
1st Decile,Gentofte,Constant prices,2022,15395
1st Decile,Gentofte,Constant prices,2023,48863
1st Decile,Gentofte,Constant prices,2024,88386
1st Decile,Gentofte,Nominal prices,1987,23624
1st Decile,Gentofte,Nominal prices,1988,21498
1st Decile,Gentofte,Nominal prices,1989,16908
1st Decile,Gentofte,Nominal prices,1990,2690
1st Decile,Gentofte,Nominal prices,1991,17599
1st Decile,Gentofte,Nominal prices,1992,6488
1st Decile,Gentofte,Nominal prices,1993,-2542
1st Decile,Gentofte,Nominal prices,1994,16207
1st Decile,Gentofte,Nominal prices,1995,33667
1st Decile,Gentofte,Nominal prices,1996,40604
